 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35
33,23.375,24.781,32.372,43.463,36.303,37.722,26.671,29.929,20.535,36.288,19.501,21.443,22.898,27.739,26.677,22.141,23.801,25.380,21.538,19.708,20.734,20.494,23.509,22.747,24.745,24.655,18.850,22.524,23.329,23.796,22.377,19.849,19.319,18.821,18.439
34,23.400,24.657,32.267,44.048,36.144,38.183,26.844,29.932,20.531,36.068,19.361,21.705,23.032,27.752,26.558,22.155,23.724,25.626,21.247,19.644,20.843,20.461,23.654,22.845,24.522,25.000,18.888,22.052,23.421,23.885,22.284,19.945,19.426,18.671,18.725
35,23.360,24.660,32.140,45.735,36.043,37.815,26.758,30.021,20.485,36.160,19.540,21.274,23.014,27.843,26.663,22.074,23.653,25.741,21.599,19.660,20.723,20.524,23.609,22.852,24.658,25.700,19.024,22.417,23.463,23.863,22.262,20.086,19.300,18.829,18.736
36,23.314,24.700,32.521,44.228,36.136,38.027,26.706,29.753,20.458,36.133,19.571,21.215,22.945,27.827,26.552,22.136,23.667,25.620,21.625,19.577,20.769,20.474,23.575,22.762,24.775,24.978,18.729,22.384,23.445,23.781,22.336,20.092,19.359,18.832,18.575
37,23.319,24.770,32.589,42.185,36.114,37.755,26.776,29.641,20.490,36.316,19.543,21.305,22.910,27.741,26.596,22.088,23.649,25.374,21.391,19.674,20.750,20.510,23.432,22.659,24.440,24.629,18.905,22.657,23.425,23.744,22.434,20.010,19.509,18.935,18.833
38,23.257,24.773,32.174,44.804,36.150,37.973,26.566,29.956,20.516,36.220,19.501,21.927,22.859,27.882,26.507,22.114,23.747,25.265,21.361,19.700,20.712,20.551,23.543,22.914,24.780,25.275,18.886,22.461,23.441,23.715,22.137,19.953,19.475,18.656,18.756
39,23.382,24.800,32.298,45.280,36.185,38.287,26.663,30.000,20.486,36.353,19.545,21.482,22.965,27.744,26.383,22.015,23.664,25.341,21.562,19.784,20.825,20.457,23.386,22.819,24.695,25.421,18.821,22.561,23.416,23.742,22.419,19.945,19.094,18.815,18.786
40,23.368,24.662,32.502,43.541,36.226,37.808,26.694,30.030,20.519,36.250,19.431,21.197,22.971,27.882,26.481,21.947,23.737,25.361,21.207,19.603,20.803,20.499,23.378,22.815,24.612,24.785,18.929,22.594,23.490,23.879,22.306,19.808,19.351,18.956,18.853
41,23.434,24.725,32.393,44.404,36.161,37.894,26.772,29.883,20.493,36.110,19.426,21.039,22.959,27.916,26.495,22.126,23.777,25.472,21.502,19.659,20.745,20.526,23.329,22.791,24.738,24.845,18.852,22.387,23.309,23.819,22.218,19.859,19.319,18.871,18.711
42,23.410,24.770,32.287,46.267,36.189,38.059,26.706,30.020,20.567,36.256,19.569,21.823,22.963,27.802,26.734,22.131,23.553,25.363,21.401,19.729,20.641,20.577,23.467,22.770,24.605,25.723,18.795,22.731,23.329,23.751,22.439,19.971,19.432,18.744,18.642
43,23.189,24.721,32.500,44.387,36.237,38.132,26.695,29.992,20.536,36.045,19.540,21.459,23.052,27.846,26.561,22.119,23.883,25.370,21.605,19.668,20.785,20.530,23.533,22.700,24.751,25.062,18.786,22.668,23.362,23.781,22.270,19.906,19.335,18.756,18.608
44,23.334,24.656,32.184,42.830,36.144,38.305,26.720,29.793,20.507,35.907,19.539,21.256,22.995,27.784,26.559,22.046,23.703,25.355,21.472,19.616,20.840,20.466,23.354,22.856,24.748,24.807,18.814,22.458,23.298,23.763,22.343,19.904,19.391,18.774,18.831
45,23.308,24.891,32.256,46.687,36.237,38.176,26.671,29.883,20.552,36.208,19.448,21.094,22.900,27.878,26.603,21.920,23.721,25.411,21.217,19.644,20.779,20.592,23.322,22.767,24.547,24.953,18.971,22.310,23.376,23.597,22.299,19.892,19.394,18.615,18.856
46,23.266,24.724,32.291,45.346,36.200,37.854,26.885,29.681,20.484,36.156,19.436,21.376,22.991,27.908,26.360,22.001,23.774,25.450,21.448,19.657,20.694,20.565,23.469,22.811,24.722,25.541,18.683,22.387,23.275,23.719,22.380,19.788,19.464,18.682,18.636
47,23.254,24.745,32.653,43.072,36.055,38.069,26.646,30.017,20.536,36.007,19.343,21.530,23.037,27.816,26.544,22.124,23.720,25.234,21.622,19.624,20.901,20.573,23.388,22.789,24.682,24.944,18.738,22.151,23.210,23.706,22.463,20.018,19.531,18.853,18.714
48,23.298,24.678,32.764,43.883,36.232,38.113,26.637,29.749,20.510,36.298,19.415,21.211,23.021,27.850,26.874,22.166,23.626,25.448,21.438,19.669,20.630,20.517,23.393,22.769,24.748,24.738,18.805,22.583,23.103,23.850,22.301,20.014,19.311,18.726,18.744
49,23.354,24.667,32.690,46.489,36.113,38.104,26.757,30.072,20.446,35.962,19.472,21.065,22.829,27.902,26.811,22.071,23.741,25.209,21.505,19.707,20.893,20.449,23.344,22.866,24.711,25.004,18.824,22.616,23.329,23.770,22.441,19.896,19.158,18.947,18.550
50,23.430,24.786,32.576,44.428,36.038,37.870,26.724,30.033,20.498,36.261,19.415,21.697,23.040,27.842,26.502,21.987,23.832,25.390,21.612,19.700,20.776,20.568,23.447,22.867,24.758,25.204,18.945,22.266,23.219,23.849,22.490,20.020,19.453,18.612,18.717
51,23.366,24.788,32.459,42.589,36.238,37.963,26.702,29.743,20.522,35.962,19.450,21.348,22.980,28.053,26.479,22.154,23.671,25.347,21.505,19.661,20.780,20.396,23.260,22.853,24.769,24.815,18.888,22.554,23.387,23.945,22.282,20.012,19.391,18.588,18.714
52,23.290,24.631,32.475,45.165,36.140,37.921,26.684,29.904,20.535,36.126,19.388,21.197,23.055,27.957,26.629,22.110,23.667,25.207,21.294,19.689,20.627,20.556,23.489,22.753,24.597,24.609,18.855,22.251,23.260,23.822,22.471,20.027,19.552,18.903,18.650
53,23.312,24.769,32.236,45.891,36.093,38.080,26.721,29.881,20.545,35.917,19.384,21.041,22.839,27.856,26.486,22.074,23.542,25.361,21.211,19.715,20.718,20.602,23.597,22.763,24.738,25.564,18.671,22.384,23.253,23.773,22.456,19.737,19.397,18.879,18.797
54,23.453,24.864,32.452,43.437,36.286,37.974,26.739,29.946,20.491,36.058,19.397,21.587,22.901,27.935,26.519,21.973,23.807,25.347,21.548,19.666,20.644,20.526,23.509,22.893,24.698,25.127,18.771,22.498,23.454,23.669,22.284,19.939,19.158,18.629,18.819
55,23.304,24.700,32.488,43.357,36.145,38.037,26.852,29.923,20.534,36.090,19.374,21.551,23.006,27.818,26.390,22.019,23.671,25.345,21.525,19.714,20.880,20.541,23.445,22.839,24.644,24.657,18.890,22.314,23.434,23.754,22.326,19.851,19.592,18.785,18.622
56,23.364,24.856,32.417,46.104,36.245,37.989,26.616,29.927,20.532,36.037,19.444,21.059,23.090,27.870,26.531,22.044,23.664,25.269,21.502,19.599,20.734,20.453,23.435,22.754,24.571,24.796,18.824,22.509,23.148,23.748,22.184,19.973,19.485,18.818,18.672
57,23.282,24.778,32.632,44.454,36.217,38.046,26.723,29.916,20.536,35.672,19.458,21.073,23.021,27.755,26.357,22.058,23.664,25.055,21.421,19.674,20.878,20.555,23.459,22.843,24.628,25.610,18.855,22.280,23.188,23.725,22.429,19.884,19.456,18.703,18.583
58,23.458,24.691,32.676,42.898,36.058,37.916,26.701,29.871,20.502,35.825,19.435,21.734,22.953,27.642,26.503,21.993,23.616,25.296,21.478,19.666,20.833,20.570,23.509,22.735,24.767,25.365,18.821,22.738,23.329,23.624,22.221,19.947,19.381,18.844,18.731
59,23.275,24.752,32.355,44.974,36.076,37.938,26.545,29.843,20.499,36.143,19.469,21.423,22.886,27.946,26.865,22.079,23.656,25.427,21.518,19.593,20.869,20.516,23.440,22.744,24.764,24.697,18.945,22.446,23.517,23.906,22.297,20.108,19.319,18.756,18.514
60,23.225,24.716,32.424,45.715,36.202,37.971,26.686,29.914,20.519,35.699,19.407,21.138,22.890,27.851,26.483,22.148,23.632,25.201,21.455,19.621,20.825,20.404,23.568,22.819,24.700,25.114,19.005,22.343,23.405,23.698,22.341,19.902,19.346,18.715,18.628
61,23.327,24.757,32.300,43.911,36.057,37.949,26.658,29.828,20.475,36.040,19.454,21.159,22.985,27.770,26.605,22.120,23.717,25.136,21.197,19.714,20.841,20.338,23.361,22.628,24.674,25.581,18.890,22.539,23.195,23.955,22.348,19.849,19.252,18.903,18.464
62,23.352,24.733,32.219,44.598,36.171,37.914,26.721,29.918,20.449,35.982,19.407,21.618,23.181,27.825,26.481,22.057,23.646,25.066,21.294,19.713,20.702,20.593,23.418,22.815,24.734,24.876,18.771,22.557,23.436,23.712,22.324,20.084,19.338,18.818,18.661
63,23.376,24.698,32.576,46.867,36.199,38.143,26.753,29.720,20.558,35.920,19.533,21.573,23.000,27.822,26.358,22.127,23.846,25.257,21.455,19.723,20.821,20.440,23.720,22.828,24.498,24.605,18.971,22.601,23.293,23.509,22.368,19.939,19.611,18.726,18.558
64,23.357,24.803,32.339,44.604,36.028,37.773,26.765,29.721,20.513,35.804,19.482,20.992,22.991,27.939,26.507,22.066,23.748,25.355,21.344,19.732,20.753,20.515,23.356,22.660,24.806,25.320,18.905,22.554,23.416,23.741,22.304,19.773,19.416,18.679,18.681
65,23.428,24.830,32.529,43.389,36.149,37.976,26.757,29.754,20.497,35.860,19.431,21.104,23.011,27.711,26.582,22.067,23.616,25.394,21.478,19.615,20.788,20.514,23.339,22.695,24.653,25.433,18.798,22.399,23.215,23.717,22.181,20.024,19.550,18.856,18.528
66,23.357,24.717,32.382,47.163,36.050,37.777,26.702,29.661,20.481,35.884,19.524,21.577,22.933,27.814,26.808,22.064,23.690,25.378,21.234,19.677,20.729,20.537,23.452,22.767,24.750,24.800,18.881,22.487,23.208,23.597,22.275,19.812,19.448,18.897,18.644
67,23.517,24.751,32.347,45.550,35.951,37.689,26.859,29.967,20.516,35.978,19.378,21.577,22.895,27.732,26.806,21.887,23.713,25.400,21.251,19.668,20.772,20.508,23.351,22.783,24.482,24.371,18.924,22.590,23.441,23.588,22.355,19.984,19.440,18.709,18.581
68,23.356,24.700,32.316,43.757,36.114,37.931,26.723,29.935,20.545,35.985,19.593,21.000,22.993,27.833,26.598,21.979,23.817,25.468,21.455,19.626,20.804,20.551,23.398,22.737,24.485,24.788,18.871,22.395,23.197,23.619,22.282,20.002,19.477,18.729,18.589
69,23.330,24.760,32.376,45.757,36.128,37.720,26.842,29.956,20.549,35.972,19.450,21.152,22.963,28.034,26.605,22.110,23.747,25.318,21.475,19.657,20.756,20.521,23.484,22.714,24.549,25.375,18.843,22.461,23.353,23.742,22.338,19.949,19.383,18.685,18.431
70,23.254,24.770,32.601,46.613,36.341,37.828,26.631,29.980,20.429,35.684,19.498,21.673,22.923,27.760,26.304,22.028,23.680,25.105,21.475,19.671,20.708,20.435,23.560,22.713,24.705,24.985,18.979,22.594,23.385,23.721,22.402,19.953,19.231,18.494,18.567
71,23.233,24.796,32.647,44.630,36.220,37.982,26.824,29.899,20.465,36.033,19.461,21.433,22.861,27.875,26.390,22.058,23.619,25.265,21.562,19.659,20.814,20.492,23.462,22.821,24.751,24.760,18.857,22.528,23.497,23.715,22.338,19.969,19.450,18.838,18.592
72,23.333,24.835,32.281,42.913,36.145,37.923,26.844,29.861,20.528,36.136,19.486,20.982,22.976,27.773,26.514,22.012,23.711,25.197,21.472,19.747,20.747,20.562,23.351,22.704,24.788,25.247,18.917,22.450,23.443,23.731,22.252,19.865,19.418,18.915,18.633
73,23.223,24.621,32.310,46.491,36.236,37.857,26.734,29.899,20.510,35.892,19.422,21.211,22.886,27.840,26.453,21.997,23.650,25.191,21.538,19.776,20.774,20.495,23.322,22.636,24.576,25.303,18.760,22.454,23.300,23.957,22.333,20.033,19.437,18.776,18.514
74,23.346,24.791,32.411,45.737,36.161,37.770,26.620,29.917,20.493,36.025,19.454,21.717,22.951,28.048,26.783,22.033,23.802,25.119,21.575,19.736,20.772,20.503,23.474,22.720,24.740,25.021,18.848,22.568,23.309,23.832,22.478,19.920,19.362,18.785,18.508
75,23.176,24.810,32.155,43.604,36.230,37.603,26.754,29.827,20.493,36.038,19.423,21.461,23.052,27.996,26.659,21.938,23.704,25.316,21.355,19.679,20.766,20.459,23.314,22.867,24.690,24.715,18.886,22.605,23.107,23.666,22.324,19.849,19.410,18.862,18.578
76,23.373,24.807,32.568,45.230,36.079,37.698,26.717,29.824,20.507,36.130,19.547,21.108,23.018,27.768,26.484,22.047,23.681,25.238,21.445,19.706,20.812,20.559,23.491,22.898,24.507,25.427,18.633,22.210,23.145,23.734,22.346,19.876,19.391,18.865,18.606
77,23.455,24.726,32.283,46.452,36.207,37.856,26.837,30.057,20.561,35.990,19.438,21.404,22.936,27.880,26.593,22.136,23.669,25.232,21.415,19.682,20.796,20.468,23.366,22.890,24.509,25.140,18.738,22.649,23.394,23.780,22.436,19.882,19.440,18.735,18.528
78,23.343,24.769,32.269,44.272,36.044,37.653,26.766,29.832,20.473,35.938,19.496,21.685,22.909,27.758,26.432,22.082,23.526,25.304,21.398,19.662,20.763,20.436,23.383,22.719,24.579,24.689,18.893,22.631,23.136,23.729,22.081,20.014,19.276,18.774,18.497
79,23.287,24.790,32.417,43.335,36.289,37.852,26.855,29.713,20.588,35.894,19.374,21.439,22.929,27.918,26.467,21.873,23.733,25.386,21.385,19.649,20.848,20.420,23.317,22.766,24.684,24.831,18.729,22.347,23.356,23.791,22.522,19.806,19.338,18.721,18.581
80,23.341,24.762,32.262,46.267,36.021,37.698,26.723,29.944,20.478,35.950,19.385,21.171,23.100,27.631,26.229,22.034,23.730,25.470,21.465,19.601,20.731,20.420,23.654,22.720,24.636,25.449,18.848,22.114,23.260,23.918,22.488,19.961,19.373,18.559,18.556
81,23.333,24.736,32.397,44.928,36.170,37.378,26.772,29.959,20.556,36.256,19.436,21.740,22.861,27.912,26.734,22.042,23.737,25.267,21.545,19.562,20.764,20.577,23.420,22.700,24.697,24.914,18.762,22.424,23.275,23.832,22.375,19.957,19.354,18.562,18.347
82,23.332,24.763,32.562,43.102,35.841,37.356,26.734,29.822,20.486,36.118,19.524,21.699,23.051,27.932,27.003,22.054,23.663,25.279,21.291,19.707,20.851,20.481,23.327,22.760,24.647,24.421,18.826,22.502,23.170,23.725,22.409,20.055,19.424,18.797,18.500
83,23.225,24.694,32.264,44.280,36.051,37.947,26.623,29.927,20.511,36.018,19.399,21.447,22.975,27.822,26.626,21.993,23.686,25.538,21.592,19.602,20.713,20.598,23.486,22.774,24.592,25.193,18.824,22.539,23.208,23.761,22.203,19.904,19.373,18.626,18.394
84,23.335,24.824,32.260,46.385,36.049,37.530,26.806,29.886,20.501,36.037,19.434,21.199,22.879,27.807,26.491,22.008,23.643,25.283,21.465,19.567,20.824,20.376,23.531,22.843,24.559,25.270,18.821,22.321,23.284,23.799,22.304,19.914,19.448,18.859,18.564
85,23.399,24.689,32.601,44.498,36.143,37.623,26.616,29.902,20.524,35.789,19.382,21.638,22.946,27.803,26.668,22.035,23.730,25.380,21.572,19.557,20.736,20.457,23.165,22.809,24.636,24.944,18.871,22.292,23.282,23.659,22.441,19.971,19.402,18.662,18.447
86,23.313,24.719,32.130,42.774,36.268,37.702,26.725,30.007,20.479,35.917,19.406,21.504,22.902,27.904,26.453,22.024,23.754,25.216,21.418,19.674,20.795,20.507,23.504,22.705,24.727,24.637,18.898,22.557,23.177,23.701,22.199,19.906,19.493,18.903,18.497
87,23.448,24.777,32.287,45.265,35.855,37.779,26.665,29.728,20.533,35.943,19.496,21.272,22.817,27.760,26.257,22.023,23.657,25.138,21.438,19.620,20.822,20.574,23.565,22.723,24.687,25.272,18.845,22.605,23.152,23.706,22.485,19.935,19.399,18.956,18.550
88,23.263,24.824,32.411,45.852,36.004,37.644,26.587,29.936,20.518,35.782,19.413,21.035,22.968,27.683,26.589,22.135,23.634,25.092,21.465,19.663,20.921,20.587,23.155,22.878,24.568,25.215,18.840,22.413,23.275,23.793,22.441,19.912,19.456,18.747,18.500
89,23.314,24.718,32.362,43.987,36.201,37.580,26.601,30.016,20.563,36.095,19.526,21.671,23.007,27.807,26.624,22.064,23.579,25.507,21.294,19.655,20.617,20.573,23.403,22.695,24.673,24.813,18.821,22.384,23.454,23.791,22.365,19.984,19.370,18.797,18.431
90,23.330,24.772,32.572,43.235,36.117,37.748,26.668,29.971,20.467,35.973,19.553,21.500,22.953,27.905,26.645,22.021,23.613,25.567,21.334,19.611,20.633,20.559,23.337,22.735,24.698,24.876,18.848,22.317,23.304,23.702,22.426,19.988,19.391,18.726,18.619
91,23.342,24.756,32.395,46.402,35.997,37.740,26.607,29.870,20.495,35.744,19.286,21.323,22.942,27.844,26.406,22.068,23.845,25.298,21.445,19.676,20.654,20.502,23.354,22.772,24.560,25.654,18.964,22.531,23.385,23.553,22.439,19.969,19.399,18.800,18.678
92,23.432,24.760,32.364,44.857,36.180,37.782,26.572,29.863,20.537,35.797,19.469,21.173,22.928,27.832,26.795,21.958,23.590,25.209,21.401,19.697,20.812,20.462,23.339,22.736,24.700,25.225,18.962,22.494,23.239,23.824,22.093,19.906,19.257,18.671,18.597
93,23.431,24.678,32.457,42.774,35.893,37.446,26.717,30.006,20.535,35.953,19.467,21.335,23.029,27.872,26.568,22.079,23.595,25.285,21.786,19.641,20.904,20.490,23.700,22.768,24.743,24.861,18.817,22.524,23.320,23.706,22.179,19.882,19.389,18.682,18.419
94,23.322,24.724,32.393,46.357,36.274,37.293,26.675,29.885,20.528,36.045,19.470,21.742,22.985,27.916,26.631,22.039,23.653,25.166,21.247,19.708,20.835,20.436,23.430,22.755,24.626,24.704,18.995,22.299,23.268,23.767,22.211,19.839,19.566,18.882,18.533
95,23.211,24.691,32.267,45.500,36.076,37.463,26.652,29.877,20.505,35.998,19.444,21.449,23.170,27.731,26.848,21.989,23.690,25.324,21.415,19.547,20.649,20.497,23.595,22.815,24.596,25.354,18.814,22.347,23.385,23.784,22.113,19.969,19.316,18.697,18.533
96,23.337,24.812,32.490,43.559,35.918,37.090,26.728,29.910,20.504,35.938,19.534,21.156,23.032,27.796,26.879,22.031,23.865,25.530,21.385,19.689,20.902,20.564,23.398,22.630,24.579,25.127,18.869,22.661,23.609,23.773,22.375,19.955,19.552,18.632,18.603
