 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
26,30.714,30.119,22.299,24.368,22.214,21.137,22.543,20.169,24.502,19.473,19.328,20.730,19.502,19.904,36.704,63.841,60.122,19.941,17.472,19.707,72.327,77.187,26.770,29.191,70.901,75.041,29.377,67.871,97.475,71.849,87.890,27.734,24.779,24.343,32.083,26.643,33.453,36.787,28.933,25.618,24.926,24.865,22.049,23.009,22.046,22.331
27,29.649,29.630,21.993,24.333,22.504,20.834,22.593,20.020,24.629,19.381,19.154,20.757,19.397,19.923,37.621,65.951,63.527,19.781,17.522,19.774,72.244,75.530,26.865,29.092,69.240,74.849,28.463,66.792,95.928,70.864,87.730,28.134,23.925,24.420,31.265,26.046,33.952,34.252,29.024,25.738,25.044,24.853,21.851,22.897,21.992,22.287
28,28.593,27.977,21.877,24.373,22.454,20.923,22.274,20.180,24.532,19.445,19.149,20.754,19.099,20.014,36.296,66.797,63.441,19.888,17.516,19.805,69.203,75.204,26.788,29.198,65.501,74.429,28.224,64.066,93.971,70.397,88.310,28.038,22.936,24.220,30.768,25.798,33.953,31.834,29.069,25.594,25.143,24.845,21.790,23.329,21.997,22.216
29,27.743,26.824,22.033,24.241,22.098,20.713,21.931,20.102,24.429,19.479,18.970,20.775,18.923,19.786,35.761,65.105,60.147,19.837,17.545,19.854,66.480,75.495,26.707,29.124,61.619,71.470,27.623,61.441,92.259,68.804,88.195,27.943,22.864,23.968,30.432,25.590,33.239,29.773,28.425,25.601,25.024,24.456,21.435,23.000,22.000,22.285
30,27.061,25.849,22.029,24.241,22.020,20.692,21.659,19.881,24.317,19.333,19.014,20.677,18.674,19.588,35.264,64.606,56.984,19.798,17.365,19.763,63.610,76.371,26.554,29.075,58.707,71.074,27.631,59.286,91.789,69.352,86.310,27.621,22.664,23.770,29.501,25.306,32.177,28.491,28.372,25.441,25.074,24.623,21.612,22.619,22.036,22.260
31,26.685,26.368,22.866,24.245,21.978,20.722,21.563,19.942,24.266,19.422,19.441,20.608,18.502,19.629,35.457,63.496,58.457,19.914,17.303,19.836,62.855,78.052,26.584,29.225,57.520,73.283,27.735,59.356,92.233,68.289,86.083,27.669,22.861,24.012,29.662,25.181,31.531,28.245,28.736,25.577,25.017,24.679,21.422,22.614,21.944,22.288
32,26.898,26.968,23.145,24.331,22.036,20.722,21.384,20.111,24.484,19.559,19.488,20.589,18.280,19.660,34.789,65.851,61.371,19.820,17.441,19.624,68.394,78.705,26.609,29.241,60.808,75.651,28.343,62.446,94.428,68.648,84.721,27.586,23.421,24.360,30.597,25.128,31.334,31.759,28.866,25.723,24.753,24.532,21.471,22.852,22.031,22.287
33,27.175,27.785,23.025,24.201,22.085,20.667,21.500,19.970,24.242,19.539,19.601,20.567,18.625,20.030,35.836,67.216,65.151,19.886,17.332,19.690,73.085,78.255,26.734,29.177,65.733,73.396,30.194,66.574,95.006,68.842,84.402,27.755,23.600,24.689,31.274,25.138,31.996,38.249,28.752,25.701,25.123,24.905,21.951,23.016,22.278,22.495
34,26.772,27.053,22.682,24.171,21.864,20.841,21.428,19.996,24.156,19.345,19.438,20.667,18.604,19.873,35.793,69.183,61.910,19.766,17.211,19.770,73.005,77.714,26.911,29.171,71.424,69.709,31.664,66.231,92.654,70.189,83.356,27.833,24.429,24.672,31.653,25.253,32.097,41.317,28.624,25.628,24.915,24.877,21.880,22.977,22.141,22.406
35,26.538,26.447,22.412,24.292,21.788,20.743,21.096,19.996,24.007,19.363,19.314,20.532,18.581,19.820,36.493,68.376,60.771,19.937,17.300,19.578,72.048,74.896,26.792,29.259,75.411,66.777,33.101,64.886,92.637,73.343,81.689,27.483,25.954,24.398,31.653,25.332,32.381,42.860,28.625,25.782,24.902,24.837,21.761,22.936,21.962,22.371
36,25.923,25.685,22.227,23.924,21.694,20.743,20.881,20.041,23.866,19.176,18.964,20.694,18.529,19.647,36.379,65.884,64.433,19.919,17.104,19.721,69.260,74.996,26.727,29.042,77.701,67.154,33.705,62.310,91.012,71.966,81.049,27.538,26.596,24.136,31.435,25.332,32.652,43.294,28.324,25.701,25.164,24.782,21.631,22.797,21.946,22.426
37,25.460,25.295,22.005,24.238,21.535,20.774,20.771,19.959,23.748,19.313,19.088,20.503,18.310,19.510,35.664,64.332,60.673,19.866,17.233,19.711,65.808,75.436,26.573,28.971,72.992,65.926,32.493,59.932,90.411,68.309,80.594,27.553,25.443,24.114,30.589,25.272,31.798,39.485,28.290,25.446,25.050,24.635,21.718,22.523,22.054,22.230
38,25.168,25.139,22.525,24.345,21.580,20.617,20.543,19.981,23.576,19.333,19.231,20.496,18.330,19.528,34.879,63.360,58.212,19.934,17.309,19.794,63.042,76.303,26.822,28.889,69.141,62.448,30.642,58.581,88.745,64.759,80.440,27.519,24.621,23.800,30.414,25.118,31.201,36.396,27.810,25.600,25.140,24.587,21.547,22.461,22.090,22.313
39,25.641,26.139,22.726,24.454,21.648,20.663,20.586,19.922,23.822,19.377,19.639,20.479,18.278,19.952,34.964,62.813,62.571,19.849,17.284,19.575,67.390,76.875,26.805,30.014,74.579,63.107,31.015,62.691,89.502,65.858,82.491,27.698,24.579,24.284,32.054,25.164,30.600,38.664,28.239,25.558,25.162,24.889,21.694,22.171,21.989,22.418
40,25.900,27.219,22.358,24.333,21.751,20.601,20.562,19.935,23.807,19.409,19.678,20.397,18.388,19.848,34.582,61.566,61.571,20.057,17.239,20.157,69.209,76.552,26.707,30.609,75.317,63.973,31.451,64.304,88.036,65.047,82.704,27.697,25.171,24.531,32.570,25.111,30.239,40.124,28.376,25.830,25.121,24.968,21.786,22.231,21.977,22.304
41,26.760,28.299,21.895,24.410,22.405,20.822,20.960,19.950,24.032,19.447,19.493,20.571,18.538,19.856,34.775,60.718,57.441,20.064,17.401,20.843,71.996,74.501,27.037,30.314,75.819,61.662,30.791,67.359,85.109,64.849,82.361,27.914,24.811,24.649,32.833,25.171,31.216,38.141,28.039,25.611,24.989,25.143,21.827,22.304,21.941,22.429
42,26.729,27.461,21.356,24.356,22.384,20.574,21.076,19.954,23.850,19.422,19.223,20.531,18.557,19.658,34.714,59.029,55.910,20.058,17.464,20.972,69.952,71.808,26.935,29.901,72.400,59.077,29.948,65.822,82.952,66.172,82.153,27.731,24.157,24.462,32.209,24.850,31.383,35.401,27.573,25.676,25.057,24.762,21.978,22.671,22.061,22.370
43,26.172,27.023,20.946,24.225,22.391,20.854,21.212,19.993,23.718,19.534,19.080,20.594,18.527,19.599,36.896,58.498,56.800,20.049,17.525,20.725,72.253,71.988,26.859,29.719,78.653,57.610,32.937,67.354,83.771,68.361,79.971,27.684,24.625,24.380,32.346,25.366,32.396,40.273,27.887,25.641,25.121,24.810,21.784,22.575,22.230,22.486
44,25.796,27.251,20.526,24.428,22.096,20.790,21.223,19.879,23.795,19.374,19.154,20.618,18.493,19.494,36.504,57.092,56.714,20.004,17.370,20.355,73.692,69.653,26.808,29.488,83.904,55.909,35.179,67.248,82.103,68.515,77.279,27.422,24.471,24.272,33.188,25.224,32.160,43.240,27.609,25.673,25.052,24.821,22.082,22.603,21.962,22.408
45,25.412,26.420,20.356,24.405,21.989,20.752,21.001,19.981,23.652,19.365,19.066,20.503,18.317,19.558,35.518,56.917,54.682,19.964,17.450,20.296,70.244,67.691,26.736,29.377,84.779,54.091,35.701,65.290,79.553,64.898,76.479,27.826,24.846,24.202,32.426,25.195,31.540,43.276,27.207,25.758,25.154,24.663,21.669,22.422,22.048,22.343
46,24.939,26.575,20.069,24.391,21.898,20.585,20.797,20.033,23.708,19.276,19.262,20.421,18.278,19.567,35.907,55.784,52.290,19.906,17.446,20.010,68.836,69.317,26.858,29.478,83.424,52.527,35.474,63.606,77.482,62.567,75.416,27.564,24.511,24.010,31.439,25.097,30.877,41.734,26.742,25.607,25.054,24.885,21.771,22.475,22.041,22.403
47,24.849,27.043,19.942,24.310,21.980,20.569,20.752,20.032,23.642,19.276,19.749,20.451,18.473,19.911,37.100,57.051,51.069,19.979,17.382,20.003,70.432,70.295,26.800,31.184,84.189,51.626,35.959,64.377,75.771,63.293,73.513,27.516,24.796,23.968,31.752,25.031,30.868,42.913,27.057,25.734,24.904,24.643,21.639,22.263,22.187,22.248
48,24.723,26.039,19.898,24.211,21.720,20.718,20.640,20.007,23.799,19.171,19.474,20.484,18.222,19.725,36.564,55.396,54.710,19.964,17.331,19.990,67.063,67.956,26.666,31.085,82.536,50.321,34.545,62.137,73.809,63.420,71.769,27.284,24.404,23.985,30.904,24.915,30.370,41.912,26.649,25.572,25.279,24.298,21.600,22.240,22.072,22.321
49,24.455,25.616,19.615,24.373,21.720,20.556,20.315,20.032,23.701,19.386,19.342,20.415,18.068,19.574,35.625,55.771,58.241,19.979,17.312,19.836,63.631,65.130,26.609,30.838,76.811,48.393,32.806,59.828,72.450,61.178,72.004,27.383,23.532,23.810,29.161,24.916,30.021,38.276,26.300,25.707,25.134,24.512,21.567,21.954,21.977,22.290
50,24.230,25.295,19.492,24.171,21.641,20.583,20.334,20.067,23.581,19.477,19.259,20.424,18.009,19.661,35.261,53.812,54.812,19.889,17.239,19.934,61.186,62.903,26.664,30.305,75.923,47.959,31.840,58.539,70.951,57.874,70.028,27.738,23.439,23.862,27.979,24.903,29.543,38.609,25.984,25.727,25.028,24.433,21.661,21.909,22.215,22.478
51,23.770,24.760,19.436,24.222,21.634,20.624,20.238,19.885,23.581,19.247,19.196,20.410,17.995,19.499,34.750,52.561,52.592,19.898,17.351,19.655,59.964,61.159,26.711,30.110,74.984,46.530,31.694,56.640,69.201,55.596,70.640,27.297,23.396,23.963,27.480,25.038,29.155,39.106,26.107,25.706,25.172,24.710,21.625,21.874,22.059,22.467
52,23.761,24.728,19.303,24.262,21.549,20.677,20.324,20.111,23.352,19.326,19.273,20.343,18.104,19.480,34.668,51.574,50.351,19.938,17.236,19.892,65.873,59.691,26.900,29.896,77.499,45.846,33.302,60.910,67.792,53.280,69.502,27.416,23.779,24.501,27.242,24.959,28.924,42.108,26.037,25.632,25.180,24.845,21.665,21.721,22.151,22.445
53,23.459,24.758,19.468,24.287,21.537,20.585,20.168,19.928,23.349,19.393,19.614,20.445,17.941,19.533,34.479,51.735,48.514,19.876,17.233,19.833,69.213,58.108,26.753,29.661,78.419,45.316,33.799,62.664,67.036,53.409,69.375,27.566,24.168,24.847,27.212,25.077,28.868,42.761,25.767,25.721,25.129,24.802,21.912,21.753,22.307,22.619
54,23.457,24.473,19.230,24.382,21.463,20.531,20.274,20.004,23.256,19.320,19.697,20.410,17.855,19.565,34.150,51.761,47.620,19.799,17.174,19.815,67.236,56.571,26.813,29.758,74.936,44.346,32.287,60.636,65.414,53.438,68.198,27.409,22.979,24.380,26.705,24.658,28.899,40.400,25.799,25.797,25.277,24.460,21.588,21.653,22.110,22.627
55,23.305,24.342,19.152,24.199,21.403,20.458,20.106,20.050,23.344,19.240,19.543,20.495,17.846,19.383,34.318,51.610,46.751,19.973,17.275,19.714,63.996,54.755,26.811,29.706,70.901,44.091,31.045,58.761,64.117,51.343,66.522,27.279,23.093,24.299,26.170,24.971,28.494,36.708,25.663,25.777,25.268,24.770,21.735,21.527,22.030,22.442
56,23.172,24.384,19.082,24.266,21.402,20.581,20.135,20.115,23.225,19.153,19.201,20.464,17.821,19.537,33.868,50.062,46.020,19.849,17.239,19.732,66.001,54.339,26.879,29.523,66.523,42.868,31.011,61.438,62.923,49.357,64.739,27.276,23.196,24.541,26.474,24.897,28.635,37.036,25.525,25.882,25.236,24.484,21.800,21.564,22.269,22.428
57,23.116,24.457,19.192,24.243,21.310,20.517,20.196,20.000,23.089,19.333,19.259,20.394,17.800,19.447,34.164,48.669,45.294,19.839,17.189,19.843,66.171,52.620,26.820,29.441,68.517,43.137,32.060,61.448,61.939,47.553,62.753,27.324,23.232,24.617,26.814,24.829,28.501,39.515,25.482,25.763,25.027,24.873,21.937,21.516,22.225,22.459
58,22.966,24.345,19.187,24.123,21.337,20.649,20.212,19.944,23.095,19.299,19.132,20.271,17.925,19.492,34.018,47.707,44.906,19.861,17.144,19.617,64.095,51.942,26.831,29.529,68.752,42.484,33.627,60.437,60.868,46.293,61.314,27.409,23.582,24.607,26.980,24.838,28.670,42.254,25.485,25.817,25.101,24.536,21.596,21.521,22.251,22.248
59,22.912,24.696,19.073,24.359,21.294,20.656,20.148,19.929,23.007,19.231,18.942,20.411,17.769,19.373,33.732,46.980,44.620,19.936,17.230,19.822,64.342,50.660,26.769,29.350,73.008,42.349,35.000,59.830,59.517,45.442,60.678,27.505,24.279,24.751,26.958,24.867,29.333,43.822,25.693,25.780,25.164,24.607,21.716,21.260,22.085,22.321
60,22.672,24.358,19.167,24.324,21.311,20.595,20.113,20.019,23.060,19.283,19.107,20.369,17.841,19.447,34.029,46.455,44.551,19.861,17.135,19.969,62.556,49.608,26.738,29.298,75.032,41.874,34.981,57.880,58.543,44.443,64.154,27.522,23.714,24.553,26.860,24.672,29.189,42.588,25.573,25.903,25.098,24.683,21.743,21.201,22.164,22.506
61,22.592,24.505,19.024,24.278,21.487,20.565,19.997,19.996,23.011,19.244,19.096,20.259,17.804,19.308,33.779,46.822,43.771,19.941,17.168,19.767,60.018,48.769,26.619,29.308,71.056,41.593,32.978,56.642,57.664,43.330,62.867,27.236,23.139,24.116,26.047,24.916,28.724,38.789,25.537,25.889,25.329,24.440,21.575,21.084,22.028,22.353
62,22.767,24.470,18.935,24.613,21.390,20.510,20.128,20.015,22.813,19.260,18.992,20.374,17.714,19.301,33.496,45.448,42.976,19.869,17.090,19.899,57.868,48.322,26.704,29.237,66.467,41.132,30.959,54.888,56.585,43.000,61.044,27.312,22.714,24.143,25.344,24.793,28.479,35.333,25.382,25.786,25.373,24.341,21.529,21.201,22.148,22.538
63,22.581,24.329,18.940,24.333,21.412,20.617,20.168,19.852,22.724,19.402,19.215,20.311,17.720,19.278,33.736,44.684,42.910,19.809,17.099,19.676,56.022,47.436,26.595,29.265,62.755,40.731,29.545,53.791,55.615,42.327,59.316,27.400,22.854,23.909,24.513,24.680,28.402,32.878,25.127,25.720,25.309,24.496,21.588,21.096,22.118,22.384
64,22.583,24.365,18.898,24.359,21.262,20.590,19.960,20.106,22.840,19.162,19.006,20.235,17.758,19.271,33.607,43.804,42.069,19.849,17.101,19.725,54.806,46.441,26.677,29.226,59.784,40.217,28.881,52.571,54.742,41.470,57.558,27.126,22.554,23.840,23.908,24.684,28.238,31.041,24.961,25.794,25.143,24.512,21.518,21.089,22.131,22.373
65,22.504,24.505,18.962,24.269,21.212,20.585,20.067,20.072,22.850,19.233,18.807,20.339,17.769,19.273,33.279,42.776,41.935,19.901,17.016,19.882,53.504,46.053,26.593,29.079,56.691,40.165,28.164,52.012,53.855,40.729,56.289,27.224,22.568,23.911,23.985,24.745,27.940,29.603,25.001,25.810,25.187,24.421,21.525,20.934,22.095,22.284
66,22.589,24.324,19.056,24.350,21.360,20.522,20.105,19.994,22.813,19.244,19.036,20.261,17.775,19.364,33.614,42.300,42.127,19.864,17.089,19.774,52.784,47.098,26.630,29.415,54.669,39.981,27.881,50.791,53.250,40.311,54.535,27.331,22.386,23.723,23.555,24.631,28.337,28.744,24.800,25.820,25.257,24.675,21.725,21.105,22.225,22.395
67,22.517,24.539,18.938,24.176,21.286,20.624,20.057,19.987,22.817,19.274,18.909,20.249,17.738,19.483,33.500,41.511,41.624,19.796,17.051,19.693,52.228,47.724,26.646,29.218,53.584,40.055,27.575,50.300,51.952,40.092,53.175,27.200,22.389,23.780,23.684,24.603,27.902,28.004,24.854,25.885,25.058,24.353,21.365,20.826,21.842,22.578
68,22.451,24.160,18.828,24.236,21.226,20.481,19.993,19.781,22.697,19.308,19.050,20.259,17.738,19.392,33.768,41.141,41.184,19.907,17.059,19.585,51.346,46.916,26.634,29.031,51.939,39.604,27.474,49.354,51.378,39.824,52.019,27.172,22.482,23.674,23.244,24.781,29.021,27.448,24.645,25.813,25.287,24.631,21.518,20.982,22.051,22.412
69,22.346,24.345,18.878,24.160,21.166,20.506,20.052,19.790,22.877,19.347,18.945,20.250,17.729,19.276,33.957,40.164,41.176,20.002,17.022,19.519,50.576,46.222,26.693,29.263,50.613,39.907,27.257,48.995,50.576,39.436,50.619,27.060,22.307,23.721,23.000,24.639,28.764,27.072,24.575,25.870,25.206,24.131,21.471,20.918,21.966,22.361
70,22.592,24.315,19.071,24.243,21.194,20.542,19.991,19.972,22.819,19.174,19.047,20.266,17.771,19.494,33.854,39.848,41.359,19.890,17.089,19.707,50.171,45.147,26.682,29.297,49.520,39.110,27.168,47.875,49.854,39.169,49.613,27.093,22.279,23.533,23.241,24.465,28.677,26.702,24.624,25.670,25.241,24.683,21.443,20.909,22.166,22.359
71,22.287,24.422,18.942,24.312,21.219,20.636,19.958,19.980,22.621,19.187,18.851,20.302,17.817,19.383,33.468,39.254,41.184,19.956,17.056,19.843,49.332,44.735,26.546,29.208,48.739,39.310,27.160,47.393,48.926,38.912,48.635,26.962,22.443,23.699,22.982,24.691,28.471,26.794,24.406,25.872,25.373,24.131,21.592,20.683,22.054,22.643
72,22.282,24.338,18.898,24.312,21.317,20.410,20.042,19.801,22.643,19.235,18.868,20.344,17.778,19.406,33.493,38.738,40.971,19.896,17.113,19.631,48.686,44.197,26.732,29.086,54.053,39.701,27.966,46.976,48.149,38.551,47.733,27.167,22.514,23.625,22.992,24.439,28.468,29.865,24.724,25.732,25.257,24.270,21.473,20.854,22.005,22.414
