 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27
1034,17.843,17.219,16.418,12.510,14.034,11.733,20.880,12.440,13.436,15.461,13.193,15.897,13.138,12.949,13.762,11.589,15.455,13.511,14.561,16.850,11.642,20.385,12.959,11.736,10.865,11.716,12.456
1035,18.186,17.207,16.401,12.504,13.864,11.790,20.891,12.501,13.531,15.399,13.256,15.836,13.158,12.704,13.833,11.694,15.647,13.458,14.536,16.782,11.764,20.557,13.069,11.684,11.034,11.543,12.521
1036,17.879,17.266,16.438,12.561,14.039,11.664,20.856,12.469,13.453,15.475,13.256,15.830,13.329,12.791,13.792,11.711,15.589,13.566,14.690,19.420,11.713,21.103,13.198,11.692,11.321,11.694,12.495
1037,17.837,17.131,16.608,12.460,13.989,11.781,20.867,12.469,13.342,15.404,13.013,15.888,13.276,12.704,13.797,11.699,15.609,13.551,14.663,18.957,11.729,20.808,13.201,11.726,11.299,11.683,12.403
1038,17.849,17.128,16.496,12.533,13.894,11.871,20.720,12.405,13.494,15.508,13.283,15.739,13.211,12.724,13.844,11.648,15.388,13.575,14.597,18.152,11.719,20.717,13.062,11.672,11.103,11.723,12.459
1039,17.977,17.214,16.346,12.474,13.899,11.753,20.739,12.534,13.300,15.433,13.211,15.830,13.243,12.735,13.719,11.615,15.615,13.542,14.538,17.712,11.634,20.532,12.963,11.616,11.017,11.773,12.451
1040,17.891,17.193,16.548,12.524,13.818,11.759,20.864,12.491,13.383,15.347,13.103,15.764,13.211,12.730,13.721,11.550,15.630,13.471,14.554,17.594,11.697,20.499,13.090,11.694,11.091,11.716,12.397
1041,18.096,17.243,16.424,12.519,13.989,11.729,20.793,12.517,13.300,15.375,13.224,15.861,13.145,12.607,13.835,11.687,15.735,13.474,14.576,17.281,11.651,20.414,13.028,11.837,11.162,11.626,12.408
1042,17.941,17.176,16.585,12.595,14.002,11.836,20.891,12.480,13.424,15.422,13.341,15.727,13.039,12.791,13.855,11.620,15.536,13.557,14.498,17.320,11.626,20.361,13.032,11.722,11.049,11.586,12.421
1043,17.973,17.259,16.438,12.462,13.885,11.734,20.821,12.488,13.333,15.327,13.139,15.894,13.132,12.724,13.758,11.634,15.420,13.458,14.551,17.073,11.657,20.377,13.018,11.781,10.902,11.507,12.433
1044,18.017,17.257,16.418,12.594,13.920,11.811,20.826,12.405,13.543,15.428,13.126,15.921,12.934,12.745,13.812,11.562,15.606,13.649,14.467,17.014,11.750,20.461,13.008,11.728,10.985,11.662,12.459
1045,17.937,17.291,16.556,12.485,13.890,11.797,20.832,12.456,13.407,15.219,13.256,15.882,13.138,12.679,13.833,11.581,15.741,13.538,14.594,17.184,11.758,20.383,13.120,11.706,10.797,11.727,12.467
1046,17.981,17.195,16.470,12.512,13.924,11.722,20.791,12.421,13.383,15.373,13.112,15.848,13.283,12.566,13.948,11.684,15.636,13.545,14.513,17.229,11.602,20.325,13.108,11.722,10.831,11.665,12.459
1047,17.862,17.172,16.406,12.538,13.952,11.755,20.891,12.550,13.457,15.375,13.157,15.773,13.533,12.786,13.682,11.615,15.630,13.554,14.589,16.841,11.628,20.316,12.989,11.680,10.740,11.698,12.515
1048,17.889,17.276,16.389,12.545,13.927,11.731,20.690,12.555,13.387,15.303,13.166,15.800,13.013,12.704,13.621,11.593,15.688,13.449,14.547,17.000,11.673,20.214,12.948,11.757,10.718,11.651,12.474
1049,18.115,17.200,16.527,12.503,13.860,11.703,20.856,12.496,13.321,15.406,13.211,15.855,13.178,12.643,13.816,11.584,15.464,13.483,14.455,16.703,11.695,20.154,12.983,11.690,10.703,11.651,12.503
1050,17.822,17.272,16.507,12.485,14.002,11.726,20.970,12.480,13.428,15.335,13.054,15.861,13.092,12.837,13.751,11.632,15.446,13.649,14.592,17.091,11.735,20.232,13.107,11.759,10.706,11.669,12.505
1051,17.944,17.093,16.412,12.622,13.939,11.691,20.796,12.501,13.313,15.424,13.197,15.973,13.178,12.602,13.699,11.565,15.615,13.529,14.564,18.363,11.628,20.160,13.186,11.755,10.657,11.558,12.433
1052,17.977,17.105,16.545,12.463,13.857,11.720,20.785,12.542,13.510,15.386,13.220,15.788,13.303,12.648,13.708,11.629,15.507,13.545,14.547,17.900,11.626,20.174,13.028,11.791,10.706,11.651,12.367
1053,17.941,17.283,16.507,12.517,14.054,11.722,20.908,12.539,13.461,15.298,13.054,15.821,13.211,12.714,13.764,11.627,15.615,13.560,14.518,17.517,11.661,20.116,12.979,11.773,10.775,11.640,12.474
1054,18.031,17.171,16.524,12.490,14.037,11.734,20.810,12.485,13.428,15.382,13.314,15.876,13.079,12.755,13.766,11.694,15.586,13.495,14.586,17.268,11.778,20.160,13.037,11.751,10.647,11.612,12.474
1055,17.958,17.145,16.427,12.508,13.993,11.743,20.853,12.477,13.588,15.272,13.094,15.782,13.224,12.531,13.835,11.596,15.481,13.523,14.537,17.175,11.737,20.113,13.136,11.837,10.721,11.719,12.441
1056,17.891,17.245,16.522,12.439,13.924,11.691,20.905,12.475,13.514,15.331,13.283,15.797,13.322,12.638,13.892,11.615,15.606,13.649,14.496,17.190,11.754,20.341,13.195,11.757,10.613,11.777,12.418
1057,18.096,17.186,16.429,12.460,13.929,11.741,21.003,12.381,13.560,15.367,13.022,15.839,13.105,12.776,13.842,11.756,15.592,13.508,14.634,16.850,11.772,20.221,13.136,11.720,10.569,11.683,12.438
1058,18.023,17.162,16.599,12.455,13.942,11.762,20.984,12.426,13.284,15.287,13.148,15.742,13.329,12.872,13.729,11.478,15.609,13.542,14.590,16.891,11.697,20.100,13.017,11.714,10.640,11.719,12.508
1059,17.912,17.238,16.556,12.465,13.968,11.699,21.052,12.480,13.486,15.340,13.188,15.806,13.020,12.648,13.768,11.632,15.516,13.400,14.642,16.866,11.655,20.292,13.031,11.724,10.681,11.694,12.433
1060,18.000,17.209,16.597,12.478,13.937,11.657,20.832,12.544,13.362,15.391,13.300,15.848,13.224,12.735,13.766,11.548,15.560,13.560,14.526,16.723,11.743,19.964,13.090,11.732,10.694,11.594,12.528
1061,18.073,17.197,16.499,12.469,13.940,11.698,21.022,12.461,13.416,15.307,13.117,15.861,13.237,12.653,13.833,11.636,15.501,13.489,14.597,16.823,11.713,20.218,12.956,11.702,10.647,11.594,12.410
1062,18.063,17.238,16.464,12.481,13.903,11.731,20.845,12.528,13.329,15.389,13.152,15.827,13.204,12.730,13.764,11.684,15.601,13.492,14.610,16.712,11.689,19.962,13.032,11.696,10.637,11.629,12.408
1063,17.883,17.259,16.476,12.471,13.957,11.771,20.856,12.477,13.440,15.294,13.314,15.879,13.191,12.827,13.803,11.538,15.487,13.585,14.494,16.741,11.685,20.140,12.942,11.620,10.676,11.770,12.564
1064,17.935,17.202,16.501,12.561,13.959,11.837,20.948,12.448,13.428,15.417,13.108,15.936,13.303,12.878,13.751,11.624,15.776,13.495,14.613,17.612,11.750,20.078,12.956,11.753,10.799,11.680,12.472
1065,18.059,17.257,16.582,12.554,14.017,11.701,21.003,12.389,13.387,15.424,13.148,15.903,13.368,12.699,13.714,11.665,15.586,13.415,14.556,18.531,11.743,20.240,13.031,11.730,10.914,11.687,12.523
1066,17.678,17.310,16.550,12.554,14.041,11.647,21.008,12.429,13.370,15.430,13.184,15.885,13.257,12.714,13.745,11.569,15.580,13.529,14.555,18.043,11.636,20.160,13.031,11.688,10.882,11.558,12.472
1067,18.008,17.274,16.473,12.545,13.944,11.773,21.068,12.512,13.428,15.377,13.130,15.948,13.125,12.827,13.697,11.684,15.601,13.385,14.482,17.585,11.644,19.984,12.925,11.664,10.760,11.705,12.433
1068,17.962,17.159,16.573,12.494,13.896,11.719,20.894,12.472,13.514,15.459,13.135,15.876,13.217,12.786,13.727,11.531,15.563,13.452,14.589,18.522,11.689,19.935,12.955,11.738,10.725,11.748,12.456
1069,17.985,17.212,16.450,12.488,14.011,11.759,21.060,12.469,13.358,15.278,13.099,15.788,13.224,12.862,13.781,11.675,15.499,13.483,14.551,19.082,11.614,20.147,12.958,11.712,10.652,11.734,12.444
1070,18.079,17.200,16.418,12.538,14.097,11.776,21.049,12.520,13.457,15.311,13.314,15.803,13.270,12.791,13.779,11.600,15.414,13.560,14.563,18.655,11.610,20.033,12.958,11.767,10.725,11.705,12.410
1071,18.174,17.250,16.576,12.451,14.043,11.649,20.897,12.434,13.486,15.430,13.251,15.848,13.316,12.806,13.684,11.651,15.612,13.397,14.622,18.134,11.596,20.107,12.928,11.748,10.706,11.730,12.433
1072,17.990,17.226,16.421,12.540,13.937,11.713,20.818,12.445,13.329,15.411,13.238,15.888,13.204,12.801,13.712,11.682,15.662,13.505,14.632,17.984,11.792,20.260,12.951,11.738,10.696,11.669,12.510
1073,17.990,17.314,16.622,12.460,13.918,11.731,20.856,12.429,13.399,15.291,13.103,15.861,13.276,12.719,13.805,11.679,15.534,13.594,14.579,19.299,11.703,20.093,13.181,11.809,10.635,11.601,12.438
1074,17.883,17.247,16.406,12.476,13.814,11.771,20.918,12.571,13.556,15.276,13.350,15.824,12.987,12.730,13.755,11.617,15.598,13.489,14.603,19.422,11.691,20.138,13.068,11.757,10.571,11.683,12.415
1075,18.025,17.219,16.548,12.455,13.961,11.734,21.090,12.509,13.539,15.285,13.031,15.855,13.303,12.786,13.747,11.663,15.513,13.557,14.515,18.766,11.721,20.044,12.949,11.757,10.625,11.723,12.595
1076,17.975,17.297,16.524,12.474,13.955,11.715,21.158,12.536,13.383,15.391,12.996,15.833,13.289,12.719,13.786,11.682,15.472,13.508,14.532,18.356,11.699,20.151,12.961,11.702,10.581,11.640,12.513
1077,18.033,17.152,16.533,12.545,13.939,11.897,20.978,12.456,13.490,15.296,13.224,15.709,13.125,12.872,13.762,11.670,15.574,13.452,14.501,18.100,11.745,20.131,12.955,11.652,10.679,11.748,12.497
1078,18.031,17.364,16.484,12.544,13.927,11.719,20.932,12.397,13.560,15.351,13.184,15.848,13.263,12.806,13.827,11.608,15.598,13.455,14.559,17.819,11.717,20.042,12.954,11.712,10.667,11.694,12.408
1079,18.059,17.212,16.591,12.535,13.911,11.724,20.989,12.493,13.465,15.439,13.126,15.848,13.250,12.847,13.779,11.569,15.673,13.560,14.576,17.735,11.562,20.011,12.897,11.638,10.635,11.723,12.354
1080,17.921,17.262,16.490,12.442,13.989,11.776,20.886,12.525,13.494,15.415,13.202,15.852,13.105,12.709,13.755,11.636,15.522,13.548,14.569,17.349,11.608,20.156,12.987,11.722,10.591,11.594,12.464
1081,17.939,17.152,16.573,12.524,13.888,11.766,20.967,12.480,13.444,15.488,13.143,15.876,13.204,12.893,13.766,11.658,15.534,13.434,14.485,17.442,11.638,20.080,12.972,11.688,10.581,11.658,12.513
1082,17.912,17.238,16.524,12.515,13.965,11.740,21.038,12.397,13.296,15.382,13.081,15.842,13.132,12.837,13.734,11.565,15.475,13.520,14.580,17.385,11.749,20.040,12.955,11.722,10.637,11.665,12.382
1083,18.031,17.195,16.476,12.447,13.963,11.767,21.095,12.496,13.383,15.276,13.332,15.761,13.257,12.934,13.632,11.682,15.647,13.606,14.576,17.227,11.642,20.123,12.904,11.696,10.723,11.633,12.433
1084,17.914,17.352,16.418,12.492,13.978,11.699,20.951,12.512,13.350,15.399,13.099,15.876,13.145,12.888,13.710,11.581,15.452,13.526,14.559,16.993,12.053,20.013,12.834,11.608,10.664,11.655,12.710
1085,17.967,17.138,16.516,12.478,13.966,11.706,20.951,12.555,13.284,15.395,13.287,15.709,13.289,12.658,13.760,11.560,15.528,13.465,14.628,17.059,12.814,20.156,12.927,11.688,10.885,11.665,12.956
1086,17.908,17.303,16.643,12.611,14.002,11.740,20.986,12.525,13.519,15.455,13.439,15.585,13.329,12.796,13.760,11.541,15.601,13.489,14.631,16.914,12.107,20.178,12.993,11.742,10.775,11.586,12.692
1087,18.059,17.345,16.349,12.437,13.879,11.750,20.943,12.466,13.481,15.455,13.206,16.018,13.086,12.699,13.723,11.598,15.577,13.554,14.533,16.948,11.889,20.065,12.928,11.779,10.703,11.619,12.500
1088,17.996,17.352,16.536,12.540,13.939,11.785,20.948,12.547,13.527,15.453,13.211,15.621,13.237,12.730,13.649,11.651,15.566,13.502,14.518,16.662,11.772,20.065,13.021,11.769,10.721,11.665,12.474
1089,17.962,17.181,16.458,12.540,13.998,11.757,20.853,12.464,13.457,15.336,13.242,15.909,13.257,12.730,13.814,11.639,15.344,13.542,14.610,16.798,11.760,20.178,12.906,11.736,10.711,11.651,12.413
1090,17.927,17.184,16.527,12.497,13.894,11.778,20.908,12.426,13.465,15.356,13.103,15.730,13.322,12.658,13.784,11.711,15.612,13.582,14.583,16.667,11.760,20.160,13.027,11.742,10.627,11.619,12.536
1091,17.973,17.169,16.605,12.449,13.939,11.720,20.886,12.619,13.366,15.384,13.238,15.870,13.316,12.745,13.825,11.656,15.580,13.606,14.559,16.610,11.687,20.013,12.858,11.744,10.667,11.619,12.451
1092,18.019,17.176,16.340,12.549,14.009,11.769,20.870,12.496,13.395,15.325,13.314,15.921,13.132,12.821,13.719,11.634,15.522,13.468,14.561,16.628,11.644,20.131,12.921,11.823,10.637,11.730,12.423
1093,17.941,17.312,16.470,12.447,13.894,11.708,20.935,12.499,13.395,15.384,13.256,15.785,13.270,12.745,13.766,11.622,15.603,13.582,14.649,16.617,11.655,20.033,13.020,11.732,10.662,11.651,12.549
1094,18.046,17.307,16.432,12.506,13.942,11.790,20.916,12.579,13.527,15.420,13.166,15.873,12.967,12.750,13.697,11.646,15.542,13.600,14.603,16.542,11.778,20.033,12.890,11.684,10.623,11.629,12.549
1095,18.044,17.259,16.516,12.497,13.883,11.780,20.954,12.466,13.420,15.362,13.161,15.885,13.230,12.750,13.725,11.658,15.458,13.554,14.522,16.535,11.679,20.178,12.917,11.833,10.610,11.655,12.341
1096,17.912,17.202,16.435,12.517,13.996,11.738,20.976,12.542,13.440,15.331,13.233,15.842,13.191,12.821,13.706,11.553,15.589,13.585,14.539,16.574,11.697,20.123,12.997,11.626,10.750,11.655,12.428
1097,17.960,17.188,16.438,12.447,13.955,11.692,20.992,12.485,13.444,15.473,13.309,15.764,13.414,12.740,13.810,11.639,15.606,13.548,14.570,16.533,11.685,20.034,12.949,11.678,10.716,11.633,12.482
1098,17.891,17.183,16.464,12.487,13.885,11.764,20.880,12.405,13.366,15.285,13.368,15.964,13.263,12.796,13.794,11.653,15.493,13.468,14.556,18.302,11.814,20.314,12.970,11.748,10.919,11.619,12.531
1099,18.059,17.284,16.380,12.485,13.959,11.715,20.848,12.571,13.391,15.280,13.296,15.845,13.270,12.847,13.829,11.687,15.571,13.443,14.623,17.898,11.717,20.201,12.930,11.738,10.716,11.640,12.572
1100,17.902,17.093,16.522,12.510,13.944,11.661,20.875,12.456,13.510,15.481,13.184,15.691,13.230,12.827,13.732,11.648,15.714,13.609,14.557,17.370,11.572,20.198,12.979,11.744,10.750,11.658,12.521
1101,17.851,17.212,16.510,12.565,13.905,11.696,20.924,12.563,13.379,15.450,13.363,15.794,13.362,12.770,13.688,11.627,15.545,13.566,14.621,17.190,11.655,20.040,12.989,11.698,10.750,11.737,12.541
1102,17.964,17.183,16.545,12.567,14.022,11.738,21.011,12.638,13.395,15.450,13.305,15.970,13.158,12.679,13.729,11.632,15.586,13.578,14.607,16.986,11.679,20.176,12.986,11.708,10.926,11.579,12.503
1103,17.862,17.272,16.441,12.504,14.002,11.703,21.125,12.469,13.547,15.377,13.206,15.788,13.066,12.755,13.740,11.610,15.586,13.483,14.555,16.816,11.727,20.354,12.948,11.833,11.066,11.637,12.515
1104,18.021,17.147,16.608,12.611,13.926,11.766,20.992,12.531,13.514,15.420,13.260,15.930,13.118,12.969,13.788,11.608,15.469,13.532,14.617,16.728,11.786,20.091,12.918,11.686,11.010,11.705,12.564
1105,17.891,17.184,16.542,12.510,14.045,11.733,21.016,12.528,13.362,15.411,13.215,15.915,13.211,12.791,13.758,11.574,15.630,13.378,14.571,16.862,11.721,20.216,12.928,11.759,10.814,11.540,12.495
1106,18.000,17.291,16.487,12.485,13.996,11.748,21.136,12.504,13.494,15.344,13.265,15.827,13.112,12.694,13.760,11.574,15.603,13.422,14.599,16.687,11.671,20.024,12.983,11.740,10.819,11.633,12.477
1107,18.067,17.091,16.674,12.554,14.009,11.661,21.114,12.493,13.469,15.461,13.170,15.970,13.164,12.730,13.755,11.541,15.499,13.498,14.649,16.544,11.681,20.109,13.010,11.716,10.654,11.633,12.382
1108,18.017,17.140,16.608,12.485,13.877,11.816,20.758,12.477,13.523,15.459,13.238,15.885,13.283,12.898,13.749,11.732,15.697,13.588,14.617,16.619,11.699,20.034,12.944,11.678,10.706,11.665,12.544
1109,18.065,17.193,16.524,12.513,13.860,11.647,20.905,12.480,13.416,15.309,13.206,15.758,13.316,12.781,13.820,11.615,15.580,13.385,14.551,16.517,11.602,20.015,12.930,11.793,10.699,11.637,12.379
1110,17.939,17.217,16.542,12.504,13.944,11.685,20.894,12.491,13.424,15.431,13.359,15.864,13.046,12.679,13.723,11.574,15.443,13.575,14.562,16.415,11.685,20.180,12.892,11.771,10.610,11.615,12.410
1111,18.063,17.205,16.576,12.449,14.030,11.734,20.984,12.357,13.444,15.422,13.247,15.833,13.224,12.689,13.753,11.687,15.586,13.535,14.548,16.560,11.614,20.165,12.902,11.751,10.784,11.594,12.428
1112,17.958,17.166,16.507,12.517,14.022,11.687,20.902,12.483,13.506,15.356,13.188,15.727,13.355,12.827,13.747,11.560,15.510,13.434,14.583,16.694,11.679,20.176,12.918,11.797,10.701,11.770,12.423
1113,18.090,17.267,16.542,12.558,13.870,11.715,20.889,12.466,13.383,15.329,13.314,15.961,13.316,12.806,13.812,11.629,15.606,13.548,14.580,16.469,11.653,19.940,13.018,11.744,10.645,11.576,12.438
1114,17.973,17.355,16.723,12.512,13.950,11.692,20.908,12.491,13.379,15.439,13.368,15.788,13.092,12.755,13.751,11.634,15.504,13.529,14.647,16.549,11.638,19.936,12.886,11.652,10.652,11.629,12.513
1115,17.889,17.131,16.692,12.538,13.899,11.694,21.076,12.539,13.481,15.463,13.242,15.876,13.493,12.653,13.725,11.658,15.542,13.578,14.593,16.433,11.703,20.151,12.924,11.753,10.593,11.619,12.426
1116,17.887,17.172,16.513,12.549,13.948,11.731,20.948,12.582,13.547,15.395,13.242,15.685,13.086,12.862,13.710,11.543,15.630,13.532,14.615,16.390,11.723,20.002,12.990,11.694,10.711,11.680,12.528
1117,18.013,17.288,16.594,12.478,13.946,11.705,20.921,12.566,13.514,15.452,13.233,15.861,13.349,12.750,13.695,11.562,15.589,13.326,14.619,16.569,11.705,20.000,12.976,11.799,10.615,11.687,12.423
1118,17.891,17.229,16.487,12.401,13.953,11.774,20.995,12.552,13.325,15.303,13.251,15.727,13.250,12.735,13.848,11.538,15.513,13.557,14.648,16.406,11.685,20.229,12.959,11.700,10.627,11.514,12.472
1119,17.935,17.328,16.461,12.465,14.056,11.717,20.720,12.536,13.465,15.417,13.274,15.736,13.237,12.719,13.714,11.646,15.612,13.517,14.469,16.431,11.800,20.158,12.976,11.658,10.672,11.748,12.505
1120,17.914,17.293,16.438,12.531,13.862,11.699,21.060,12.311,13.420,15.278,13.274,15.921,13.329,12.556,13.747,11.627,15.566,13.529,14.565,16.431,11.628,20.131,12.935,11.728,10.674,11.651,12.433
1121,18.023,17.157,16.470,12.485,13.940,11.759,21.000,12.413,13.395,15.307,13.242,15.855,13.151,12.995,13.703,11.691,15.539,13.551,14.570,16.361,11.695,20.002,12.955,11.622,10.569,11.612,12.536
1122,17.770,17.203,16.510,12.528,13.920,11.750,20.897,12.520,13.568,15.314,13.327,15.842,13.309,12.908,13.771,11.565,15.499,13.446,14.535,16.467,11.616,19.998,12.963,11.688,10.679,11.626,12.390
1123,17.856,17.216,16.651,12.551,13.959,11.705,20.717,12.584,13.527,15.404,13.121,15.758,13.000,12.750,13.686,11.550,15.402,13.492,14.528,16.433,11.673,20.103,12.850,11.738,10.586,11.511,12.446
1124,17.952,17.090,16.594,12.453,14.006,11.713,20.943,12.488,13.523,15.336,13.081,15.876,13.184,12.714,13.669,11.620,15.601,13.532,14.554,16.397,11.675,20.132,12.983,11.660,10.721,11.608,12.444
1125,17.950,17.229,16.504,12.460,13.976,11.720,20.799,12.483,13.342,15.351,13.206,15.779,13.382,12.786,13.660,11.596,15.603,13.689,14.625,16.501,11.685,20.241,13.017,11.763,10.701,11.647,12.546
1126,17.941,17.074,16.611,12.508,13.935,11.773,20.883,12.528,13.362,15.366,13.184,15.767,13.296,12.867,13.742,11.648,15.606,13.542,14.567,18.020,11.665,20.269,13.006,11.734,10.566,11.629,12.344
1127,17.826,17.202,16.539,12.519,13.952,11.720,20.921,12.501,13.321,15.408,13.269,15.900,13.362,12.760,13.736,11.577,15.443,13.455,14.628,17.467,11.768,20.140,12.918,11.682,10.684,11.669,12.387
1128,17.916,17.164,16.490,12.531,13.996,11.733,20.731,12.504,13.395,15.382,13.081,15.788,13.164,12.750,13.742,11.565,15.662,13.597,14.566,17.161,11.665,20.258,12.959,11.702,10.564,11.647,12.397
1129,17.730,17.257,16.447,12.531,13.998,11.696,20.772,12.560,13.453,15.254,13.256,15.885,13.316,12.709,13.716,11.596,15.682,13.492,14.588,16.968,11.747,20.114,12.914,11.620,10.625,11.597,12.474
1130,17.935,17.121,16.588,12.563,13.896,11.726,20.802,12.566,13.292,15.494,13.211,15.782,13.026,12.765,13.732,11.589,15.431,13.375,14.588,16.794,11.661,20.145,12.990,11.632,10.603,11.687,12.523
1131,17.916,17.131,16.562,12.497,13.961,11.788,20.976,12.472,13.457,15.274,13.229,15.821,13.184,12.801,13.680,11.553,15.417,13.375,14.527,16.583,11.719,20.065,13.046,11.630,10.605,11.622,12.454
1132,17.782,17.129,16.507,12.485,13.994,11.631,20.851,12.483,13.374,15.333,13.233,15.982,13.230,12.704,13.740,11.574,15.569,13.502,14.637,16.617,11.727,20.178,12.970,11.740,10.581,11.615,12.500
1133,17.900,17.066,16.530,12.447,14.024,11.684,20.870,12.512,13.535,15.402,13.395,15.964,13.342,12.816,13.751,11.586,15.668,13.446,14.594,16.671,11.574,19.886,12.893,11.730,10.495,11.543,12.474
1134,19.021,17.652,20.256,12.991,14.277,12.972,22.799,14.190,13.679,15.675,14.184,16.742,13.408,13.041,15.188,11.768,17.085,16.342,18.641,16.596,13.067,20.201,12.937,11.940,10.828,13.291,13.238
1135,18.418,17.269,18.654,12.761,14.030,12.558,21.345,13.378,13.588,15.519,13.722,15.982,13.197,12.888,14.340,11.687,16.230,15.388,17.041,16.685,13.139,20.158,12.904,11.757,10.757,12.482,12.954
1136,18.029,17.128,17.597,12.542,14.115,12.189,20.837,12.818,13.556,15.342,13.413,15.803,13.197,12.724,13.838,11.612,15.863,14.462,15.903,16.583,12.416,20.176,13.037,11.740,10.740,11.953,12.577
1137,17.952,17.093,16.934,12.444,14.017,11.900,20.617,12.563,13.444,15.113,13.117,15.800,13.059,12.801,13.755,11.505,15.776,14.255,15.368,16.444,12.002,20.054,12.954,11.759,10.674,11.676,12.444
1138,17.847,17.040,16.928,12.374,14.032,11.740,20.799,12.340,13.531,15.269,13.130,15.833,13.125,12.638,13.595,11.579,15.603,13.729,15.042,16.556,11.891,20.109,12.990,11.773,10.603,11.633,12.464
1139,17.908,17.060,16.683,12.456,13.937,11.748,20.715,12.432,13.317,15.203,13.291,15.761,13.197,12.796,13.680,11.610,15.542,13.760,14.883,16.431,11.693,20.178,12.928,11.712,10.647,11.576,12.441
1140,17.914,17.012,16.493,12.373,14.041,11.783,20.815,12.501,13.440,15.283,13.117,15.797,13.145,12.689,13.794,11.543,15.466,13.809,14.875,16.454,11.657,20.192,12.992,11.763,10.630,11.471,12.454
1141,17.669,17.174,16.524,12.531,13.873,11.729,20.788,12.413,13.362,15.278,13.108,15.945,13.020,12.730,13.690,11.593,15.662,13.594,14.753,16.372,11.727,20.143,13.042,11.658,10.672,11.612,12.423
1142,17.780,16.988,16.363,12.535,13.907,11.706,20.633,12.458,13.416,15.260,13.027,15.609,13.079,12.694,13.623,11.553,15.589,13.634,14.646,16.574,11.697,20.143,12.866,11.694,10.637,11.612,12.523
1143,17.826,17.066,16.366,12.465,13.957,11.738,20.693,12.488,13.346,15.283,13.260,15.658,13.197,12.684,13.654,11.565,15.522,13.677,14.585,16.442,11.681,19.962,12.934,11.698,10.605,11.554,12.426
1144,17.810,16.974,16.421,12.488,13.939,11.729,20.614,12.389,13.502,15.291,13.090,15.761,12.947,12.770,13.740,11.617,15.560,13.643,14.597,16.420,11.632,20.185,12.935,11.751,10.581,11.576,12.482
1145,17.703,17.160,16.432,12.435,13.899,11.666,20.690,12.434,13.420,15.327,13.081,15.621,13.224,12.571,13.658,11.610,15.519,13.495,14.497,16.531,11.626,19.987,12.907,11.694,10.596,11.568,12.423
1146,17.870,17.214,16.372,12.456,13.961,11.738,20.576,12.399,13.325,15.190,13.067,15.767,13.164,12.724,13.649,11.591,15.478,13.502,14.564,16.268,11.572,20.236,12.858,11.672,10.537,11.658,12.487
1147,17.799,17.071,16.476,12.487,13.894,11.682,20.598,12.418,13.391,15.252,13.220,15.670,13.204,12.668,13.693,11.572,15.440,13.692,14.565,16.324,11.651,20.098,12.932,11.704,10.603,11.586,12.379
1148,17.703,17.083,16.308,12.431,13.877,11.685,20.476,12.477,13.510,15.344,13.229,15.821,13.072,12.663,13.558,11.591,15.341,13.551,14.484,16.395,11.600,20.053,12.983,11.666,10.645,11.727,12.349
1149,17.644,17.014,16.406,12.417,13.980,11.783,20.603,12.410,13.354,15.236,13.081,15.694,13.151,12.597,13.658,11.512,15.679,13.640,14.520,16.408,11.677,20.064,12.963,11.720,10.588,11.737,12.485
1150,17.858,17.124,16.383,12.426,13.868,11.781,20.462,12.440,13.531,15.214,13.274,15.794,13.079,12.684,13.755,11.612,15.475,13.489,14.597,16.433,11.602,19.995,12.962,11.642,10.583,11.486,12.464
1151,17.810,17.138,16.490,12.431,13.946,11.698,20.620,12.351,13.514,15.278,13.175,15.758,13.184,12.745,13.647,11.581,15.446,13.508,14.467,16.408,11.707,19.958,12.954,11.867,10.637,11.612,12.467
1152,17.755,16.953,16.282,12.556,13.929,11.652,20.704,12.413,13.317,15.234,13.202,15.739,13.164,12.663,13.630,11.423,15.426,13.529,14.493,16.426,11.749,20.036,13.031,11.901,10.544,11.716,12.462
1153,17.885,16.952,16.533,12.394,13.875,11.710,20.535,12.491,13.391,15.144,13.179,15.667,13.099,12.663,13.610,11.505,15.452,13.505,14.481,16.467,11.695,20.142,12.938,11.909,10.603,11.676,12.413
1154,17.676,17.021,16.380,12.455,13.866,11.705,20.611,12.477,13.440,15.371,13.220,15.664,12.967,12.694,13.652,11.574,15.338,13.455,14.502,16.488,11.630,19.924,12.980,11.968,10.676,11.471,12.510
1155,17.684,16.974,16.403,12.376,13.883,11.664,20.601,12.424,13.461,15.216,13.247,15.642,13.158,12.724,13.591,11.538,15.522,13.471,14.507,16.447,11.697,20.180,13.010,11.849,10.556,11.554,12.426
1156,17.772,16.929,16.323,12.387,13.929,11.689,20.679,12.472,13.551,15.333,13.085,15.703,13.132,12.791,13.701,11.727,15.364,13.385,14.527,16.438,11.754,20.049,12.989,11.714,10.547,11.478,12.431
1157,17.766,16.934,16.470,12.433,13.886,11.699,20.598,12.464,13.317,15.239,13.283,15.652,13.066,12.684,13.582,11.574,15.513,13.465,14.456,16.433,11.580,20.064,12.823,11.763,10.583,11.489,12.582
