 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32
27,26.509,26.704,27.412,27.753,25.958,21.497,22.045,20.695,23.478,22.460,22.974,26.147,26.353,34.763,53.828,43.296,24.913,31.924,25.944,24.472,30.281,26.698,20.593,19.850,136.903,24.385,20.601,23.274,24.039,21.919,20.652,16.331
28,26.630,26.679,27.344,27.580,26.124,21.634,22.296,20.981,23.334,22.068,22.876,25.986,26.618,34.336,52.840,43.063,24.402,31.819,25.749,24.454,29.068,26.352,20.548,19.723,135.572,24.068,20.459,23.206,24.003,21.679,20.377,16.278
29,26.753,26.482,27.156,27.532,26.004,21.873,22.055,20.956,23.481,22.402,23.018,26.195,26.395,34.259,52.764,42.976,24.453,31.787,25.599,24.429,28.598,26.161,20.537,19.790,136.872,24.102,20.528,22.995,24.209,21.824,20.562,16.388
30,26.755,26.391,27.406,27.603,26.097,21.774,22.074,20.939,23.251,22.418,22.940,25.993,26.308,33.987,52.691,42.727,24.450,31.523,25.641,24.361,27.998,26.030,20.565,19.857,137.305,24.149,20.414,22.868,24.101,21.662,20.336,16.435
31,31.766,37.277,34.434,32.434,27.068,22.791,22.583,22.484,24.647,23.320,23.163,26.749,28.719,35.702,53.417,44.850,28.994,32.584,26.392,24.865,30.000,28.413,23.086,21.230,138.307,24.305,20.571,23.533,23.910,21.710,20.627,16.344
32,41.620,64.415,50.090,48.694,29.380,28.344,25.021,26.433,26.505,28.371,23.632,31.824,43.743,49.296,53.750,54.519,42.302,34.378,31.526,30.481,48.318,41.293,33.848,28.393,137.331,24.508,20.779,27.374,23.712,21.544,20.588,17.107
33,42.775,68.857,50.701,51.721,31.448,31.234,26.306,25.800,26.374,32.860,24.405,35.001,50.817,56.030,53.686,61.401,44.267,33.977,32.636,33.179,51.195,46.791,36.348,29.022,133.072,24.780,20.839,29.397,23.336,21.679,20.395,17.721
34,41.779,64.862,47.808,50.945,32.626,32.090,26.485,24.679,25.463,34.203,25.010,35.391,49.976,59.568,53.481,64.446,43.350,33.519,32.214,33.405,47.430,46.620,35.313,28.031,129.799,24.769,20.620,29.197,23.056,21.701,20.051,17.869
35,39.660,60.280,44.919,48.986,33.036,32.224,26.770,24.163,24.859,35.084,25.714,35.139,50.706,61.019,53.178,65.024,42.733,33.734,31.953,34.540,45.271,45.432,34.090,26.886,125.859,25.440,20.826,29.258,22.816,21.708,19.868,17.841
36,37.784,55.580,42.895,47.087,32.554,31.353,26.343,23.482,24.419,34.766,25.783,34.474,52.159,62.031,52.364,64.525,43.087,33.124,31.950,34.560,42.160,44.831,32.538,25.969,122.723,25.385,20.607,28.475,22.607,21.686,19.988,17.923
37,35.409,51.649,40.662,45.447,32.007,30.587,25.607,23.114,23.987,35.040,25.807,34.069,52.692,63.393,53.220,64.732,42.203,33.010,31.617,35.348,39.520,43.622,31.544,25.292,120.030,25.419,20.594,28.243,22.537,21.552,19.730,17.820
38,35.440,51.058,39.306,44.208,32.925,29.897,25.586,23.038,23.899,34.806,25.992,33.672,53.581,64.992,52.935,66.553,42.357,32.572,31.764,36.200,37.527,43.257,30.362,24.230,117.999,25.262,20.607,27.852,22.528,21.616,19.779,17.796
39,40.549,60.421,40.438,44.434,35.537,29.086,27.462,24.714,25.020,36.610,29.848,36.027,55.369,70.758,53.135,71.883,42.113,32.272,33.290,41.331,35.520,47.523,32.912,24.016,117.599,26.548,20.833,29.060,22.170,21.666,19.848,17.899
40,39.687,58.407,39.113,43.543,35.769,27.991,27.675,24.706,24.676,38.638,31.916,38.190,57.515,73.650,53.152,77.472,42.196,32.002,33.935,43.412,34.045,50.416,34.118,23.672,115.451,27.627,20.751,30.044,22.296,21.615,19.681,18.024
41,37.695,53.716,37.838,42.466,34.742,26.783,26.931,23.953,24.278,39.864,32.174,38.681,56.560,73.813,53.018,79.266,42.045,31.359,34.005,42.474,32.734,49.910,33.262,23.170,112.295,27.285,20.650,30.084,22.168,21.662,19.694,17.918
42,35.917,49.492,36.509,41.269,33.729,25.957,26.338,23.512,23.864,39.217,31.478,37.872,55.615,73.611,52.776,77.013,41.492,31.310,34.026,42.114,31.771,48.272,31.851,22.846,110.304,27.156,20.461,29.167,22.014,21.613,19.635,17.778
43,34.357,46.106,35.468,40.066,32.634,25.516,25.739,23.017,23.618,38.414,30.339,37.202,54.668,73.666,52.849,74.750,41.193,31.483,33.336,41.272,30.875,46.673,30.776,22.467,108.496,26.784,20.541,28.591,21.796,21.641,19.679,17.607
44,33.289,43.067,34.530,38.906,33.138,24.723,25.380,22.581,23.504,37.995,29.533,36.436,56.727,73.270,52.955,74.071,40.981,30.998,33.304,41.082,30.127,46.161,29.885,22.221,108.812,26.381,20.532,27.828,21.827,21.491,19.502,17.579
45,32.260,40.978,33.338,38.760,33.660,24.054,24.939,22.567,23.208,36.916,28.777,35.659,53.639,72.071,52.834,72.750,39.775,30.776,33.132,39.785,29.258,45.227,28.998,21.855,108.567,26.230,20.367,27.258,21.632,21.478,19.544,17.474
46,31.594,38.699,32.626,37.715,33.210,23.723,24.562,22.202,23.277,35.493,28.006,34.622,51.700,70.738,52.491,69.915,38.839,30.797,32.667,38.348,28.699,43.433,28.198,21.725,109.968,26.129,20.624,26.350,21.650,21.566,19.427,17.131
47,30.846,36.974,32.100,37.285,34.193,23.331,25.011,22.221,22.967,34.175,27.576,33.632,50.231,69.961,53.009,67.374,38.428,30.844,32.067,37.096,28.461,42.635,27.581,21.440,111.314,25.761,20.629,25.935,21.643,21.671,19.681,17.118
48,30.218,35.421,31.376,36.797,34.202,23.219,25.456,21.934,23.065,33.444,26.873,33.052,48.284,68.919,52.408,67.655,37.672,30.823,31.622,36.986,27.561,41.530,27.036,21.388,111.892,25.584,20.607,25.638,21.737,21.588,19.519,17.088
49,29.826,34.141,30.786,36.420,33.966,23.209,25.414,21.941,22.992,32.491,26.502,32.277,48.172,67.679,52.339,65.388,37.219,30.629,31.349,36.026,27.375,40.248,26.435,21.203,113.104,25.272,20.605,25.297,21.682,21.570,19.370,16.982
50,29.402,32.938,30.154,35.621,33.389,22.753,24.760,21.826,22.859,31.292,26.011,31.572,46.066,66.654,52.693,63.160,35.875,30.500,30.679,34.793,27.059,39.463,26.072,20.911,113.814,25.425,20.429,24.547,21.558,21.491,19.285,16.867
51,28.855,32.280,29.915,35.183,32.654,22.518,24.417,21.703,22.912,30.897,25.817,31.173,44.897,65.721,52.180,62.231,35.370,30.422,30.428,33.879,27.516,38.872,25.473,20.781,114.551,25.072,20.483,24.209,21.648,21.515,19.438,16.873
52,28.588,31.728,29.581,35.059,32.052,22.374,24.179,21.512,23.057,30.509,25.536,30.467,44.912,65.234,52.566,60.651,35.248,30.724,30.351,33.092,27.436,38.057,25.084,20.721,115.973,25.272,20.517,24.030,21.439,21.570,19.336,16.687
53,31.623,46.995,30.577,36.185,33.756,22.376,24.992,23.933,24.230,31.537,26.708,31.482,44.912,65.332,52.490,62.279,36.566,30.867,30.526,35.387,27.682,40.247,25.389,20.723,116.771,24.974,20.543,24.634,21.607,21.505,19.262,17.159
54,33.807,54.204,31.754,36.486,34.638,22.654,26.026,25.668,24.326,33.568,29.746,35.178,49.013,71.165,52.645,69.000,37.392,31.278,31.867,39.350,27.541,46.529,28.223,20.592,115.821,25.107,20.558,26.879,21.623,21.395,19.471,17.751
55,32.756,50.960,31.199,36.167,36.232,23.335,26.897,24.975,24.038,36.161,30.501,36.360,48.332,72.283,52.782,71.750,38.450,30.812,32.962,40.079,27.223,47.970,28.647,20.489,113.024,24.968,20.607,27.204,21.455,21.487,19.429,17.798
56,31.920,46.737,30.397,35.468,35.744,23.581,26.781,23.992,23.571,37.383,30.506,36.344,48.562,72.657,52.527,73.469,38.543,31.289,33.436,39.462,27.283,47.332,28.125,20.507,112.201,25.056,20.421,26.956,21.516,21.540,19.431,17.828
57,30.689,43.458,29.590,34.326,34.398,23.624,25.802,23.252,23.423,37.103,30.048,35.585,48.881,72.486,52.123,71.319,37.450,31.002,33.491,39.008,27.303,46.369,27.205,20.297,111.165,24.779,20.536,26.490,21.417,21.436,19.331,17.678
58,29.734,40.231,29.331,34.192,34.102,23.116,25.602,23.136,23.367,36.453,29.091,34.815,46.716,71.852,52.289,70.208,36.971,30.570,33.138,38.465,26.596,45.384,26.555,20.214,110.194,24.828,20.401,25.979,21.550,21.462,19.497,17.600
59,29.060,37.670,28.756,33.409,33.555,22.619,25.264,22.601,22.997,35.486,28.412,33.989,44.790,72.447,52.277,68.257,36.141,30.675,32.590,37.964,26.182,44.125,25.857,20.156,111.806,24.793,20.476,25.357,21.372,21.452,19.382,17.317
60,28.716,35.904,28.368,33.208,32.794,22.385,24.995,22.382,22.930,34.825,27.793,33.097,45.133,72.341,52.242,67.326,35.495,30.778,32.291,37.047,25.855,42.662,25.287,19.973,113.902,24.571,20.511,24.833,21.460,21.446,19.301,17.233
61,28.089,34.333,28.199,32.717,32.112,22.123,24.728,22.241,22.875,34.023,27.037,32.492,43.881,71.513,52.217,65.562,34.781,30.363,31.935,35.914,25.666,41.987,24.783,20.134,114.470,24.400,20.412,24.476,21.500,21.425,19.326,17.112
62,27.946,32.753,28.224,32.242,31.514,22.073,24.288,21.931,22.779,33.332,26.618,31.779,43.798,70.915,52.216,64.988,34.418,30.797,31.572,34.811,25.438,41.181,24.301,19.857,116.931,24.525,20.410,24.218,21.333,21.421,19.218,16.964
63,27.718,31.814,27.701,32.126,30.919,22.047,24.058,21.970,22.790,32.072,26.180,31.087,42.210,70.681,52.298,62.526,34.000,30.823,31.486,33.792,26.045,40.487,23.943,19.904,117.467,24.476,20.412,23.873,21.354,21.444,19.155,16.775
64,27.312,30.824,27.902,31.598,30.337,21.966,23.731,21.701,22.803,31.607,25.758,30.702,40.252,69.713,52.293,60.469,34.270,30.665,30.737,33.155,26.299,39.665,23.656,19.868,118.495,24.292,20.436,23.824,21.467,21.493,19.216,16.737
65,27.376,30.224,27.598,31.201,29.540,21.789,23.496,21.568,22.681,31.780,25.299,30.248,38.626,69.161,52.116,60.170,34.248,30.580,30.581,33.037,26.477,38.644,23.210,19.978,118.774,24.406,20.491,23.914,21.368,21.420,19.257,16.745
66,27.244,29.756,27.481,30.954,29.305,21.708,23.383,21.592,22.965,31.834,25.046,29.694,37.255,69.352,51.960,60.299,34.887,30.793,30.817,33.112,25.812,38.022,22.928,19.958,119.575,24.360,20.358,23.863,21.464,21.411,19.113,16.554
67,27.004,29.071,27.186,30.717,28.684,21.735,23.182,21.526,23.550,31.061,24.766,29.263,36.042,69.023,51.966,58.832,34.785,30.629,30.437,32.692,25.611,37.313,22.793,20.004,120.449,24.387,20.318,23.689,21.371,21.396,19.346,16.492
68,26.901,28.429,27.244,30.379,28.434,21.535,22.823,21.477,23.471,29.979,24.497,29.087,34.966,68.215,52.204,57.123,32.910,30.612,30.103,31.748,25.771,36.840,22.594,19.710,122.243,24.158,20.451,23.090,21.347,21.355,19.275,16.517
69,26.862,28.377,27.344,30.208,28.062,21.563,22.894,21.451,23.136,30.114,24.330,28.658,33.989,67.284,51.823,56.207,33.096,30.521,29.906,31.288,26.223,36.043,22.404,19.893,124.075,24.191,20.425,23.030,21.159,21.454,19.340,16.456
70,26.868,27.966,27.098,29.822,27.801,21.675,22.847,21.443,22.764,29.575,23.981,28.332,33.419,66.629,51.899,55.469,32.559,30.433,29.705,30.442,25.650,35.413,22.113,19.721,125.599,24.273,20.406,22.953,21.218,21.498,19.098,16.421
71,26.749,27.763,27.135,29.349,27.575,21.583,22.707,21.296,22.892,28.862,23.991,27.993,32.748,66.876,51.794,54.198,32.695,30.298,29.164,30.107,25.418,34.975,21.805,19.783,126.143,24.226,20.418,22.875,21.366,21.321,19.292,16.482
72,26.710,27.538,27.036,29.094,27.521,21.477,22.438,21.351,22.964,28.603,23.848,27.827,31.984,66.092,51.904,52.725,31.469,30.755,29.221,29.671,25.344,34.474,21.703,19.710,126.765,24.194,20.195,22.810,21.322,21.487,19.233,16.476
73,26.520,27.324,27.158,29.160,27.128,21.632,22.425,21.225,22.925,28.075,23.734,27.556,31.210,65.808,51.911,51.267,30.505,30.994,28.783,29.083,25.867,34.019,21.490,19.576,128.001,24.149,20.509,22.598,21.296,21.434,19.390,16.542
74,26.515,27.090,27.028,28.804,27.081,21.426,22.393,21.189,22.899,26.881,23.479,27.283,30.862,65.083,51.777,49.774,29.910,30.186,28.395,28.688,25.471,33.555,21.452,19.708,128.286,24.003,20.298,22.793,21.232,21.390,19.289,16.349
75,26.364,27.170,27.103,28.756,26.660,21.370,22.290,21.156,23.346,25.614,23.614,27.090,30.302,63.471,51.782,48.674,28.958,30.143,28.054,28.153,25.434,32.937,21.379,19.730,129.388,24.032,20.421,22.652,21.171,21.329,19.243,16.452
76,26.263,26.931,26.985,28.370,26.478,21.520,22.185,21.153,23.376,25.180,23.281,26.766,29.751,62.849,51.914,47.687,28.347,29.981,27.813,27.829,25.707,32.802,21.267,19.672,129.914,24.072,20.146,22.605,21.318,21.433,19.253,16.385
77,26.341,26.897,26.932,28.046,26.469,21.516,22.061,21.169,23.167,25.556,23.341,26.649,29.655,61.732,51.717,46.781,27.913,30.380,27.517,27.397,25.209,32.188,21.155,19.690,129.851,24.246,20.373,22.529,21.288,21.354,19.083,16.396
78,26.270,26.796,26.855,28.018,26.360,21.525,22.106,21.124,23.110,26.061,23.261,26.606,29.008,61.083,51.825,45.884,29.286,30.008,27.303,27.272,25.168,31.946,21.076,19.556,129.947,23.963,20.212,22.387,21.167,21.292,19.292,16.364
79,26.216,26.665,26.780,27.479,26.175,21.563,21.966,21.045,22.962,26.192,23.202,26.591,28.743,59.499,51.662,45.102,28.878,30.011,27.255,26.935,25.127,31.526,20.961,19.451,130.328,23.984,20.313,22.408,21.210,21.382,19.223,16.409
80,26.405,26.649,26.885,27.171,26.149,21.581,22.053,21.125,22.780,26.339,23.007,26.356,28.255,57.472,51.711,44.544,28.653,30.215,27.100,26.706,25.133,31.120,20.886,19.629,130.463,23.945,20.191,22.395,21.181,21.379,19.122,16.301
81,26.134,26.449,26.466,27.034,26.135,21.591,22.237,20.831,22.777,26.535,23.190,26.223,27.960,55.732,51.928,43.931,29.203,30.382,27.381,26.377,25.299,30.812,20.861,19.538,131.197,23.865,20.322,22.183,21.223,21.353,19.189,16.352
82,26.203,26.340,26.556,26.932,25.963,21.441,21.842,20.980,22.729,26.007,23.020,26.039,27.859,55.026,51.726,43.693,28.820,29.812,27.237,26.021,25.115,30.466,20.806,19.725,132.132,23.868,20.365,22.216,21.193,21.378,19.236,16.332
83,26.138,26.652,26.769,26.888,25.985,21.469,21.945,21.016,22.699,25.238,23.026,25.991,27.809,54.710,51.499,43.286,27.990,29.656,27.087,25.831,24.834,30.112,20.605,19.795,131.886,23.933,20.440,22.473,21.282,21.339,19.122,16.254
84,26.241,26.353,26.662,26.447,25.927,21.396,21.818,21.019,22.723,24.222,22.930,25.950,27.658,53.341,51.621,42.461,27.463,29.656,26.906,25.710,24.764,29.786,20.600,19.565,131.380,24.018,20.240,22.288,21.255,21.263,19.145,16.366
85,26.254,26.410,26.549,26.436,25.707,21.191,21.865,21.085,23.017,23.820,22.888,25.940,27.318,51.856,51.678,42.080,26.653,29.673,26.551,25.531,24.689,29.560,20.595,19.509,131.466,23.897,20.251,22.367,21.249,21.276,19.061,16.270
86,26.309,26.240,26.481,26.500,25.960,21.383,21.712,20.981,23.338,23.617,22.809,25.853,27.321,50.243,51.818,41.511,25.920,29.548,26.472,25.293,24.828,28.904,20.525,19.529,131.266,23.867,20.152,22.274,21.121,21.291,19.191,16.373
87,26.057,26.276,26.502,26.018,25.604,21.353,21.931,20.953,23.167,24.110,22.666,25.630,26.833,48.819,51.453,40.985,25.907,29.831,26.631,24.960,25.104,28.867,20.604,19.585,131.177,23.816,20.313,22.390,21.120,21.351,19.221,16.384
88,26.070,26.332,26.274,25.895,25.750,21.637,21.757,20.934,23.069,23.493,22.719,25.727,26.984,47.458,51.678,40.665,25.437,29.895,26.388,24.957,24.881,28.550,20.544,19.525,130.992,23.887,20.097,22.327,21.377,21.320,19.292,16.361
89,26.054,26.146,26.066,25.968,26.296,21.789,21.744,20.941,22.991,23.054,22.737,25.671,26.560,46.624,51.734,40.329,24.939,29.667,26.069,24.813,24.787,28.480,20.469,19.455,130.558,23.877,20.345,22.290,21.176,21.199,19.258,16.174
90,26.142,26.226,26.365,25.975,26.054,21.480,21.747,21.000,22.927,22.890,22.843,25.530,26.674,45.689,51.550,40.053,24.990,29.740,26.056,24.755,24.744,28.118,20.390,19.471,130.740,23.813,20.217,22.181,21.160,21.277,19.240,16.154
91,26.058,26.146,26.085,25.712,25.892,21.462,21.704,20.759,22.879,22.860,22.623,25.455,26.660,44.843,51.575,39.689,24.990,29.808,25.753,24.670,24.635,27.862,20.330,19.478,131.349,23.849,20.182,22.169,21.202,21.244,19.111,16.233
92,26.099,26.038,26.222,25.475,25.802,21.413,21.596,20.864,22.841,22.568,22.683,25.511,26.589,44.102,51.702,39.393,24.646,29.395,25.715,24.649,24.521,27.598,20.476,19.429,131.250,23.809,20.369,22.329,21.154,21.317,19.144,16.375
93,26.070,26.163,26.113,25.539,25.740,21.353,21.939,20.978,23.513,22.322,22.681,25.377,26.345,43.152,51.397,39.214,24.469,29.306,25.538,24.412,24.523,27.471,20.385,19.415,130.222,23.724,20.242,22.246,21.136,21.201,19.220,16.282
94,26.077,26.163,26.297,25.432,26.106,21.589,21.989,20.922,23.565,22.381,22.569,25.536,26.480,42.265,51.717,38.897,24.048,29.298,25.560,24.374,24.234,27.089,20.308,19.408,130.086,23.885,20.150,22.311,21.259,21.170,19.106,16.233
95,26.179,25.970,26.250,25.459,26.094,21.778,22.135,20.761,23.325,22.192,22.666,25.284,26.385,41.333,51.682,38.877,23.961,29.203,25.426,24.251,24.494,26.900,20.395,19.406,129.857,23.854,20.298,22.207,21.184,21.266,19.171,16.267
96,26.041,26.207,26.184,25.215,26.004,21.667,22.079,20.998,23.142,22.196,22.584,25.300,26.451,40.525,51.430,38.401,24.334,29.015,25.154,24.318,24.398,26.612,20.287,19.306,129.416,23.740,20.285,22.293,21.165,21.336,19.157,16.198
97,26.116,25.963,26.107,25.411,25.768,21.656,21.850,20.696,23.092,22.526,22.582,25.300,26.355,39.948,51.641,37.999,24.302,29.371,25.203,24.103,24.402,26.530,20.389,19.312,128.459,23.805,20.129,22.383,21.006,21.195,19.086,16.224
98,26.019,25.962,26.135,25.153,25.825,21.346,21.792,20.983,23.427,23.752,22.518,25.286,26.074,39.989,51.468,38.621,28.305,29.956,25.400,23.946,24.660,26.311,20.355,19.487,128.138,23.803,20.200,22.341,21.059,21.230,19.216,16.276
99,26.042,26.042,26.019,25.128,26.559,21.469,21.968,20.847,23.135,24.724,22.653,25.279,26.228,41.147,51.412,39.566,30.035,29.825,25.658,24.151,24.738,25.871,20.245,19.386,128.276,23.688,20.073,22.399,21.123,21.164,19.198,16.298
100,26.264,25.929,26.186,25.244,27.199,21.708,22.206,20.984,22.940,24.890,22.551,25.030,26.342,40.683,51.352,40.303,30.299,29.517,26.092,24.018,24.635,25.990,20.301,19.493,126.959,23.836,20.240,22.497,21.201,21.188,19.079,16.278
101,26.138,25.968,26.327,25.110,27.229,21.877,22.319,20.753,22.882,25.199,22.517,25.182,26.276,40.098,51.568,40.541,30.376,29.496,26.369,24.094,24.699,25.602,20.291,19.315,126.841,23.726,20.054,22.297,21.181,21.243,19.118,16.165
102,26.167,26.056,25.983,24.993,27.791,22.985,22.480,20.782,22.760,25.035,22.617,25.135,25.966,39.230,51.332,40.381,30.878,29.430,26.818,23.882,24.508,25.660,20.131,19.344,125.986,23.824,20.245,22.573,21.207,21.152,19.181,16.296
103,25.994,25.979,26.111,24.929,28.006,23.234,22.491,20.869,22.800,25.942,22.432,25.149,25.958,38.546,51.343,41.195,32.068,29.563,27.012,24.204,24.947,25.487,20.282,19.342,124.225,23.651,20.236,22.724,21.142,21.287,19.159,16.353
104,26.083,26.027,26.120,25.107,28.117,22.688,22.670,20.926,22.830,27.014,22.535,25.102,25.952,38.194,51.282,42.576,32.486,29.721,27.646,24.470,25.270,25.805,20.241,19.388,122.775,23.832,20.146,22.754,21.072,21.217,19.193,16.257
105,26.254,25.840,25.929,24.833,27.845,22.174,22.625,20.886,22.558,28.040,22.386,25.104,25.928,37.970,51.343,43.868,33.232,29.641,28.032,24.814,25.119,25.833,20.178,19.522,121.762,23.734,20.056,22.868,21.307,21.258,19.154,16.332
