 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
42,73.869,77.189,76.136,80.887,76.246,75.235,75.050,78.786,74.919,76.052,70.973,70.400
43,73.395,77.060,75.930,80.872,76.447,74.277,74.770,77.816,74.787,76.197,70.812,70.279
44,72.774,77.300,75.783,80.241,76.340,74.704,74.847,77.216,74.554,76.015,71.238,70.171
45,72.611,76.449,75.774,81.396,75.641,74.704,74.652,77.559,75.074,75.947,71.154,70.371
46,72.864,76.201,75.163,81.083,75.529,74.720,74.456,76.802,74.029,75.992,71.038,70.235
47,72.023,75.965,74.976,80.466,76.097,74.269,74.378,76.291,74.142,75.363,70.746,69.949
48,72.329,75.719,74.574,80.794,75.277,74.745,74.275,76.025,74.081,75.485,71.205,70.399
49,71.847,75.711,75.191,81.326,75.644,74.305,74.110,76.191,74.201,75.183,70.854,69.724
50,72.136,74.633,74.297,81.103,74.760,73.532,74.983,76.716,73.525,75.683,70.715,69.808
51,71.885,75.140,74.968,80.609,75.754,73.884,74.890,76.573,73.674,75.414,71.172,70.385
52,72.488,74.853,74.611,81.140,75.213,74.543,73.948,75.740,73.061,75.216,71.037,70.052
53,72.402,74.739,74.270,80.782,75.508,74.241,73.751,75.434,73.826,75.193,71.120,69.850
54,72.078,74.422,74.354,80.434,74.930,74.003,74.269,75.748,73.282,74.954,70.756,70.115
55,71.753,74.195,74.368,80.827,75.280,74.216,73.907,75.748,73.120,74.968,70.983,69.577
56,71.943,74.512,74.289,80.737,74.088,74.053,74.742,75.486,73.051,74.594,70.833,70.047
57,71.782,74.461,74.509,81.221,74.505,74.086,74.247,75.810,72.902,75.193,70.699,69.470
58,72.561,74.313,73.901,80.952,75.471,74.654,74.213,75.696,73.228,74.576,71.084,69.843
59,71.916,74.046,73.928,80.358,74.818,74.399,74.019,75.822,72.843,75.061,70.766,69.982
60,71.596,73.988,74.472,81.128,73.985,74.526,74.445,75.449,73.005,75.235,71.000,69.573
61,71.829,74.573,74.357,81.316,74.590,74.097,74.643,75.713,72.787,74.971,70.600,69.724
62,71.789,74.112,74.102,80.622,74.334,74.233,73.931,75.754,73.005,74.594,70.915,69.967
63,72.258,74.582,74.285,81.123,74.699,74.488,74.791,75.449,72.929,74.485,70.669,69.627
64,71.833,74.413,74.557,81.208,74.997,74.230,74.462,75.534,73.309,75.017,70.540,69.972
65,71.845,73.879,74.841,81.489,73.979,73.806,73.877,74.997,73.279,74.945,70.592,69.805
66,71.855,74.484,74.247,80.759,74.389,74.443,74.351,75.436,73.814,74.345,70.828,69.796
67,72.181,74.257,73.732,80.992,74.116,74.197,74.624,76.822,73.184,74.431,70.547,69.690
68,72.023,74.336,74.231,81.358,74.006,73.942,74.275,75.821,72.679,74.647,70.665,69.624
69,71.568,74.115,74.132,80.614,74.523,73.861,74.404,76.179,73.213,74.637,70.620,69.844
70,71.859,74.316,73.957,80.890,74.122,73.870,74.520,76.127,73.613,74.939,70.630,69.678
71,72.007,73.968,74.389,80.619,73.845,74.557,73.847,75.834,72.782,75.145,70.471,69.645
72,71.859,73.740,74.691,81.025,74.410,73.881,73.660,75.658,73.118,74.815,70.800,69.788
73,71.721,73.994,74.751,81.541,74.249,74.047,74.260,75.865,73.537,74.727,70.540,70.110
74,72.204,74.218,74.584,81.038,74.109,74.144,74.049,75.713,72.865,74.727,70.399,69.815
75,71.695,74.321,74.573,80.877,74.267,74.363,74.361,75.893,73.086,74.594,70.748,69.979
76,72.071,74.381,74.246,81.328,74.383,74.435,74.454,75.745,72.632,74.866,70.689,69.416
77,71.922,74.171,73.794,80.955,74.167,73.704,74.037,75.852,72.547,74.595,70.450,69.876
78,72.033,74.822,74.298,81.080,74.964,74.518,74.615,75.511,73.125,74.937,70.509,69.761
79,74.467,79.083,76.526,81.213,78.347,76.446,78.508,81.074,74.456,75.008,70.869,70.191
80,75.906,79.527,76.892,81.115,78.809,76.684,78.521,80.593,74.576,76.181,71.456,70.550
81,73.862,77.834,76.274,80.704,76.869,75.133,77.181,78.793,75.162,75.492,71.089,70.386
82,73.303,77.445,75.415,81.180,77.009,74.906,75.415,77.360,74.495,76.433,70.923,70.229
83,73.364,77.714,75.002,81.767,76.474,74.607,74.774,77.376,74.363,76.082,70.999,70.103
84,72.990,77.296,74.643,81.439,76.012,74.798,74.493,77.158,74.250,75.809,71.323,70.504
85,72.605,76.449,74.474,80.719,76.003,74.521,74.574,76.466,73.912,75.090,71.226,69.934
86,72.294,76.295,73.992,80.569,76.343,74.654,74.133,76.534,73.973,76.010,71.019,70.446
87,72.233,75.409,74.388,80.416,75.377,74.759,74.436,76.771,73.618,74.973,71.011,70.028
88,72.448,75.800,74.356,80.772,75.046,74.524,74.164,76.205,73.929,75.134,71.067,69.925
89,72.622,75.270,74.515,81.233,75.684,74.086,74.729,76.381,73.659,75.401,71.033,70.141
90,74.220,78.109,74.753,81.143,75.915,74.141,74.236,78.647,74.044,75.059,70.968,69.952
91,74.296,77.813,74.839,81.273,76.216,74.402,73.809,78.476,74.328,74.802,70.962,70.482
92,74.286,76.896,74.740,81.188,75.802,73.989,74.006,77.153,74.167,74.899,70.625,70.675
93,73.855,76.631,74.759,81.085,75.325,74.064,73.993,76.770,73.417,74.815,70.269,69.731
94,73.930,77.169,74.131,80.714,75.325,74.136,74.417,77.169,74.015,74.945,70.987,70.537
95,73.237,76.763,74.236,80.805,75.079,74.612,74.338,76.375,73.532,74.611,70.533,70.843
96,73.051,76.762,74.080,80.822,75.055,74.496,74.176,76.485,73.299,74.887,70.817,70.315
97,72.594,77.184,74.026,80.697,74.997,73.970,74.129,77.350,74.255,74.660,70.943,70.863
98,72.237,77.111,74.201,81.762,75.356,74.224,74.133,76.755,74.395,74.618,70.917,70.588
99,72.692,76.971,74.265,80.847,74.964,73.809,74.284,77.632,74.162,75.355,70.834,71.246
100,72.537,77.307,74.038,80.689,74.225,74.186,74.434,77.692,74.321,74.471,70.699,70.808
101,72.204,77.129,74.242,80.449,74.450,74.238,74.099,77.457,73.814,74.691,70.495,71.100
102,72.183,77.395,74.273,80.857,74.602,74.042,74.221,77.247,74.125,75.210,70.320,71.151
103,72.298,76.965,74.148,81.208,75.334,73.740,74.267,76.842,73.956,74.382,70.778,70.629
104,72.737,77.487,74.172,81.058,74.766,73.972,74.738,76.755,74.319,74.645,70.863,71.031
105,72.300,77.187,74.445,80.481,75.000,74.269,74.469,76.890,74.152,74.990,70.652,71.266
106,72.280,76.084,74.434,80.857,74.736,74.590,73.890,76.386,74.221,75.164,70.770,71.083
107,72.517,76.713,74.611,80.837,73.301,73.421,73.527,76.637,74.020,74.269,70.755,70.801
108,72.444,76.436,73.869,80.632,74.447,73.590,74.273,76.276,73.721,74.800,70.451,71.409
109,72.274,76.502,74.573,81.108,74.733,73.970,74.092,76.444,73.694,74.832,70.717,71.348
110,72.153,76.121,74.083,81.108,74.416,74.166,74.432,76.347,74.402,74.836,70.815,71.481
111,72.280,76.922,74.679,80.837,74.602,73.837,74.275,75.800,74.154,74.649,70.717,71.048
112,72.540,75.699,74.340,80.674,74.699,73.997,74.344,76.352,74.235,74.796,70.652,70.588
113,72.685,76.952,74.212,81.100,74.596,73.645,74.164,75.955,74.203,74.765,71.046,71.164
114,71.789,75.985,74.311,80.927,74.036,74.349,74.826,75.605,73.613,74.859,70.537,71.035
115,71.829,75.940,74.255,80.702,74.775,74.452,74.587,75.773,74.145,74.315,70.658,71.110
116,71.993,76.206,74.016,80.328,74.267,73.609,74.611,75.836,73.537,74.416,70.885,70.871
117,71.956,75.395,73.681,81.236,74.584,74.216,73.779,75.469,73.699,74.643,70.541,70.760
118,71.402,75.512,74.252,80.812,74.757,74.274,74.721,75.551,73.586,74.561,70.628,70.545
119,71.648,74.948,74.506,81.028,74.195,73.870,74.181,75.288,73.605,74.450,70.564,70.873
120,72.127,74.564,73.997,81.163,74.097,74.205,74.206,75.543,73.311,74.895,70.830,70.866
121,72.012,75.083,74.392,80.912,74.462,74.701,74.297,75.622,73.029,74.817,70.815,70.314
122,72.373,74.794,73.882,81.446,73.559,74.277,73.750,75.653,73.463,74.834,70.591,70.608
123,71.730,74.700,74.809,80.789,74.195,74.069,74.421,76.068,73.419,74.670,70.705,70.109
124,72.247,74.742,74.148,81.055,74.435,73.956,73.993,76.959,73.353,74.700,70.218,69.938
125,71.850,74.810,74.646,80.990,74.201,74.316,73.869,76.897,72.784,74.937,70.795,70.175
126,72.596,75.754,74.665,80.509,74.982,74.742,75.307,78.658,73.142,74.989,70.893,69.915
127,74.953,80.155,77.703,80.559,76.830,76.850,79.236,82.317,74.426,75.885,70.363,70.905
128,74.592,79.548,76.249,80.632,76.757,76.127,77.434,80.670,74.466,75.618,70.312,70.731
129,74.373,77.975,76.116,81.195,75.818,76.011,75.936,80.893,74.225,75.763,70.367,70.953
130,73.686,77.372,75.491,81.065,74.942,74.249,75.054,79.190,73.983,75.998,70.327,70.123
131,72.901,76.711,75.327,80.291,75.413,74.693,74.836,78.302,73.630,75.565,70.454,70.341
132,72.742,76.754,75.172,81.083,75.337,74.565,74.873,77.685,73.363,75.828,70.471,70.484
133,72.613,75.679,74.730,80.860,75.043,74.970,74.798,77.091,73.140,75.242,70.317,70.191
134,72.164,75.994,74.778,81.090,74.444,74.036,74.499,76.889,72.598,75.158,70.293,70.240
135,72.265,75.948,74.502,81.248,74.812,74.130,74.101,77.450,73.196,75.651,70.408,69.942
136,72.369,75.465,74.262,82.090,74.726,74.006,74.649,76.670,73.039,75.168,70.392,70.307
137,71.786,74.854,74.021,80.915,74.705,74.396,74.376,77.696,72.654,74.865,70.809,69.853
138,71.443,75.120,74.056,80.920,74.447,73.911,74.525,76.647,73.279,74.590,70.670,69.774
139,71.913,74.224,74.187,81.258,74.657,73.801,74.262,76.612,72.471,74.891,70.695,69.758
140,72.235,74.745,73.986,80.308,74.614,74.017,74.819,76.137,72.233,74.691,70.222,69.356
141,72.176,74.848,74.448,81.336,74.243,74.596,74.174,76.117,72.618,75.273,70.213,69.676
142,71.578,74.912,74.287,81.246,74.225,73.922,73.785,76.572,72.855,75.017,70.652,69.711
143,71.983,74.857,73.952,80.950,75.155,73.817,74.277,76.084,72.373,74.893,70.422,70.154
144,71.970,74.250,74.404,81.692,74.316,74.075,74.359,76.414,72.787,75.439,70.537,69.876
145,71.749,74.449,74.533,81.371,75.267,74.036,74.867,76.242,72.860,74.918,70.282,69.908
146,72.213,74.356,73.707,80.885,74.429,73.875,74.097,75.803,72.809,75.050,70.632,69.436
147,71.357,74.376,73.844,81.318,74.389,73.019,74.080,75.402,72.657,74.718,70.638,69.876
148,72.397,74.433,74.311,80.278,74.553,73.956,74.241,76.203,73.537,74.956,70.554,69.601
149,71.787,73.654,74.187,80.797,74.289,74.202,73.931,75.965,72.458,74.691,70.431,69.730
150,71.495,74.098,73.746,80.920,73.954,74.499,73.708,76.467,71.966,75.483,70.931,69.636
151,72.047,73.903,74.187,80.960,73.608,73.388,74.185,76.171,72.118,74.748,70.441,69.648
152,71.883,73.994,74.226,80.867,74.720,74.582,74.402,75.886,72.696,74.559,70.731,69.675
153,71.782,73.982,74.470,80.429,74.681,73.629,74.052,76.234,72.630,73.895,70.492,69.379
154,71.979,73.894,74.188,80.551,74.185,73.596,74.200,76.489,72.652,74.513,70.805,69.898
155,71.847,74.438,74.016,81.100,74.392,73.576,74.110,76.797,72.507,74.590,70.518,69.863
156,71.615,74.035,74.419,80.835,74.748,73.335,74.490,75.945,72.694,74.767,70.763,69.900
157,72.061,74.364,73.943,80.634,74.091,74.316,74.467,76.753,72.321,74.340,70.678,70.208
158,71.810,74.214,74.475,81.554,73.842,73.269,74.538,76.265,72.551,74.477,70.614,69.652
159,71.988,74.207,74.383,81.050,74.799,73.717,73.953,76.741,72.858,75.000,70.560,69.662
160,71.817,74.224,73.718,81.687,74.100,74.105,74.026,76.735,72.860,75.076,70.375,69.781
161,71.913,73.826,74.142,81.133,74.207,74.061,74.348,75.699,72.725,74.219,70.459,69.642
162,71.221,74.094,73.947,81.075,74.170,74.488,74.021,75.974,72.591,74.532,70.269,69.685
163,72.193,73.685,74.174,81.135,74.666,74.008,74.284,75.767,72.782,74.573,70.792,70.132
164,71.512,73.935,74.617,80.566,74.635,73.280,74.138,75.525,72.331,74.567,70.395,70.027
165,71.892,74.055,74.545,80.531,73.970,73.596,74.116,75.559,72.542,74.347,70.684,69.569
166,71.970,74.472,74.078,81.649,74.140,74.188,74.163,75.405,72.718,74.437,70.157,69.750
167,71.908,73.959,74.769,80.842,74.030,73.773,73.847,75.255,72.676,74.679,70.581,69.676
168,71.622,73.912,74.531,80.962,74.343,74.227,74.695,75.753,72.600,74.996,70.447,69.662
169,73.380,77.696,76.510,80.830,77.881,76.213,77.649,80.082,72.951,75.578,70.838,69.851
170,74.272,79.648,77.577,81.155,78.967,79.072,80.327,81.747,73.794,76.492,70.934,70.280
171,74.002,78.212,76.499,81.779,77.571,78.053,77.800,80.537,74.179,75.838,71.273,70.055
172,73.552,76.848,75.659,81.258,78.322,77.573,76.542,79.603,73.971,75.553,70.755,69.581
173,73.122,76.988,76.265,81.278,76.970,76.402,76.103,78.634,73.392,76.048,71.228,70.429
174,73.089,76.366,75.679,81.170,76.729,76.997,75.368,78.836,73.436,75.834,70.637,70.103
175,72.458,75.699,75.242,81.333,77.058,76.316,76.052,78.661,73.664,75.468,71.169,69.765
176,72.559,75.493,74.938,81.414,77.410,76.324,75.546,79.027,73.493,75.632,70.892,69.778
177,72.413,75.164,75.207,81.283,76.860,75.294,74.607,78.452,73.750,75.532,71.030,69.877
178,71.824,75.081,74.836,80.439,75.845,75.665,74.505,77.514,72.846,75.309,70.631,69.911
179,71.962,74.722,74.566,80.812,76.210,75.471,74.598,78.462,73.176,75.643,70.728,69.932
180,71.946,74.696,74.120,81.236,76.149,75.233,74.873,77.533,73.145,75.206,70.684,70.081
181,72.159,74.909,74.469,80.794,75.337,74.712,74.849,77.360,73.189,75.330,70.580,69.594
182,72.045,74.673,74.810,80.654,75.614,74.698,74.484,77.666,73.576,74.571,70.522,69.723
183,72.495,74.281,75.010,81.211,75.347,74.587,74.402,77.680,73.282,75.195,70.830,69.955
184,71.871,74.763,73.659,80.188,75.596,73.596,74.658,76.946,72.772,75.321,70.692,69.832
185,72.185,74.147,73.853,80.699,75.429,74.047,74.133,76.641,72.176,74.935,70.521,69.876
186,71.862,74.201,74.268,80.982,74.644,73.321,74.135,76.405,72.772,74.441,71.049,69.474
187,71.618,74.339,74.337,80.053,75.109,73.861,74.131,76.305,72.551,74.857,70.715,70.100
188,71.922,74.565,73.876,80.887,75.164,73.565,74.350,76.828,72.341,74.427,70.641,70.003
189,71.742,74.120,74.276,80.524,74.736,74.341,73.871,76.676,72.556,74.412,70.605,69.825
190,72.179,74.353,74.008,79.815,75.058,73.781,74.409,76.407,72.804,74.695,71.006,69.669
191,71.693,73.814,74.179,80.266,74.508,73.792,74.150,76.245,72.576,75.206,70.641,69.693
192,71.347,74.344,73.987,80.348,75.027,74.083,73.794,76.171,73.571,74.485,70.447,69.617
193,72.051,74.061,73.970,80.373,75.046,73.604,73.871,76.127,73.194,74.948,70.775,69.642
194,71.871,74.903,73.833,80.749,74.748,74.033,73.875,75.687,73.051,75.187,71.212,69.979
195,71.932,74.011,74.104,80.549,74.347,74.127,73.936,75.602,73.172,74.616,70.685,69.801
196,71.986,74.052,74.083,80.574,74.271,73.803,73.892,75.986,72.667,74.719,70.344,69.406
197,72.045,73.779,74.252,80.536,74.465,74.213,73.757,76.712,72.493,74.487,70.872,70.306
198,72.465,74.401,73.876,80.524,73.696,73.956,73.899,76.223,72.456,74.695,70.792,69.826
199,71.946,74.206,73.914,80.378,74.122,73.620,74.125,76.564,73.201,74.149,70.791,69.881
200,72.035,74.269,73.566,80.604,74.076,73.629,73.963,76.614,73.304,73.918,70.453,69.693
201,72.409,74.344,74.129,80.424,74.517,73.122,74.318,75.951,72.770,74.700,70.783,69.934
202,72.009,74.473,74.038,80.416,73.708,73.684,74.271,76.329,72.520,74.078,70.641,69.803
203,71.997,74.507,74.392,80.629,74.365,74.346,74.479,75.763,72.397,74.802,70.491,69.769
204,74.321,79.174,76.475,80.436,79.091,75.025,77.725,81.401,73.287,74.908,71.134,70.113
205,74.596,79.197,76.925,80.489,78.325,76.474,79.877,83.220,73.998,76.130,71.267,70.530
206,73.829,78.399,76.860,80.887,77.590,75.573,77.699,81.168,74.515,75.668,71.020,70.088
207,73.443,77.579,75.914,80.308,76.696,74.371,75.731,79.700,74.975,75.260,70.705,70.371
208,73.012,76.670,75.659,80.456,76.711,74.773,75.447,79.457,74.699,75.172,71.032,70.089
209,73.951,76.805,76.250,80.581,76.605,73.950,74.411,83.755,74.495,75.830,70.983,70.150
210,73.591,76.439,75.477,81.271,76.003,73.873,74.000,82.593,74.424,75.809,71.047,70.192
211,73.064,76.172,75.030,80.799,76.185,73.934,74.357,80.700,73.853,75.513,70.888,69.893
212,72.800,76.218,74.842,81.268,75.733,73.729,74.621,80.100,74.348,74.947,71.101,70.057
213,72.409,75.582,74.743,80.569,75.717,73.784,74.652,81.274,73.373,75.135,71.240,69.769
214,72.319,75.217,74.330,80.308,75.663,74.025,73.821,80.699,73.664,75.004,70.953,69.755
215,72.340,75.296,74.502,80.371,75.711,74.097,74.286,79.887,73.451,75.382,71.222,69.714
216,72.247,75.361,74.182,81.148,74.985,73.778,74.140,78.789,73.110,74.859,70.538,69.908
217,72.181,75.134,74.305,80.401,75.222,73.316,74.273,78.165,73.311,75.252,70.630,69.700
218,72.162,74.542,73.770,80.388,75.374,73.499,74.344,77.304,73.444,74.687,70.853,69.965
219,72.091,75.040,74.480,80.524,75.058,73.853,73.679,77.282,72.806,75.269,70.815,69.946
220,71.875,74.398,74.096,80.409,75.103,73.729,74.069,77.420,72.581,74.966,70.791,69.552
221,72.240,74.467,74.220,80.679,74.860,74.136,74.351,77.184,72.113,74.737,70.425,69.847
222,72.531,74.733,74.282,80.719,75.097,74.191,74.215,77.208,73.049,74.685,70.589,69.744
223,71.883,74.177,74.030,80.817,74.644,73.770,74.150,76.588,72.605,74.962,70.798,70.088
224,72.016,74.447,73.651,80.905,74.502,73.884,74.088,76.323,72.971,74.725,70.849,69.272
225,71.859,74.530,74.161,80.694,74.830,74.125,74.079,76.122,72.819,74.908,71.012,69.842
226,71.758,74.556,74.560,80.624,74.055,74.186,73.955,75.935,72.559,73.815,70.525,69.509
227,72.077,74.579,74.096,81.018,74.000,74.227,74.032,75.436,72.140,75.095,70.529,69.557
228,72.021,74.387,73.517,80.521,74.699,74.175,73.727,75.731,72.564,74.578,70.541,69.791
229,72.042,73.704,74.088,80.922,74.410,73.972,74.428,76.275,72.701,74.550,70.495,69.598
230,72.110,73.894,73.758,80.371,74.377,73.723,74.387,77.346,72.988,74.765,70.717,69.808
231,72.096,74.065,74.278,80.732,74.295,73.645,74.168,76.437,72.745,74.660,70.482,70.132
232,72.103,74.473,74.311,80.717,73.951,73.662,74.587,76.560,72.559,74.989,70.682,69.516
233,71.876,74.005,74.244,80.714,74.134,73.773,73.970,76.946,72.941,74.969,70.583,69.631
234,71.782,74.386,73.971,80.193,74.225,73.798,73.994,76.491,72.556,74.578,70.587,69.461
235,71.627,74.028,74.209,81.003,74.322,74.593,74.290,76.651,72.466,74.826,70.498,69.455
236,72.099,74.382,74.161,80.927,74.204,73.496,74.017,76.253,72.358,74.365,70.862,69.498
237,71.895,74.853,74.455,80.647,73.970,73.665,74.379,76.069,72.659,74.544,70.382,69.355
238,71.787,74.321,74.592,80.439,74.158,74.327,73.936,75.903,73.029,74.561,70.787,69.779
239,72.272,73.877,73.694,80.990,74.258,73.895,74.458,75.656,72.841,74.721,70.588,69.689
240,71.949,73.823,73.914,80.544,74.605,74.080,74.217,75.320,72.390,74.729,70.276,69.868
241,71.751,74.442,74.201,80.667,74.097,74.139,74.361,75.959,73.061,74.525,70.652,69.908
242,71.678,74.134,74.547,80.368,74.495,73.474,74.271,75.511,72.713,74.704,71.128,69.958
243,71.880,74.261,73.992,81.226,74.401,74.083,74.144,75.698,72.297,74.712,70.457,69.495
244,72.430,73.937,73.807,80.489,73.818,73.922,74.004,75.792,72.794,74.830,70.433,69.704
245,71.714,73.799,74.059,80.789,73.593,74.620,73.830,75.816,72.520,74.737,70.580,70.010
246,71.787,74.068,73.466,80.832,74.520,74.125,74.546,76.016,72.370,74.653,70.348,69.571
247,71.871,73.879,74.077,80.827,74.866,73.801,74.284,75.683,72.600,75.183,70.818,69.560
248,71.979,74.662,74.464,80.717,74.012,73.945,74.297,75.803,72.765,74.660,71.030,70.099
249,71.725,74.206,74.297,80.787,74.301,73.798,74.187,75.786,72.574,75.042,70.824,69.713
250,71.838,74.227,74.078,80.985,74.043,73.645,74.088,76.339,72.811,74.702,70.879,69.859
251,72.148,74.210,73.962,81.028,73.596,74.158,74.295,75.608,72.924,75.086,70.659,69.581
252,71.892,74.596,74.266,80.747,74.429,73.083,74.325,75.625,72.944,75.338,70.917,70.075
253,71.848,74.149,74.144,81.115,74.000,74.269,74.237,75.669,72.208,74.989,70.916,69.686
254,71.272,74.054,74.100,80.286,73.319,73.953,73.920,75.643,72.284,74.345,70.607,69.829
255,71.610,74.092,73.499,80.000,74.289,73.753,74.436,75.214,72.772,74.502,70.788,70.061
256,71.474,74.284,74.083,80.659,73.863,73.734,73.735,75.715,72.407,75.004,70.725,69.777
257,71.657,73.922,74.397,81.216,74.243,73.931,74.398,75.096,72.451,74.887,70.538,70.107
258,72.312,75.510,74.482,80.591,75.158,74.274,75.316,77.043,72.370,74.969,70.867,70.276
259,74.185,78.496,75.587,81.195,77.292,76.770,79.449,81.064,74.064,76.218,70.957,70.233
260,73.195,76.989,75.951,81.208,76.675,77.285,79.159,80.313,74.767,76.303,71.142,70.434
261,73.277,75.903,74.611,80.882,76.052,75.970,77.473,78.767,74.475,75.326,70.710,70.464
262,72.845,75.674,74.898,80.970,75.392,76.576,75.963,77.887,74.343,75.899,70.893,69.621
263,72.796,75.115,74.887,81.150,75.717,75.044,75.477,77.810,73.208,75.338,70.593,70.134
264,72.286,75.528,74.475,80.569,74.845,75.693,75.224,77.315,73.368,75.477,70.724,70.037
265,72.373,75.080,74.869,80.434,74.894,74.418,75.043,76.844,72.672,75.439,70.614,70.392
266,72.118,74.963,74.005,81.153,74.638,74.706,74.564,76.041,73.341,75.800,70.782,69.700
267,72.190,75.034,73.968,80.524,75.237,74.000,74.654,76.224,73.056,75.004,70.612,70.057
268,71.946,74.771,73.841,80.266,75.143,74.000,74.510,76.647,73.490,75.042,70.602,70.373
269,72.328,74.404,74.120,80.444,75.000,73.983,73.983,76.320,72.902,75.563,70.998,69.704
270,72.652,74.551,73.829,80.586,74.845,74.042,74.862,75.617,73.750,75.498,70.743,69.629
271,72.354,74.350,74.040,80.852,74.830,73.892,74.406,76.130,73.355,74.973,70.511,69.982
272,72.092,74.243,73.823,80.479,74.805,73.233,73.798,76.321,72.711,74.990,71.045,70.028
273,72.021,74.272,74.033,80.531,74.441,73.424,74.279,75.779,73.355,75.406,70.682,70.151
274,71.399,74.166,73.898,80.732,74.465,74.086,74.015,77.217,73.373,75.101,70.757,69.734
275,71.986,74.131,74.081,80.318,73.787,74.097,73.933,76.540,72.831,75.242,70.782,69.984
276,71.571,74.579,74.582,81.028,74.857,73.501,73.632,75.773,72.468,74.729,70.594,69.941
277,71.889,74.074,74.276,79.882,74.310,74.091,74.077,76.148,73.887,74.595,70.417,69.922
