 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26
37,91.094,94.100,92.219,95.120,86.182,155.964,122.316,100.252,102.132,117.517,105.672,106.327,119.287,98.576,90.763,107.363,97.734,91.828,86.022,93.872,97.914,87.786,85.550,99.352,99.045,105.596
38,91.977,94.374,92.535,94.774,86.250,155.979,121.678,100.338,102.519,123.905,106.858,106.969,119.780,97.145,90.466,107.851,98.036,91.045,85.171,95.220,97.867,87.994,85.527,98.578,98.703,105.479
39,90.633,94.104,92.639,93.912,86.225,155.539,119.617,99.826,101.914,123.107,106.035,106.607,120.306,98.023,90.681,107.954,97.736,92.427,86.098,94.949,98.323,87.391,84.510,99.509,98.914,105.451
40,91.270,94.538,92.137,94.741,85.937,153.856,117.648,100.248,101.623,121.194,105.335,106.766,119.595,97.381,89.293,105.667,98.245,91.333,86.006,94.255,97.891,87.927,84.901,97.935,99.230,105.101
41,91.269,93.853,92.196,93.547,86.501,154.577,116.979,99.366,102.044,118.621,104.929,106.823,120.235,97.627,90.199,107.375,97.864,91.924,86.132,94.298,98.796,87.688,84.873,99.126,98.962,105.094
42,91.352,93.784,92.466,93.413,86.366,152.353,115.654,99.586,102.186,124.301,104.531,106.456,119.576,96.180,90.007,107.202,97.594,91.284,85.812,93.643,97.634,88.160,84.366,98.618,99.241,105.536
43,90.934,93.981,92.134,93.293,86.096,152.018,115.371,99.356,101.633,123.400,104.736,106.827,120.114,97.492,89.770,107.536,97.923,91.179,86.085,93.238,98.140,87.719,84.717,98.989,98.872,104.899
44,90.771,93.950,92.737,93.379,86.027,149.399,114.331,99.148,101.315,121.898,102.679,107.436,119.448,96.848,90.740,106.736,98.720,91.779,85.874,93.746,97.306,87.901,84.293,99.511,98.920,105.484
45,91.043,93.353,91.627,94.084,86.108,146.299,114.625,99.306,101.530,120.438,104.012,106.551,120.741,96.076,90.487,107.593,97.929,91.908,85.666,93.150,97.876,88.237,84.394,99.197,98.754,105.744
46,91.062,94.692,92.058,93.834,86.606,144.493,113.133,99.928,101.385,119.505,103.665,106.407,120.750,96.142,90.541,107.007,97.599,90.470,86.611,93.068,97.774,87.454,84.942,98.063,98.618,105.257
47,89.993,93.735,91.935,92.631,85.687,142.356,112.330,99.095,100.941,116.410,102.507,106.338,120.263,96.520,90.756,106.264,97.784,91.499,86.154,92.698,97.637,87.481,84.149,98.823,97.854,104.828
48,90.825,93.763,92.533,92.786,86.649,143.037,111.455,99.049,101.338,116.915,102.245,106.655,119.705,95.447,89.475,106.513,97.372,91.293,85.720,92.806,98.385,88.189,84.360,98.274,98.595,105.345
49,91.347,93.559,92.110,93.080,86.131,142.347,111.545,98.546,100.808,115.187,101.781,106.632,118.750,96.477,90.143,106.667,97.864,91.369,86.495,93.116,97.834,87.596,84.409,98.132,98.571,104.855
50,90.764,93.225,92.019,92.960,85.494,141.060,109.808,99.454,101.054,114.014,101.408,106.257,120.022,97.084,90.382,106.423,97.553,91.009,86.383,93.535,98.898,87.906,83.979,97.849,98.025,104.871
51,91.107,93.675,91.719,92.186,86.018,142.245,110.337,97.706,100.979,115.626,101.351,106.845,119.268,95.500,89.302,105.579,97.697,92.215,85.903,93.211,97.461,88.002,84.370,98.354,98.141,104.501
52,91.042,93.547,92.303,93.114,86.053,139.770,109.770,99.340,100.163,113.742,100.823,106.783,120.135,96.409,90.527,106.216,97.319,91.029,85.769,92.816,98.430,87.717,85.223,98.737,98.834,104.686
53,90.433,93.491,92.471,93.070,85.626,137.934,109.165,99.375,101.338,113.664,100.038,106.992,120.574,95.160,89.939,106.752,97.880,91.257,85.931,92.452,98.404,88.081,84.830,98.541,99.178,104.475
54,90.709,93.614,92.158,93.246,85.133,139.117,109.230,98.333,100.791,112.261,100.731,106.396,119.267,96.266,90.253,107.087,97.740,91.257,86.229,93.096,97.321,87.293,84.336,98.348,98.236,104.713
55,90.832,93.768,92.036,93.411,86.635,136.799,109.262,98.727,101.341,112.882,101.491,105.651,119.754,95.216,89.796,105.439,97.424,90.700,86.062,92.974,97.399,87.409,83.979,97.935,99.136,105.061
56,90.432,94.415,91.882,91.693,86.187,134.181,107.820,98.741,101.315,112.820,101.910,106.884,119.698,95.987,89.909,106.857,97.266,91.101,85.795,93.227,98.029,87.437,84.596,98.768,98.671,105.250
57,90.380,94.100,91.902,93.036,85.797,135.377,107.573,98.366,100.931,111.784,101.450,106.529,119.110,96.287,89.951,106.607,97.179,90.982,85.906,93.017,97.458,87.557,84.724,98.242,99.022,105.658
58,90.886,94.218,91.684,92.421,86.156,135.926,107.877,98.248,100.698,112.825,100.776,106.436,119.640,94.909,90.321,106.945,98.086,91.304,85.345,93.213,97.964,87.691,84.216,98.649,98.632,104.690
59,90.265,93.057,91.345,92.613,85.816,134.399,107.094,97.979,100.139,111.488,100.486,106.272,119.398,95.744,90.567,106.315,98.386,91.707,85.903,93.290,97.223,87.901,84.788,98.748,98.822,105.180
60,90.854,93.244,91.408,92.727,85.426,133.240,107.644,98.380,100.550,111.616,100.509,106.740,119.314,95.013,89.843,106.763,98.090,91.293,84.942,93.288,98.696,87.289,84.038,98.470,99.139,104.644
61,91.237,93.389,91.719,93.804,86.096,131.732,107.496,98.484,101.140,111.972,100.267,106.459,118.221,95.690,89.993,104.646,97.774,90.387,86.135,92.819,97.572,87.975,84.526,97.973,98.088,104.508
62,90.378,93.246,92.081,92.922,85.891,129.854,107.091,99.116,101.131,111.251,100.050,106.760,119.840,95.320,89.480,106.202,97.318,91.295,85.860,92.528,97.772,87.251,84.474,98.479,98.545,105.335
63,90.430,92.763,90.888,94.467,86.404,133.264,109.510,98.676,101.186,113.194,100.219,107.037,118.613,95.655,89.796,106.074,97.454,90.787,85.297,92.986,96.971,87.073,84.342,98.278,97.527,104.895
64,90.600,94.322,91.653,93.571,86.656,136.691,112.902,98.794,100.237,111.481,101.123,105.877,119.784,95.939,89.874,106.320,97.621,90.573,85.754,93.171,96.910,87.394,83.897,97.862,99.014,104.263
65,90.910,93.400,91.635,93.637,85.726,134.113,111.838,98.743,101.161,111.735,99.764,106.822,119.427,96.315,90.522,106.032,97.659,91.107,85.437,92.427,97.401,87.103,84.360,98.613,98.967,104.525
66,90.809,93.569,91.786,92.697,85.595,136.785,110.545,98.201,100.613,112.642,100.420,106.542,120.149,95.188,89.265,106.706,97.878,91.562,86.046,92.700,97.021,87.305,84.613,99.074,98.016,105.133
67,91.139,93.137,91.532,91.904,86.638,136.626,109.740,98.252,100.840,110.991,100.858,105.921,119.032,95.754,90.148,105.708,98.345,91.951,85.488,92.011,98.024,87.483,84.334,97.945,98.549,105.160
68,90.392,93.765,91.401,93.012,86.373,135.277,109.520,98.845,100.480,109.962,99.722,106.172,119.708,96.569,89.684,106.060,96.624,90.374,84.963,92.860,97.159,87.087,83.800,97.767,98.676,104.562
69,90.678,93.569,91.390,93.228,86.088,133.077,108.735,97.924,100.220,110.737,100.675,106.158,119.306,96.008,89.888,107.439,97.353,90.606,85.332,92.765,97.720,87.323,84.209,98.273,98.227,105.308
70,89.844,93.851,92.306,92.228,86.049,130.825,109.283,98.343,99.835,110.742,100.941,105.591,119.647,95.505,90.056,106.163,96.880,89.899,84.649,92.609,96.116,87.424,84.079,98.252,98.429,104.272
71,90.005,94.173,91.594,92.701,85.940,130.859,108.374,97.641,100.328,111.948,100.632,106.677,119.204,95.505,88.864,105.625,97.644,90.682,85.422,92.980,97.356,87.737,84.159,98.641,97.372,104.709
72,90.090,92.991,91.766,93.066,85.584,129.654,108.163,98.715,100.633,110.668,100.432,106.131,119.067,95.266,90.494,104.982,97.615,90.177,85.858,92.514,97.349,87.584,84.615,98.694,98.385,105.280
73,90.641,93.540,92.042,92.671,86.134,128.683,107.923,97.856,100.204,111.263,100.738,106.691,120.371,95.287,89.909,106.313,97.196,91.002,86.040,93.265,97.499,87.443,84.432,98.312,98.718,104.744
74,89.967,93.398,91.494,93.096,86.028,127.040,107.939,97.574,100.416,111.808,100.660,106.225,119.071,96.061,90.583,105.885,97.698,90.758,85.142,92.044,98.190,87.492,84.262,98.123,98.623,104.195
75,90.338,93.896,91.532,92.946,85.867,126.188,107.581,99.100,100.201,110.664,100.257,105.580,118.688,95.317,89.246,106.701,98.103,90.573,85.677,92.535,97.162,87.243,84.402,98.093,98.773,105.048
76,90.562,93.341,91.984,92.986,85.599,125.067,106.716,98.734,99.599,110.201,100.271,106.344,119.299,95.053,89.817,104.821,97.409,90.445,85.674,92.631,97.646,87.119,84.757,97.872,98.241,104.790
77,90.102,93.121,91.354,93.216,85.955,124.977,107.439,98.225,100.821,110.981,100.401,105.454,119.330,95.647,90.035,106.085,97.502,90.971,85.143,93.221,97.181,87.271,83.818,98.225,98.689,104.421
78,90.248,93.128,91.694,91.958,86.615,124.254,106.723,98.831,100.551,109.893,100.726,106.114,120.003,95.424,90.007,105.779,97.460,91.371,84.846,92.494,97.817,87.162,84.491,97.907,98.864,103.972
79,90.035,93.031,91.831,93.627,86.837,123.271,105.985,98.551,99.887,111.116,100.884,105.957,119.555,96.977,89.710,106.308,96.994,90.204,84.680,92.783,98.097,86.907,83.971,98.097,97.998,104.685
80,90.300,94.220,91.182,93.373,85.872,122.971,106.328,99.009,99.535,110.528,100.630,106.622,119.102,95.622,89.782,106.379,98.627,91.405,85.375,92.514,96.957,87.086,84.399,98.306,97.815,104.479
81,90.622,93.540,91.524,92.768,86.459,122.607,107.284,97.595,100.347,110.152,100.906,106.153,119.762,95.962,89.960,106.189,97.353,91.347,85.278,92.137,98.401,87.301,83.572,97.742,98.759,104.451
82,90.589,93.827,91.528,93.587,86.756,121.948,106.463,98.836,99.651,109.069,100.724,106.261,119.665,94.901,90.052,106.432,96.435,90.978,85.663,92.318,97.824,87.392,84.245,97.263,98.055,104.572
83,90.886,94.028,91.436,92.844,85.557,122.392,106.569,98.507,99.338,111.078,101.488,107.119,119.324,94.594,89.410,106.522,97.328,91.094,85.765,92.459,96.912,87.245,83.825,98.072,98.111,104.619
84,90.444,94.052,91.307,92.942,85.740,121.249,107.071,98.102,99.930,109.336,99.958,105.395,118.737,95.734,90.485,105.752,97.090,90.526,85.820,92.245,97.853,87.145,83.887,98.128,98.056,104.574
85,90.619,94.382,91.595,92.527,85.813,121.228,105.997,98.012,100.711,110.040,100.278,105.553,119.245,94.992,89.946,105.667,96.887,90.834,85.520,92.006,97.316,87.229,84.072,97.722,98.175,104.570
86,90.258,93.159,91.886,93.786,85.367,120.671,105.393,97.648,99.675,110.773,101.245,106.543,118.683,95.406,89.356,106.152,97.202,90.570,84.909,92.642,96.872,87.283,84.620,97.919,97.926,104.140
87,90.371,93.346,91.658,92.024,85.851,119.712,106.026,97.560,99.571,109.656,99.972,106.577,118.695,95.216,90.529,106.076,97.290,90.696,84.968,92.029,96.758,87.216,85.260,98.101,98.812,103.897
88,90.690,93.185,91.905,92.339,85.501,120.043,106.177,97.208,100.546,110.038,101.021,105.897,119.274,95.332,89.311,105.832,97.225,91.454,85.340,92.201,97.188,87.477,84.387,98.154,97.689,105.113
89,90.099,93.682,91.533,93.186,85.285,120.179,106.256,97.887,100.512,110.204,101.264,106.323,119.353,94.929,89.185,105.968,97.714,90.418,85.397,91.752,96.910,87.501,83.885,97.194,98.116,103.733
90,90.172,92.161,91.437,93.174,85.608,118.873,106.281,97.787,99.546,111.145,100.160,105.489,119.167,95.789,89.689,105.899,97.740,89.714,85.940,92.452,97.097,87.311,83.303,97.706,98.720,103.973
91,90.887,93.640,91.511,92.575,85.703,118.749,106.209,97.912,99.321,110.055,100.792,105.544,118.768,95.373,89.108,105.646,97.142,89.906,85.966,92.629,97.518,87.216,84.325,97.314,97.812,104.369
92,90.125,93.607,91.763,91.679,86.149,118.884,107.135,98.183,99.153,110.265,99.903,105.938,119.431,94.812,90.665,106.366,97.467,90.405,85.562,92.492,96.722,87.755,83.587,97.815,98.300,104.160
93,90.477,93.296,91.342,92.796,85.543,119.413,105.542,98.486,99.600,109.761,100.295,105.801,118.853,95.703,89.283,106.133,97.136,91.221,85.335,92.491,97.090,87.689,84.192,98.787,97.715,104.398
94,90.265,93.341,91.166,92.537,86.296,118.744,105.758,97.914,99.812,109.855,100.323,105.789,119.019,95.612,89.084,105.271,97.168,90.459,85.820,92.790,98.124,87.839,84.055,97.700,98.828,104.470
95,90.646,93.716,91.646,92.291,85.723,119.765,105.989,97.995,99.693,109.988,100.583,106.246,118.772,95.629,90.148,106.497,97.636,91.309,85.638,92.482,96.563,86.975,84.295,97.490,97.383,103.947
96,90.400,93.448,91.288,92.956,86.211,118.556,105.767,98.208,99.865,110.538,100.476,105.855,118.861,95.754,89.143,105.480,97.383,90.436,84.905,92.328,97.430,87.486,84.312,98.130,98.587,104.655
97,90.501,93.190,91.477,92.120,86.163,118.239,105.548,97.009,99.454,109.493,99.705,105.749,119.076,94.665,89.899,105.986,97.161,89.957,86.000,91.940,96.689,87.385,83.748,98.045,98.269,103.320
98,90.496,93.427,91.243,92.663,85.818,118.559,104.487,97.525,99.220,111.325,101.061,105.466,119.693,94.652,89.452,106.563,97.681,90.617,85.278,93.086,97.943,87.141,84.106,97.490,98.404,104.969
99,90.899,92.306,91.256,92.747,86.159,118.524,104.372,97.764,99.336,109.941,100.851,106.391,118.548,95.302,90.180,106.662,96.292,91.349,85.555,92.264,96.770,87.263,84.260,97.312,98.163,104.231
100,90.496,93.294,91.496,93.094,86.170,118.295,105.584,97.368,99.949,110.237,99.550,106.226,117.825,94.812,90.290,105.230,97.179,90.906,85.598,92.265,97.368,87.527,84.332,97.974,98.013,104.315
101,90.754,93.351,92.051,92.858,85.959,118.767,105.511,98.565,99.333,110.284,100.307,105.581,118.253,94.371,90.052,105.851,97.125,90.669,85.862,91.880,97.632,86.624,83.733,97.748,98.376,104.278
102,90.196,92.780,91.298,92.521,85.887,118.698,105.286,97.167,99.131,110.216,101.170,106.142,118.743,95.251,90.176,105.143,97.502,90.620,85.111,91.796,96.829,87.358,83.604,97.205,98.557,104.541
103,90.889,93.514,90.821,92.244,86.010,118.076,105.560,97.537,99.646,110.142,100.667,106.236,118.259,95.142,90.632,106.441,97.229,90.709,85.762,92.432,96.580,87.716,84.295,97.103,98.045,103.446
104,90.376,94.107,91.469,92.329,85.694,117.601,105.663,97.914,99.039,110.737,100.085,105.775,119.487,95.997,89.719,106.230,97.245,90.904,85.118,92.947,97.568,87.743,84.693,97.455,98.147,104.321
105,90.407,93.640,91.720,92.501,85.740,118.272,105.248,97.514,99.264,109.341,100.538,105.527,118.580,94.893,90.621,105.680,96.457,90.318,85.066,92.070,97.247,86.683,84.009,97.717,97.690,102.943
106,89.860,93.190,91.221,92.154,86.399,117.691,105.516,97.576,99.072,108.908,100.182,106.555,119.949,95.066,88.850,106.202,97.232,90.217,86.489,92.305,97.698,87.204,83.950,98.159,98.408,104.691
107,90.229,92.886,91.581,92.715,85.937,118.255,104.684,97.292,100.057,109.445,100.677,105.671,118.334,94.962,90.290,105.770,97.003,90.622,85.369,93.019,97.933,87.466,84.483,97.621,97.945,103.759
108,90.199,93.095,91.579,91.904,86.453,118.443,104.601,97.870,99.604,110.924,99.696,106.233,118.623,94.893,90.122,105.887,97.292,90.521,85.722,92.970,96.962,87.545,84.279,98.449,98.152,103.865
109,90.650,93.538,90.944,92.134,85.352,116.932,105.567,97.979,99.044,110.185,100.887,106.477,119.021,95.201,89.553,106.370,96.837,90.801,85.046,92.402,97.485,87.384,84.389,97.920,98.009,104.429
110,90.120,92.829,91.312,92.321,85.573,117.971,104.784,97.440,99.279,110.607,100.358,105.952,119.054,95.162,89.789,105.414,96.991,90.785,85.486,92.271,96.729,87.478,84.683,97.047,97.662,103.938
111,90.605,92.884,91.505,92.030,85.693,118.027,104.844,97.403,98.467,110.640,101.000,107.004,118.790,96.279,90.412,105.786,96.631,90.673,85.192,92.526,97.344,87.093,84.625,97.486,98.732,104.504
112,90.832,93.488,91.448,92.325,85.723,116.993,105.442,97.181,99.690,109.564,100.333,105.851,118.288,94.404,89.967,105.476,97.123,90.872,85.383,92.090,96.983,86.526,83.925,97.668,98.524,103.955
113,90.418,92.592,91.526,92.719,85.932,116.976,105.573,97.444,99.630,110.002,100.255,105.452,118.527,94.589,89.871,104.784,96.843,90.615,85.234,92.414,97.190,87.744,84.923,97.775,97.649,103.758
114,91.040,94.090,90.861,91.749,86.598,116.860,105.418,97.456,99.623,110.422,100.866,106.239,118.932,95.650,90.354,105.582,97.614,90.631,85.705,91.929,96.701,87.227,83.168,97.771,97.757,103.977
115,90.343,93.479,91.060,92.305,85.394,117.633,105.147,97.238,99.760,111.000,100.264,106.022,119.001,95.063,89.752,105.759,97.116,92.002,85.511,92.127,97.012,87.134,84.697,97.321,98.696,104.024
116,90.118,93.052,90.862,92.182,85.161,117.125,104.175,97.329,99.436,110.339,101.274,106.726,118.821,94.218,90.227,105.669,97.615,91.204,85.754,91.699,97.214,87.265,84.060,98.528,98.621,103.899
117,90.113,93.270,91.991,91.756,85.982,117.010,105.576,97.868,99.303,110.289,100.443,105.962,118.670,94.701,90.379,105.878,97.116,90.573,85.455,92.987,96.663,87.342,84.372,97.158,98.772,103.688
118,90.355,92.730,90.695,92.188,85.242,117.577,104.930,96.870,99.586,109.443,100.842,106.140,119.249,94.891,89.827,106.506,97.586,90.349,85.025,91.959,96.496,87.172,83.885,97.907,97.762,104.290
119,90.230,93.173,90.985,92.379,86.511,117.539,105.679,97.519,99.785,109.332,99.953,106.417,118.506,94.792,89.546,106.262,97.354,90.089,85.634,93.324,97.610,86.971,84.110,97.884,98.682,103.998
120,91.081,93.498,91.364,92.878,85.873,117.672,105.097,97.625,99.168,109.509,100.604,106.084,118.122,95.234,90.241,105.770,97.862,89.868,85.235,92.243,97.530,87.742,83.781,97.293,98.599,103.700
121,90.801,93.173,91.416,92.980,85.750,117.404,104.457,97.711,98.529,111.386,99.969,105.745,119.250,95.622,90.101,105.292,97.316,90.452,85.652,92.591,96.131,86.527,84.101,97.406,97.984,104.066
122,89.939,92.995,90.764,91.780,85.552,118.051,105.717,98.132,98.669,109.393,100.389,105.954,118.481,95.744,89.677,105.722,96.566,90.251,85.435,92.060,96.648,87.763,84.384,97.273,98.243,104.210
123,90.324,92.384,90.664,92.900,85.320,117.332,104.707,96.910,98.768,109.552,100.483,105.674,117.687,95.360,90.328,105.745,96.927,90.434,85.265,91.957,97.249,86.934,83.467,97.565,97.524,103.705
124,89.905,92.872,91.456,91.854,86.733,116.627,105.266,96.595,98.586,109.263,100.066,105.816,118.997,95.878,89.670,105.706,97.193,90.074,85.357,92.014,96.952,86.956,83.933,97.559,97.840,104.848
125,90.305,94.095,91.270,93.407,86.264,116.903,105.047,97.363,99.485,109.908,100.127,105.915,119.477,94.541,89.794,105.549,97.363,90.094,86.140,91.780,96.974,87.811,84.372,97.239,97.013,103.922
126,90.120,93.417,91.375,92.501,85.645,117.309,104.989,97.169,99.117,109.751,100.356,104.995,119.503,95.411,90.522,106.037,97.305,90.626,85.775,91.538,97.304,86.742,84.805,97.969,98.239,104.211
127,89.418,93.782,91.210,92.016,86.721,117.337,105.303,97.514,99.646,110.590,99.851,105.996,119.134,94.348,89.824,104.894,97.518,90.953,84.777,91.673,96.083,87.344,84.443,97.899,98.257,103.827
128,90.243,93.450,91.398,92.729,85.983,117.108,104.670,97.340,98.958,110.294,100.137,105.581,117.837,95.482,89.600,105.416,96.781,90.749,85.940,92.568,97.967,87.312,84.308,97.810,98.239,104.249
129,90.239,93.270,91.444,91.451,85.742,117.325,104.375,97.498,98.793,109.547,99.870,105.069,119.719,95.170,90.379,106.501,96.579,90.884,84.760,91.655,97.048,87.998,83.604,97.907,98.080,104.812
