 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
1740,73.398,66.406,80.878,78.867,77.320,102.234,77.803,114.493,135.873,108.792,132.374,106.710,121.821,91.317,101.147,98.803,104.740,139.348,130.922,109.144,144.718,77.116,74.308,116.673,75.718,83.639,101.406,127.177,161.552,85.030,85.926,126.020,98.398,102.862,119.135,82.742,106.823,101.542,87.444
1741,73.550,66.247,80.650,79.613,77.756,100.312,79.591,115.449,135.411,108.889,132.476,107.419,121.954,89.315,100.726,99.770,105.089,138.696,129.694,110.285,144.305,77.153,72.313,113.751,74.762,83.593,101.913,127.855,162.991,85.472,85.888,126.556,97.559,101.559,119.721,82.292,105.565,99.214,86.514
1742,73.509,66.258,80.591,79.671,77.587,101.879,78.128,114.823,135.355,107.460,135.550,107.257,121.162,91.226,101.212,98.650,103.899,138.682,128.787,108.955,142.932,78.106,73.185,112.793,74.563,83.104,102.300,127.823,163.487,85.098,85.423,125.957,97.314,100.559,123.160,82.058,105.241,99.985,88.055
1743,73.297,65.916,80.866,81.891,78.234,101.208,78.406,115.467,135.603,105.563,134.572,105.614,120.400,90.544,100.711,98.402,104.262,141.238,127.002,110.698,145.212,77.831,71.488,114.848,74.949,82.786,102.392,128.113,162.806,84.481,85.558,126.003,98.924,106.136,120.738,82.742,106.039,101.701,87.432
1744,73.068,65.140,80.921,81.377,78.794,103.515,78.347,115.177,134.000,105.686,133.543,105.509,119.392,90.761,100.697,98.500,104.808,139.202,128.123,109.897,144.032,76.957,72.564,114.304,75.274,83.554,101.761,127.484,162.242,84.742,85.449,125.519,99.320,107.848,121.189,81.884,105.612,101.598,87.444
1745,73.103,65.645,82.126,84.446,78.142,102.260,78.347,115.270,134.741,105.697,133.022,105.404,120.154,90.991,100.472,97.992,104.670,139.601,126.490,108.973,143.822,77.585,73.284,112.822,75.004,82.614,102.631,127.617,163.321,84.638,85.458,124.843,98.014,105.801,121.934,81.845,106.060,100.284,88.006
1746,72.421,66.280,81.150,88.862,78.508,102.900,78.122,114.463,134.056,106.267,133.431,106.644,121.026,90.748,101.556,98.112,104.311,138.902,125.983,110.674,142.403,77.658,73.645,118.584,74.924,82.510,102.310,126.445,161.328,85.588,85.744,125.288,97.743,104.504,118.668,81.895,105.362,100.376,87.444
1747,74.033,66.198,81.933,87.286,77.030,100.736,78.309,115.193,133.744,106.481,132.086,106.749,121.374,91.239,101.077,98.811,104.101,138.826,127.385,109.137,143.845,76.987,72.659,115.819,75.152,82.828,101.660,128.029,162.328,84.650,86.256,125.519,97.452,102.090,120.180,82.484,105.440,100.114,86.869
1748,72.843,65.449,80.575,85.488,76.791,103.273,79.088,115.216,134.085,104.938,131.946,106.222,120.795,91.831,100.013,98.104,104.323,137.928,127.243,108.921,144.667,77.262,71.962,117.131,75.195,83.869,102.784,127.975,162.550,84.760,85.080,126.459,97.028,102.404,120.074,82.558,105.828,99.476,87.492
1749,73.118,65.841,81.280,84.496,77.060,100.030,77.812,115.640,133.518,104.995,132.412,105.551,120.833,90.239,100.618,98.455,104.033,138.718,126.544,111.172,142.121,76.977,72.142,117.979,75.271,82.439,101.920,128.715,162.794,84.561,85.359,125.875,97.358,100.814,119.361,82.516,105.966,99.904,89.036
1750,73.297,65.804,81.421,82.806,77.650,101.325,78.122,114.247,133.961,105.622,132.495,105.991,120.144,90.425,99.848,97.872,103.855,136.870,126.522,108.632,142.225,77.645,72.488,114.406,74.513,82.006,102.202,127.145,162.450,84.911,85.856,125.915,97.181,99.704,120.381,82.237,105.224,99.118,87.073
1751,73.115,66.004,81.736,82.525,77.592,102.489,79.000,114.582,133.101,105.463,132.799,105.967,120.246,90.414,100.581,98.437,105.157,138.633,127.002,109.443,143.424,77.641,72.374,111.825,74.993,81.759,102.838,126.118,162.878,85.068,86.157,125.556,97.495,99.468,121.266,82.313,105.638,100.480,88.456
1752,73.367,66.222,80.764,81.549,76.847,101.996,78.241,114.647,133.406,104.802,132.013,106.287,120.603,91.178,100.355,98.573,104.204,138.495,125.554,109.952,143.407,77.638,73.351,112.008,73.884,81.636,102.270,127.484,159.820,84.825,85.779,123.934,97.444,97.622,120.734,82.574,105.547,98.321,87.322
1753,73.198,65.690,80.858,80.966,77.090,100.593,79.028,115.086,133.121,105.519,133.687,106.644,120.103,90.720,100.130,98.224,104.658,137.648,126.233,110.667,143.394,77.223,72.336,111.136,74.744,81.038,102.472,127.749,160.896,85.190,84.667,124.670,96.726,97.715,120.139,82.026,105.642,98.697,87.465
1754,73.322,65.566,80.150,80.109,76.160,101.784,78.075,115.311,133.214,107.907,132.351,105.731,121.159,90.486,99.692,99.781,105.009,138.019,126.512,109.158,142.831,76.339,72.024,109.864,75.181,81.609,102.303,128.971,165.009,83.751,85.522,124.043,97.424,97.225,120.447,82.250,105.112,97.657,86.395
1755,73.233,66.256,81.335,80.653,77.392,102.351,78.609,114.235,135.039,104.599,132.160,107.260,120.644,89.894,99.996,98.610,104.583,139.163,125.377,108.931,143.006,78.017,73.441,109.589,75.552,81.594,102.235,127.924,161.390,84.730,86.394,125.464,97.122,96.780,121.135,81.808,105.233,99.177,87.751
1756,72.946,69.219,80.957,81.149,78.102,101.753,79.144,115.928,134.093,105.255,133.029,106.877,120.772,91.976,100.299,98.927,103.895,138.616,124.934,110.041,149.231,76.960,72.483,110.361,74.899,81.361,103.723,127.059,163.132,86.507,86.151,126.236,96.760,96.673,121.742,82.316,104.724,99.985,88.596
1757,72.988,83.318,82.382,80.125,76.879,102.580,79.191,115.323,134.789,105.710,133.671,106.626,121.549,91.410,100.594,98.959,105.033,138.709,125.387,110.746,201.049,78.163,72.313,113.003,75.061,81.076,113.465,128.681,163.725,85.700,91.577,131.276,98.181,95.981,121.873,82.539,105.789,104.365,102.134
1758,72.983,77.819,82.154,80.117,76.717,102.632,79.078,115.765,134.163,106.077,133.693,106.937,121.895,90.050,100.492,98.120,104.326,137.163,125.289,109.976,174.962,76.761,72.929,111.853,74.509,81.295,106.235,128.138,163.395,85.504,89.019,127.011,97.130,96.695,121.201,82.047,107.345,106.446,96.176
1759,74.983,72.406,83.236,80.536,77.615,101.697,78.566,116.042,133.428,108.517,138.933,106.024,123.669,94.286,105.404,100.435,106.307,138.722,126.694,115.931,163.157,77.764,72.749,110.175,75.141,80.154,104.829,127.496,162.834,84.715,86.705,125.815,98.368,97.707,120.947,84.097,108.841,104.251,91.681
1760,109.346,85.594,82.449,82.117,83.608,104.545,79.575,116.618,134.727,196.041,210.543,137.317,212.133,143.475,162.400,140.388,128.042,152.524,193.458,187.351,246.091,80.658,84.284,123.115,83.289,83.201,155.732,131.764,171.686,98.053,103.003,138.120,102.938,114.857,124.832,103.513,184.461,104.779,106.650
1761,100.990,85.292,81.118,81.430,82.494,102.714,78.100,115.877,134.732,196.378,187.364,168.021,202.690,132.523,150.115,133.545,116.998,150.257,212.495,162.598,235.235,78.359,86.014,118.812,84.585,82.910,142.624,128.936,168.367,94.380,99.263,131.983,100.105,110.230,121.578,95.624,175.082,103.996,103.635
1762,88.241,77.912,81.909,80.045,80.462,101.727,78.450,115.588,133.935,168.571,163.636,142.467,168.185,110.937,129.560,117.004,109.679,143.210,187.458,134.041,212.807,77.914,84.564,112.953,81.480,81.994,123.347,128.609,164.363,89.510,91.628,127.966,99.594,105.433,122.680,88.663,144.280,102.513,98.526
1763,81.998,73.669,81.012,79.934,77.981,102.147,78.684,115.304,133.423,146.612,148.780,128.790,144.923,100.577,117.538,107.939,106.407,139.913,167.569,121.691,189.780,76.787,79.531,112.723,77.578,81.266,113.061,128.961,163.861,86.460,88.628,127.681,98.257,104.077,121.262,84.782,123.858,100.996,93.426
1764,77.513,70.004,81.287,79.456,77.842,102.511,78.012,116.054,134.315,132.740,143.176,118.530,134.051,95.039,110.840,102.276,105.183,139.435,153.713,115.179,174.148,78.402,77.218,113.264,77.606,81.761,106.624,127.300,163.189,85.593,86.574,125.068,98.616,107.821,121.135,83.145,114.060,102.568,91.274
1765,76.369,68.155,81.146,79.284,78.561,102.398,77.944,115.367,133.558,123.093,137.179,114.964,127.864,93.247,105.868,100.909,104.220,138.575,143.980,111.519,163.890,77.571,76.697,113.997,76.090,82.251,104.685,126.253,163.737,84.724,86.718,125.442,97.584,108.504,120.607,81.958,110.297,100.351,88.875
1766,74.282,67.888,80.827,81.528,78.541,102.602,78.713,116.607,137.149,120.229,135.042,113.629,124.013,91.761,103.844,99.587,104.321,139.174,140.047,111.636,157.042,77.130,75.280,113.848,76.108,82.388,104.221,128.378,163.339,85.045,85.048,125.527,96.859,106.015,122.590,82.674,107.000,101.631,87.954
1767,73.870,66.957,80.677,80.594,77.787,101.519,77.772,117.596,150.885,116.216,135.185,110.740,122.972,91.501,103.539,100.953,104.974,137.594,134.632,110.784,152.504,78.123,75.256,112.366,76.188,82.799,103.394,129.821,163.374,85.377,86.849,124.105,98.415,102.954,121.381,82.261,105.970,101.376,87.216
1768,73.371,66.935,80.689,80.570,78.218,102.394,78.591,115.619,144.870,112.008,135.093,108.994,122.085,91.659,102.231,99.449,104.948,137.386,133.620,110.704,149.275,78.050,73.360,113.461,75.747,81.469,103.364,127.975,161.741,85.318,85.061,126.265,97.389,100.073,121.541,81.774,106.940,99.395,89.310
1769,73.348,66.417,81.787,80.634,77.606,101.866,79.137,115.184,141.730,109.419,134.722,107.859,123.138,91.774,100.992,99.000,104.768,139.268,130.627,108.619,149.034,78.306,72.540,113.157,75.726,81.062,101.596,127.236,161.942,85.142,85.587,125.664,97.389,98.322,119.443,81.687,106.616,100.708,87.258
1770,73.208,66.118,80.150,80.939,76.791,103.312,78.250,114.070,138.183,107.617,133.725,107.491,121.441,90.640,101.361,98.295,103.782,139.272,128.926,110.058,145.278,78.243,72.948,111.785,74.599,81.757,101.646,127.602,163.226,84.193,86.279,125.202,96.533,97.991,121.160,82.471,106.138,100.871,87.653
1771,73.144,66.146,80.858,79.066,77.162,102.065,78.691,115.400,136.828,107.627,130.875,106.587,120.921,90.479,101.521,98.260,104.019,138.614,128.358,108.876,144.924,78.405,72.436,111.555,75.054,81.666,102.103,127.860,164.125,85.086,84.744,125.319,96.940,97.956,120.811,82.095,106.496,100.351,87.675
1772,73.367,65.884,81.972,78.809,76.958,102.411,78.531,115.649,135.335,107.290,133.601,106.296,120.923,91.095,101.148,98.758,103.691,136.845,127.074,108.265,143.617,78.289,72.502,111.524,74.939,80.705,102.087,127.722,163.134,85.086,85.538,125.838,96.946,97.884,121.320,82.055,105.125,100.627,87.821
1773,72.499,66.432,81.626,78.727,76.928,102.645,78.491,114.863,137.144,105.794,131.105,106.341,121.518,90.482,100.620,98.915,103.621,138.384,126.429,109.220,143.934,76.761,72.976,110.976,74.224,81.540,100.840,128.934,164.552,85.519,84.513,125.185,95.771,97.976,121.570,81.634,106.142,98.756,87.319
1774,72.913,65.308,80.587,78.796,76.645,102.615,77.881,116.091,136.406,106.393,131.748,106.479,120.641,90.787,101.060,98.795,105.251,137.157,126.743,108.770,143.619,77.827,72.175,111.453,75.415,81.849,101.972,127.872,163.152,84.439,85.920,125.652,96.656,96.935,121.811,83.013,106.026,98.528,87.766
1775,73.091,65.753,82.071,79.361,77.193,101.671,77.409,115.042,135.048,105.663,133.073,105.530,119.785,89.885,100.430,98.612,104.225,138.675,124.436,108.165,143.803,76.661,72.156,110.421,75.570,80.973,101.955,126.943,162.233,84.341,85.481,123.641,97.214,95.760,120.512,82.066,105.263,100.546,87.514
1776,73.895,65.753,82.677,79.151,78.021,101.030,78.497,114.498,133.772,105.393,130.776,107.263,119.536,91.035,100.780,97.701,104.548,138.444,125.059,108.615,143.008,77.086,72.555,110.937,74.982,81.035,101.763,126.059,161.695,84.481,84.696,126.282,95.906,94.780,118.705,82.958,105.897,99.258,87.432
1777,73.115,66.277,80.862,79.233,76.114,101.238,78.219,115.723,133.411,105.563,131.259,106.347,120.200,90.484,100.404,98.110,103.363,139.314,125.740,109.048,141.742,77.801,71.393,109.503,74.307,80.665,101.538,126.285,161.416,84.332,85.074,124.527,96.308,94.020,120.303,82.387,104.922,98.225,87.447
1778,73.033,65.157,80.067,78.613,76.325,101.273,78.600,115.209,132.963,104.784,133.048,106.290,118.990,89.870,100.288,98.000,103.967,138.626,126.096,109.162,143.184,77.445,72.379,109.225,75.202,80.323,101.110,126.511,161.935,85.193,84.913,123.655,97.139,95.199,121.221,81.497,103.815,98.745,87.316
1779,73.270,65.482,80.610,79.812,76.575,101.242,78.944,115.302,135.082,104.771,133.026,105.572,120.305,90.204,100.299,98.677,103.522,136.605,125.583,108.488,142.799,77.442,71.427,109.840,74.278,81.411,100.531,128.366,162.247,85.249,85.426,125.313,96.596,95.218,120.430,82.126,105.297,99.273,88.514
1780,72.540,65.228,81.516,78.873,76.773,100.104,79.006,115.561,134.600,105.985,132.288,107.012,119.731,90.336,100.152,97.602,105.293,136.554,125.326,108.784,142.665,77.615,72.265,110.267,76.217,81.753,100.366,128.474,162.169,84.546,85.353,123.900,96.068,96.112,121.082,81.326,104.677,98.402,86.769
1781,72.447,66.667,81.055,77.520,76.276,102.082,77.778,115.409,132.468,105.362,132.351,106.269,119.564,89.987,99.515,98.195,103.440,138.824,125.181,108.371,142.650,77.694,73.725,109.825,75.520,82.164,100.953,127.668,162.432,84.134,84.965,125.547,96.690,95.256,121.447,81.413,105.608,98.657,87.106
1782,72.734,65.230,81.118,78.976,76.682,102.052,78.306,114.739,133.242,104.388,131.831,105.865,120.367,90.835,100.278,98.039,104.885,136.930,126.395,109.203,140.985,77.462,71.687,108.793,75.260,81.789,101.467,127.221,162.353,85.071,84.679,124.877,96.777,95.112,119.594,81.855,105.069,98.354,87.568
1783,73.443,66.118,81.264,78.573,76.497,100.853,78.903,114.244,134.580,105.442,131.486,106.335,120.356,90.907,100.637,98.254,103.799,136.766,125.270,108.904,143.477,76.807,72.289,109.966,75.769,81.279,101.085,126.708,162.360,85.217,84.875,126.000,97.526,95.186,120.885,81.958,105.422,100.011,87.304
1784,73.814,65.411,81.110,79.342,76.265,100.169,78.181,116.433,133.825,104.967,132.256,106.701,119.218,90.453,99.925,98.189,105.574,139.531,125.583,108.663,143.456,76.934,73.791,110.628,75.191,81.555,101.549,125.295,161.062,84.599,83.958,125.444,96.333,94.073,121.283,81.939,105.384,98.055,87.672
1785,73.600,65.342,81.417,79.477,76.360,100.593,78.803,114.446,134.079,103.589,132.895,105.536,120.451,89.803,100.201,97.691,104.489,138.533,125.206,108.797,142.915,77.631,71.943,108.131,74.505,81.399,101.120,127.794,161.864,84.754,85.965,124.954,97.241,94.044,122.689,81.603,105.190,98.513,87.067
1786,73.276,65.716,81.713,78.414,76.037,101.351,77.562,115.351,134.386,105.982,133.070,106.922,120.605,90.590,100.158,97.888,104.098,137.650,124.762,108.814,141.750,77.664,72.365,108.476,74.975,81.122,100.885,126.319,163.208,85.261,84.333,125.051,95.909,94.392,120.488,81.813,103.780,98.066,88.106
1787,73.854,65.951,81.287,78.621,76.097,101.065,78.631,114.823,132.572,104.419,132.850,106.940,120.690,90.145,99.611,99.199,104.379,136.439,125.201,109.447,142.195,77.156,73.038,107.777,74.336,81.783,100.798,128.174,163.083,83.961,85.647,124.977,96.144,94.763,121.205,81.934,107.004,99.546,86.498
1788,73.027,65.312,80.795,78.981,76.684,100.762,78.491,114.679,132.575,105.005,131.329,105.515,119.946,89.774,100.169,98.224,104.719,137.047,125.900,108.124,142.530,77.738,71.749,109.010,74.567,81.501,101.303,127.467,161.739,85.217,85.343,125.972,96.915,94.748,121.045,80.713,104.608,99.277,86.830
1789,73.068,65.905,80.917,78.719,76.058,101.203,78.412,115.802,132.183,104.409,131.949,106.841,120.292,90.885,100.581,97.665,104.852,137.227,124.801,107.976,144.008,77.754,71.877,108.421,73.924,82.209,101.573,126.799,161.633,85.626,85.394,125.185,97.026,94.625,120.746,82.208,105.431,99.550,87.559
1790,72.984,65.462,81.394,79.329,76.362,101.424,78.078,114.853,134.837,104.748,131.901,105.886,119.449,90.627,100.081,97.756,104.356,139.025,125.370,108.598,142.655,76.980,73.104,110.264,75.152,81.948,101.944,127.771,162.118,84.433,85.689,125.239,96.317,94.705,119.385,80.884,103.052,99.332,87.350
1791,72.482,65.675,80.083,78.934,76.617,101.623,78.659,114.802,132.994,105.506,131.927,106.210,121.131,90.451,100.284,98.250,104.473,138.938,125.267,109.948,142.114,76.870,72.706,108.948,74.924,81.297,101.451,127.445,162.443,85.475,85.087,124.980,96.002,93.850,121.090,81.489,105.293,98.524,87.243
1792,72.383,64.800,81.323,78.812,77.910,101.420,79.203,115.186,132.946,103.733,131.914,107.754,120.818,90.954,100.331,98.053,103.782,138.227,125.321,108.385,141.191,77.299,71.834,108.707,74.693,81.872,101.094,126.577,161.051,85.045,85.763,125.481,96.341,93.407,120.328,81.984,105.659,97.985,87.304
1793,73.431,65.680,80.697,78.849,76.889,101.190,77.953,115.374,133.437,105.031,133.000,105.575,117.954,90.627,99.622,98.171,103.932,138.274,125.096,108.488,143.642,76.744,71.545,110.374,74.758,82.399,101.223,126.590,160.231,84.531,84.234,124.601,97.786,94.078,120.717,82.516,105.267,99.177,87.626
1794,73.068,65.755,80.555,78.268,76.861,100.831,78.787,114.730,134.386,104.787,131.920,105.970,120.215,91.180,100.348,97.652,104.068,137.892,123.968,111.316,141.557,77.269,71.758,108.238,74.588,82.342,100.134,129.022,162.256,86.125,85.696,125.476,96.054,93.199,121.635,80.626,105.690,98.542,87.137
1795,73.600,65.778,79.264,78.385,77.687,101.823,78.034,114.525,131.927,103.882,132.754,106.578,119.021,90.249,99.827,98.087,105.276,139.055,125.716,109.533,142.581,77.110,72.820,109.304,74.899,83.710,101.676,126.622,161.945,85.045,85.782,124.527,96.706,95.295,120.074,82.037,105.026,99.155,87.571
1796,72.909,66.185,80.697,78.910,76.281,100.268,78.113,114.935,132.375,104.943,131.930,106.413,120.749,90.490,100.633,97.707,104.005,138.304,125.703,108.684,141.489,77.093,72.507,108.984,75.538,82.722,101.195,128.541,162.654,84.374,85.054,124.886,96.927,93.722,119.434,81.758,105.000,98.649,88.416
1797,72.691,65.968,80.748,79.501,76.478,101.879,78.225,114.872,133.034,105.792,133.802,104.599,120.921,89.898,100.526,97.738,104.705,138.446,125.561,109.942,142.578,77.688,72.346,107.979,74.971,83.889,100.415,127.428,161.848,85.291,84.821,124.801,97.212,94.077,119.295,81.492,105.108,97.568,87.778
1798,72.856,65.673,79.984,78.218,77.457,101.797,77.916,115.258,133.476,105.442,131.827,105.365,118.885,90.230,100.137,98.467,104.133,138.788,125.733,108.835,142.574,77.784,71.773,109.086,75.347,82.873,101.052,126.629,161.905,84.644,86.362,125.379,96.226,94.153,119.537,82.595,105.776,98.240,86.888
1799,72.969,65.652,81.205,77.952,76.271,101.900,78.497,114.654,133.093,105.003,132.709,105.775,120.567,89.124,100.665,97.472,104.508,138.013,125.152,109.567,142.248,77.897,73.137,108.935,75.386,83.627,101.984,125.658,161.806,85.125,86.426,125.137,96.701,94.135,121.402,81.763,105.504,98.542,86.891
1800,73.695,65.609,81.630,78.889,77.742,102.887,78.300,117.293,134.062,105.784,140.776,106.698,120.382,90.371,100.897,98.177,104.581,138.459,127.654,112.845,142.583,77.452,73.190,113.984,75.661,88.382,101.986,127.329,162.503,84.819,86.468,126.447,107.423,96.220,121.123,81.758,105.935,100.129,87.240
1801,73.204,65.849,81.697,79.048,76.986,102.476,79.481,116.140,132.611,105.841,137.626,106.746,120.292,90.811,100.549,98.537,104.400,138.473,126.956,110.797,141.975,77.694,71.844,114.010,75.682,87.151,101.289,126.150,162.732,84.258,85.179,124.510,104.378,93.496,119.594,82.132,106.168,98.232,87.103
1802,72.755,65.471,80.051,78.427,76.295,101.368,79.284,116.404,133.608,104.270,134.575,105.874,120.636,89.440,99.921,97.656,104.110,139.166,125.929,109.536,143.186,76.542,71.654,112.340,74.386,85.426,101.399,127.899,163.035,84.246,84.795,124.855,101.132,92.811,120.275,81.405,105.586,99.343,86.742
1803,72.930,65.667,80.650,79.485,76.473,99.788,79.309,115.867,133.358,105.990,134.665,106.710,121.354,90.842,100.133,97.701,103.251,138.365,125.939,110.302,141.282,78.349,71.934,112.490,74.570,84.863,102.399,127.128,162.746,84.205,84.426,124.689,102.193,93.797,119.615,82.582,103.862,99.664,87.036
1804,73.089,65.680,80.819,79.379,77.376,101.688,78.569,115.637,131.304,105.373,137.227,105.575,120.882,90.581,99.991,98.738,103.803,138.085,125.123,110.436,141.445,77.233,72.398,114.270,74.794,87.897,101.319,127.324,161.527,84.869,86.058,124.624,105.697,95.494,120.840,82.861,106.082,100.362,88.064
1805,73.068,65.974,81.051,78.459,76.580,101.420,78.628,114.542,131.786,106.776,134.534,106.240,120.056,90.217,100.679,97.917,104.384,138.648,123.961,109.027,141.989,77.419,73.156,112.929,74.715,86.437,101.174,126.914,162.582,84.852,85.154,125.242,103.906,95.141,121.107,81.479,103.987,97.945,87.888
1806,74.066,65.989,80.965,78.735,76.631,101.290,78.725,114.835,133.197,105.481,134.457,106.048,120.326,90.570,100.727,98.045,104.304,137.794,125.255,110.412,142.551,77.654,72.948,116.309,74.491,86.761,100.577,126.064,161.582,84.276,85.692,124.923,105.621,97.899,120.381,82.974,106.099,99.133,86.450
1807,73.427,64.972,79.193,78.777,77.327,102.312,78.359,116.168,134.180,104.985,137.361,106.201,120.790,91.458,100.607,98.533,103.169,136.622,125.941,109.495,143.242,78.233,72.299,116.346,75.744,89.110,101.777,127.769,161.878,85.442,84.917,125.313,110.128,102.687,119.922,81.234,106.375,99.148,87.663
1808,76.503,67.288,79.673,79.942,78.023,102.390,79.191,115.458,133.842,110.129,147.633,106.452,124.918,94.319,107.400,102.754,107.527,138.900,125.463,120.285,156.021,77.272,74.000,120.165,75.282,87.449,105.911,126.985,165.286,86.451,85.279,126.063,111.019,103.905,120.422,86.305,111.823,98.782,88.380
1809,86.697,79.428,81.618,80.645,79.021,105.004,79.469,115.726,133.335,127.365,177.674,106.704,132.718,107.577,132.282,111.518,111.642,140.813,128.419,152.540,225.453,78.186,76.555,127.134,76.975,88.914,129.965,129.285,183.721,95.807,92.615,133.348,113.257,110.526,119.877,91.618,127.728,102.384,94.432
1810,80.643,74.484,80.299,79.793,78.622,101.186,78.481,114.911,134.203,118.198,154.211,106.114,125.005,98.033,118.412,104.746,106.979,139.102,125.642,133.612,199.436,78.302,75.701,120.188,75.650,86.658,115.254,127.197,171.028,90.890,87.516,127.587,109.187,106.680,119.098,87.195,115.009,101.686,89.900
1811,75.812,71.247,81.791,78.602,76.877,100.900,80.034,114.526,133.228,110.103,143.387,106.482,122.513,91.859,109.758,100.976,104.857,138.361,125.272,118.309,173.335,77.591,74.716,117.895,75.542,86.733,106.810,128.646,167.917,87.852,85.840,125.615,104.924,102.894,120.783,83.013,107.384,100.325,88.742
1812,74.783,68.116,80.965,79.846,77.165,101.584,78.969,115.793,132.758,107.676,137.473,106.407,121.744,92.024,105.400,99.012,104.255,138.692,124.027,112.653,161.199,77.439,73.223,119.335,74.531,86.799,103.688,125.985,163.949,85.493,85.705,125.792,102.025,101.603,120.791,82.821,107.177,100.498,88.365
1813,74.379,67.520,81.602,79.594,76.733,101.394,78.859,114.898,133.425,105.982,134.409,105.500,121.059,90.247,101.756,98.293,104.693,137.754,124.650,112.069,153.311,78.043,74.057,116.647,74.805,84.394,102.883,126.381,163.152,85.507,85.859,125.348,100.765,99.678,120.037,82.195,104.759,100.716,88.505
1814,74.361,65.856,81.071,78.782,77.118,101.615,78.756,115.974,132.583,105.992,134.984,106.051,119.374,90.464,101.414,98.356,104.585,138.110,125.419,109.674,149.097,77.166,71.806,116.749,75.505,83.843,101.169,127.130,162.723,85.973,86.663,124.265,99.019,98.770,120.156,81.292,106.052,99.428,88.046
1815,73.095,66.520,79.996,78.859,77.262,102.892,78.581,114.719,132.096,105.805,132.447,107.898,120.464,90.174,101.207,98.744,103.248,137.688,125.162,109.189,145.602,77.282,72.934,116.233,75.473,84.483,101.732,126.604,162.266,84.941,83.856,126.835,99.028,98.503,120.057,81.958,105.078,100.306,87.100
1816,73.243,66.202,81.260,79.050,76.912,102.043,78.325,114.816,133.848,105.563,133.553,106.500,120.018,90.523,101.055,97.976,103.061,137.607,125.566,109.000,146.383,77.528,72.436,114.050,75.227,83.288,101.282,127.769,162.527,85.024,86.295,124.570,98.997,98.906,120.291,82.424,105.284,99.166,86.821
1817,72.868,66.417,83.697,78.668,76.879,100.961,78.722,116.902,136.907,105.100,134.607,107.093,119.669,90.228,101.214,97.945,104.108,137.599,124.887,109.072,144.106,77.568,72.929,116.073,74.957,82.957,101.939,128.319,161.598,84.573,84.798,124.117,97.536,96.554,120.246,81.579,105.422,101.458,87.450
1818,73.157,65.658,80.575,78.496,77.204,102.277,79.216,116.753,139.239,104.964,133.211,106.314,120.485,91.315,100.209,97.624,103.705,137.879,125.900,108.828,143.525,77.671,72.986,114.618,75.596,81.908,102.531,127.671,161.471,84.703,85.760,125.009,97.396,95.177,120.336,81.884,104.815,108.642,86.848
1819,72.981,65.402,82.535,80.284,76.411,101.104,79.131,115.970,135.045,104.157,132.527,106.177,119.369,90.766,100.996,97.949,104.082,137.739,125.610,109.474,143.515,78.017,72.043,111.657,76.347,81.580,102.026,128.115,162.503,84.789,85.663,126.011,96.588,96.213,120.320,82.155,105.272,106.590,88.261
1820,73.198,65.849,82.925,79.037,77.594,99.606,79.137,114.993,135.890,104.658,132.339,105.446,121.079,90.885,100.489,97.780,104.379,138.820,127.074,108.907,142.792,76.894,72.507,112.126,75.318,80.557,101.502,127.484,162.136,84.881,84.782,124.986,98.054,95.678,119.434,81.726,106.017,105.288,87.775
1821,73.136,66.538,81.543,80.345,76.879,102.874,78.072,116.598,133.394,105.103,131.466,105.482,119.859,91.295,100.477,98.327,104.021,137.157,125.370,109.955,143.100,78.050,72.422,110.414,75.213,81.465,102.066,126.533,163.122,84.475,83.962,125.268,96.924,95.068,120.561,81.145,106.056,104.244,85.964
1822,73.184,65.495,82.437,78.849,77.297,101.403,78.572,114.593,132.896,104.861,131.243,106.368,120.433,89.740,100.481,98.098,103.916,137.885,125.689,109.368,142.826,76.575,73.488,111.442,75.852,81.631,101.028,127.511,163.349,85.543,85.343,124.903,97.008,95.874,120.189,81.776,105.828,102.786,88.046
1823,73.480,65.845,82.181,79.241,76.747,101.680,77.519,115.986,133.535,106.239,131.540,106.970,120.028,90.356,99.555,97.988,104.719,136.803,125.074,108.447,142.886,78.053,71.976,112.594,74.274,81.667,101.934,127.403,161.975,85.389,84.788,124.590,96.498,95.172,120.865,81.626,103.228,102.768,87.480
1824,73.435,66.168,81.110,79.186,76.292,102.554,78.547,115.296,132.549,104.825,133.393,105.775,120.179,89.779,99.846,98.494,104.642,138.210,124.885,110.048,143.447,77.080,71.142,110.801,75.069,81.533,100.716,128.452,161.746,84.564,85.144,125.738,98.406,95.181,121.221,81.571,105.513,101.528,87.477
1825,72.717,66.387,81.984,79.403,77.494,102.134,77.963,116.233,134.127,105.188,133.952,106.386,120.656,90.343,101.102,97.781,103.482,137.830,125.669,109.110,142.157,78.223,71.986,113.369,75.895,81.469,102.786,128.231,162.547,85.478,85.647,124.949,98.348,94.792,120.283,81.700,104.009,101.446,87.474
