 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
34,40.710,40.085,32.596,33.538,23.473,24.129,23.801,36.826,36.624,29.101,23.686,24.374,24.297,27.277,20.597,24.257,25.191,34.878,22.820,25.872,22.483,21.066,22.273,19.072,20.443,20.556,23.087,18.737,21.394,21.980
35,41.295,41.183,34.147,34.792,23.699,24.127,24.209,38.066,37.264,30.777,23.400,24.255,24.330,27.779,20.588,24.139,25.147,36.450,22.864,25.546,22.395,20.930,22.225,19.097,21.063,21.165,24.442,18.756,21.239,21.941
36,41.918,41.502,34.871,34.910,23.934,24.231,24.440,37.836,37.051,29.849,23.820,24.295,24.448,27.426,20.446,24.124,24.875,35.856,22.821,24.975,22.592,20.755,22.350,18.946,21.110,21.464,25.221,18.737,20.945,21.816
37,41.434,41.262,34.268,34.869,23.728,24.099,23.845,37.187,36.330,30.381,23.997,24.255,24.733,27.466,20.824,24.302,25.258,35.009,22.713,24.953,23.385,21.689,22.293,19.268,20.762,21.049,24.766,18.701,20.997,21.935
38,41.416,40.734,33.452,34.714,23.632,23.819,23.345,36.857,36.330,29.929,23.706,24.241,24.513,27.733,21.135,24.506,25.212,32.905,22.694,24.518,23.889,22.322,22.371,19.457,20.398,20.853,24.251,18.888,20.903,21.698
39,40.870,39.998,32.125,34.238,23.626,23.706,22.563,35.311,36.030,29.829,23.603,24.251,24.582,27.294,20.907,24.551,25.130,30.919,22.814,23.579,23.856,22.161,22.510,19.367,20.478,20.737,23.667,19.055,21.006,21.766
40,40.822,39.605,30.873,33.750,23.206,23.226,21.832,33.945,35.579,29.935,23.438,24.065,24.385,27.069,20.737,24.506,24.995,29.234,22.569,22.944,23.699,21.391,22.282,19.282,20.233,20.525,22.810,18.935,20.990,21.618
41,40.524,38.551,29.101,33.655,22.937,22.581,21.845,32.866,36.086,29.226,23.919,24.412,24.646,27.414,20.612,24.544,25.264,28.158,22.567,22.448,23.278,21.106,22.333,19.025,20.050,20.373,23.108,18.989,20.926,21.490
42,39.830,38.127,28.443,32.528,22.644,22.136,21.560,31.696,35.548,29.563,23.820,24.150,24.293,26.882,20.439,24.440,24.900,27.135,22.540,22.189,22.935,20.798,22.286,19.016,20.062,20.259,22.658,18.789,20.787,21.644
43,39.835,37.919,28.452,32.589,22.715,22.087,21.902,31.468,35.777,29.404,23.362,24.074,24.175,26.716,20.308,24.384,24.943,28.545,22.669,22.607,22.506,20.824,22.174,18.851,20.487,20.408,23.126,18.834,20.758,21.605
44,41.273,40.463,33.349,34.112,23.038,22.540,24.054,34.928,36.680,29.528,23.532,24.335,24.360,26.714,20.464,24.212,25.022,33.766,22.748,24.162,22.402,20.930,22.414,18.980,21.275,20.991,24.355,18.777,20.894,21.724
45,40.500,39.989,32.971,33.541,22.881,22.532,23.190,34.183,36.147,30.289,23.539,23.834,24.147,26.777,20.363,24.402,24.963,31.973,22.584,23.685,22.193,20.858,22.268,18.903,20.957,21.103,23.840,18.728,20.758,21.612
46,40.311,39.431,31.873,33.455,22.944,22.540,22.491,33.294,36.015,29.047,23.615,23.814,24.079,26.853,20.327,24.453,24.975,29.779,22.630,23.056,21.837,20.836,22.303,18.921,20.698,20.895,22.900,18.785,20.677,21.874
47,41.556,41.442,35.088,34.302,23.323,23.031,24.712,35.408,37.812,29.666,23.577,24.029,24.591,26.838,20.500,24.368,25.040,37.117,22.851,25.602,22.307,21.439,22.417,18.939,22.132,21.509,23.931,18.703,20.852,21.753
48,41.800,41.837,35.116,34.900,23.552,23.131,24.981,35.974,37.523,31.597,23.463,23.808,24.585,27.317,20.400,24.201,25.017,35.716,22.849,25.279,22.289,21.388,22.315,19.000,21.960,21.368,24.082,18.787,20.852,21.464
49,41.383,40.825,34.252,34.386,23.286,22.828,23.671,35.215,36.000,31.474,23.866,23.608,24.308,26.927,20.701,24.515,25.276,33.446,22.788,24.298,23.123,21.726,22.490,19.027,21.453,21.067,23.571,18.714,20.861,21.410
50,41.327,40.015,33.103,33.779,23.055,22.554,22.981,33.962,34.619,29.825,23.787,23.807,24.308,26.998,20.692,24.346,25.191,31.158,22.840,23.557,22.805,21.541,22.242,19.068,20.992,20.855,23.199,18.587,20.729,21.319
51,41.070,40.554,33.379,33.582,23.096,22.799,23.421,33.560,35.203,29.482,23.504,23.526,24.295,26.933,20.638,24.338,24.928,32.887,22.834,24.454,22.370,21.419,22.291,18.998,21.358,20.933,23.364,18.585,20.597,21.380
52,41.932,41.530,35.090,34.202,23.325,23.368,24.377,34.794,35.964,29.381,23.997,23.754,24.222,26.685,20.493,24.207,24.742,36.590,22.853,25.376,22.475,21.295,22.388,19.086,21.847,20.833,23.567,18.491,20.455,21.288
53,42.403,41.543,35.362,34.398,23.571,23.698,24.576,35.715,36.599,29.459,23.853,23.584,24.169,26.912,20.744,24.267,25.219,38.694,22.746,26.103,23.046,22.137,22.291,19.171,21.800,20.701,23.368,18.472,20.648,21.506
54,42.441,41.981,36.285,34.778,24.064,24.123,25.038,38.206,37.665,29.956,23.716,23.895,24.183,26.824,20.794,24.143,25.512,39.964,22.665,27.095,23.266,22.043,22.318,19.126,21.703,20.725,23.329,18.373,20.642,21.365
55,41.968,41.647,36.314,34.273,23.973,24.308,24.892,37.483,37.695,31.040,23.547,24.208,27.804,27.552,20.668,24.363,25.403,40.622,23.407,26.752,23.263,22.021,22.175,19.149,21.810,20.569,24.004,18.526,21.281,21.380
56,41.865,41.560,36.645,34.330,23.976,24.252,24.680,37.068,36.650,33.404,23.673,24.611,31.297,28.094,20.604,24.301,25.545,39.973,23.387,27.167,23.171,21.525,22.426,19.216,21.835,20.739,24.316,18.398,21.319,21.388
57,41.757,41.053,35.393,34.037,23.535,23.771,23.797,35.791,34.883,31.666,23.878,24.456,29.387,28.044,20.438,24.342,25.477,36.577,23.273,25.660,22.887,21.209,22.215,19.268,21.215,20.643,23.680,18.434,20.919,21.380
58,41.704,40.313,34.156,33.382,23.226,23.191,22.778,34.142,33.325,30.119,23.671,24.423,27.350,27.578,20.507,24.305,25.410,32.315,23.046,24.295,22.684,20.850,22.168,18.989,20.712,20.723,23.173,18.312,20.948,21.380
59,40.936,39.836,33.151,32.977,22.886,22.739,22.636,33.255,32.614,30.155,23.413,24.040,26.177,27.250,20.557,24.339,25.201,31.568,22.867,23.577,22.531,20.791,22.204,18.935,20.667,20.721,22.887,18.328,20.677,21.295
60,41.753,40.508,34.888,33.139,22.894,22.660,23.142,33.849,32.812,30.393,23.370,24.114,25.479,27.271,20.362,24.181,25.169,34.779,22.814,24.256,22.436,20.525,22.293,19.034,21.512,20.754,23.121,18.480,20.555,20.917
61,40.956,40.178,34.366,32.312,22.737,22.431,22.323,32.658,32.777,29.307,23.334,23.749,24.786,26.655,20.237,24.242,25.047,32.311,22.689,23.159,22.204,20.588,22.353,18.822,21.112,20.670,22.623,18.432,20.594,21.054
62,41.206,39.634,32.522,32.284,22.519,21.908,22.104,31.742,32.188,29.644,23.706,24.058,24.919,26.983,20.413,24.145,25.099,30.550,22.656,22.947,21.746,20.370,22.065,18.986,20.755,20.357,22.645,18.436,20.523,20.972
63,40.980,39.623,32.020,32.402,22.586,21.940,22.041,32.006,32.259,29.848,23.456,23.814,24.499,26.590,20.445,24.100,25.184,31.198,22.851,23.557,21.441,20.483,22.137,19.063,20.548,20.366,22.727,18.461,20.461,20.976
64,40.445,39.293,32.368,32.207,22.403,22.171,22.313,32.838,32.162,28.437,23.162,23.253,24.273,26.387,20.223,23.854,25.013,31.261,22.630,23.582,21.252,20.411,22.159,19.115,20.460,20.933,22.892,18.680,20.403,20.625
65,41.024,40.349,34.761,32.978,22.721,22.330,23.399,34.060,34.685,29.114,23.405,23.920,24.523,26.893,20.462,24.198,25.328,34.113,22.866,23.989,21.328,20.611,22.270,19.336,20.812,21.600,22.693,19.042,20.442,20.800
66,41.101,39.802,34.129,32.666,22.664,22.040,22.604,33.245,35.553,29.770,23.248,23.870,24.428,26.739,20.408,24.214,25.298,32.761,22.702,23.471,21.326,20.588,22.444,19.194,20.667,21.935,22.801,18.922,20.458,20.527
67,40.647,38.947,32.498,31.916,22.492,21.892,22.199,31.117,34.513,28.259,22.924,23.599,24.153,26.198,20.279,23.963,24.916,29.248,22.578,22.496,21.103,20.506,22.238,19.106,20.358,21.922,22.377,18.912,20.361,20.527
68,39.889,39.188,31.338,32.265,22.403,21.937,22.016,31.111,34.228,27.804,23.159,23.709,24.246,26.431,20.396,23.892,24.910,29.860,22.621,23.448,21.346,20.590,22.204,19.342,20.105,21.940,22.394,18.874,20.416,20.638
69,40.320,39.277,33.123,32.591,22.484,22.557,22.769,31.674,35.619,28.259,23.005,23.571,24.214,26.282,20.294,23.983,25.015,30.932,22.775,25.797,20.946,20.607,22.347,19.146,20.217,22.007,22.377,18.813,20.497,20.761
70,40.013,38.877,32.836,32.603,22.410,22.451,22.614,30.755,35.239,28.370,23.030,23.461,24.519,26.565,20.436,24.176,25.144,29.919,22.902,24.836,21.004,20.552,22.371,19.293,20.117,21.730,22.983,19.072,21.239,20.742
71,40.957,40.443,34.985,33.166,22.488,22.937,23.101,32.498,36.523,28.942,22.909,23.644,25.171,26.496,20.413,24.204,24.945,31.482,24.015,25.950,21.176,20.629,22.334,19.144,21.020,22.292,22.723,19.002,23.565,20.696
72,40.689,39.670,34.768,32.598,22.484,22.627,22.405,32.026,36.076,29.394,22.939,23.644,25.212,26.511,20.417,24.008,25.092,30.640,23.519,25.061,21.075,20.550,22.195,19.155,20.688,22.254,22.745,18.989,23.365,20.609
73,39.492,39.089,33.232,31.637,22.245,22.507,22.028,30.608,35.731,28.972,23.165,23.910,24.986,26.279,20.407,23.976,24.734,29.635,23.385,23.819,21.104,20.612,22.334,18.917,20.433,21.694,22.671,18.893,23.168,20.716
74,39.997,38.502,32.090,31.568,22.308,22.299,21.785,29.721,35.558,29.255,22.970,23.911,24.713,26.294,20.458,23.979,24.933,28.959,23.346,23.735,20.928,20.552,22.257,18.912,20.120,21.484,22.459,18.768,22.503,20.748
75,39.334,37.970,31.121,30.831,21.923,22.338,21.905,28.883,35.437,28.849,23.078,23.958,24.906,26.305,20.417,24.108,24.761,28.815,23.131,23.440,20.909,20.411,22.319,18.788,20.200,21.201,22.268,18.869,22.203,20.696
76,40.684,39.593,34.384,32.237,22.234,22.598,22.639,30.619,36.086,29.502,22.972,24.047,24.969,26.282,20.471,24.032,24.871,31.009,23.109,23.811,20.870,20.995,22.190,18.890,21.137,21.612,22.758,18.811,21.923,20.635
77,40.714,39.386,34.103,31.674,22.130,22.436,22.155,30.626,35.579,30.408,23.243,23.966,24.686,26.382,20.343,24.214,24.784,29.401,22.823,23.284,20.871,20.965,22.179,18.761,20.883,21.422,22.714,18.827,21.674,20.631
78,40.054,38.651,32.750,31.216,22.011,22.268,21.810,29.704,34.792,29.385,23.106,23.826,24.725,26.324,20.405,24.053,24.992,28.865,22.797,23.003,20.885,20.676,22.245,19.041,20.517,21.045,22.628,18.935,21.174,20.670
79,39.952,38.309,31.241,30.978,22.093,22.251,21.813,29.657,34.904,29.559,23.000,23.986,24.611,26.105,20.322,24.118,24.811,28.617,22.657,23.148,20.839,20.611,22.022,18.856,20.212,21.083,22.381,18.876,21.448,20.640
80,39.351,37.857,29.678,30.774,22.147,22.000,21.772,29.704,34.888,29.770,22.846,23.948,24.591,26.328,20.562,23.862,24.863,27.842,22.604,22.969,20.874,20.548,22.095,18.820,20.128,20.567,22.701,18.899,21.216,20.766
81,38.871,37.025,28.730,30.467,21.900,21.875,21.487,29.232,34.838,28.552,23.008,24.043,24.216,26.235,20.202,23.917,24.955,27.203,22.720,22.513,20.726,20.585,22.329,18.964,20.053,20.571,22.368,18.703,20.897,20.675
82,38.339,36.224,27.748,30.113,21.928,21.489,21.190,28.304,34.878,28.048,22.785,23.665,24.375,26.576,20.458,23.851,25.025,26.509,22.475,22.100,20.665,20.566,22.173,18.986,19.953,20.362,22.199,18.707,20.790,20.794
83,37.607,36.742,27.307,29.755,21.856,21.370,21.212,27.830,34.279,28.963,22.937,23.705,24.878,26.168,20.320,23.952,24.896,26.167,22.499,22.072,20.666,20.384,22.261,18.957,19.943,20.719,22.571,18.813,20.532,20.592
84,37.584,36.770,26.320,29.912,21.713,21.199,21.218,27.738,34.010,28.349,22.835,23.814,24.672,26.271,20.377,23.897,24.926,26.050,22.517,21.738,20.691,20.441,22.123,19.079,19.828,21.100,22.502,19.036,20.455,20.488
85,37.253,35.946,26.195,29.662,21.809,21.213,21.278,27.455,34.213,28.410,22.906,23.718,24.587,26.225,20.394,23.897,24.985,25.937,22.477,21.911,20.676,20.422,22.143,19.142,19.923,21.094,22.597,19.147,20.484,20.672
86,37.680,36.744,26.009,30.078,21.714,21.281,21.291,28.281,34.061,28.465,22.775,23.382,23.941,26.303,20.266,23.790,24.809,25.811,22.508,22.139,20.779,20.539,22.147,19.173,19.952,21.013,22.212,19.305,20.597,20.481
87,37.257,36.022,25.612,29.719,21.686,21.226,21.250,27.936,34.117,27.964,22.805,23.863,24.206,25.874,20.327,23.837,24.769,25.878,22.359,22.008,20.735,20.528,22.079,19.302,19.870,20.969,22.455,19.101,20.474,20.531
88,37.188,35.656,25.094,29.309,21.767,21.286,21.139,27.396,34.411,28.723,22.881,23.702,24.202,26.002,20.370,23.865,24.880,26.005,22.330,21.850,20.847,20.491,22.243,19.173,19.977,20.826,22.429,18.962,20.342,20.278
89,36.535,34.936,24.721,29.110,21.632,21.234,21.066,26.551,34.624,28.528,22.719,23.344,24.189,26.061,20.429,24.011,24.813,25.806,22.372,22.008,20.596,20.488,22.188,18.982,19.935,20.444,22.420,19.038,20.403,20.434
90,38.666,37.420,29.748,30.238,21.780,21.557,23.332,28.747,35.665,28.762,22.820,23.452,24.927,25.994,20.396,24.053,24.916,30.320,22.738,23.106,20.882,20.495,22.095,19.056,21.047,20.998,22.961,19.448,20.845,20.325
91,41.017,39.980,34.518,31.834,22.019,21.754,24.415,31.487,36.635,30.694,22.638,23.863,25.760,26.294,20.382,23.835,24.876,31.734,22.947,23.875,21.163,20.565,22.131,19.054,21.668,21.400,23.113,19.185,20.926,20.416
92,40.347,39.441,33.480,32.014,21.937,21.687,23.475,30.662,35.173,30.205,22.846,23.761,25.601,26.292,20.462,24.068,24.905,28.914,22.731,22.947,21.197,20.516,22.247,19.137,21.222,20.946,22.584,19.341,20.735,20.386
93,39.820,38.542,32.013,31.395,21.915,21.585,22.392,29.515,35.477,30.720,22.970,24.067,25.128,26.191,20.408,23.813,24.968,27.347,22.613,22.326,21.011,20.504,22.266,19.061,20.705,20.815,22.935,19.352,20.603,20.314
94,39.539,38.059,30.417,30.968,21.781,21.572,21.810,28.632,34.721,29.519,23.066,23.816,25.191,26.162,20.410,24.013,24.941,27.703,22.613,22.362,20.864,20.643,22.233,18.908,20.383,20.935,22.489,19.509,20.461,20.249
95,38.847,37.396,29.118,30.871,21.714,21.493,21.633,27.913,34.523,30.131,23.235,24.018,25.305,26.380,20.285,23.875,25.042,26.811,22.473,22.237,20.731,20.460,22.108,18.849,20.252,20.719,22.524,19.438,20.594,20.091
96,38.335,36.918,27.732,30.377,21.614,21.292,21.430,27.336,34.076,29.516,23.122,24.156,25.338,25.977,20.242,24.010,25.032,25.883,22.374,22.111,20.809,20.399,22.227,18.827,20.092,20.469,22.558,19.404,20.277,20.184
97,38.556,37.744,28.822,30.887,21.817,21.668,22.282,28.028,34.574,29.223,23.205,23.989,25.171,26.351,20.206,23.906,24.931,28.171,22.510,23.362,20.674,20.526,22.183,18.944,20.608,20.775,22.541,19.665,20.255,20.082
98,40.747,39.451,33.719,31.930,21.881,22.081,23.415,29.745,35.680,30.438,23.122,24.307,25.593,26.731,20.507,23.992,25.062,30.838,22.954,23.930,20.807,20.566,22.147,18.975,21.325,21.188,23.277,19.303,21.168,20.301
99,40.591,39.362,34.548,32.203,21.931,22.245,23.282,29.868,35.716,31.203,23.203,24.546,25.678,26.872,20.384,23.878,25.017,31.230,22.978,24.178,20.992,20.762,22.211,19.072,21.385,21.275,23.325,19.272,21.023,20.249
100,40.704,39.572,35.456,31.936,22.151,22.607,23.092,29.942,35.406,31.309,23.291,24.626,25.418,26.731,20.232,24.004,24.910,31.401,22.761,25.248,21.147,20.942,22.243,19.108,21.483,21.335,23.074,19.453,21.029,20.301
101,40.255,39.006,34.261,31.160,21.975,22.532,22.617,28.996,35.218,30.785,23.127,24.389,24.862,26.698,20.285,24.010,24.808,29.275,22.669,24.226,21.037,20.680,22.234,19.043,20.807,20.933,22.835,19.425,20.700,20.132
102,40.706,39.603,35.546,31.787,22.118,23.134,23.180,30.406,35.518,31.472,23.646,24.461,25.010,27.038,20.334,23.786,24.992,30.919,22.573,24.889,20.885,20.646,22.195,19.068,21.167,21.225,24.212,19.625,20.787,20.106
103,40.800,39.847,34.822,32.053,22.227,23.447,23.044,30.277,35.284,31.243,23.610,24.696,24.676,27.174,20.291,23.821,25.015,31.946,22.836,24.596,21.077,20.693,22.252,19.216,21.073,21.344,23.732,19.623,20.642,20.224
104,40.531,38.862,33.228,31.609,22.162,23.007,22.462,29.370,35.381,30.092,23.177,24.325,24.297,27.206,20.173,23.830,24.871,29.833,22.762,23.460,21.038,20.481,22.225,19.086,20.602,20.911,23.104,19.564,20.684,20.237
105,39.782,38.463,32.182,31.369,21.975,22.635,21.921,28.345,34.355,30.427,23.116,24.045,24.356,27.032,20.282,24.015,24.676,27.541,22.665,22.872,20.853,20.640,22.215,19.083,20.295,20.891,22.671,19.640,20.484,20.193
106,39.787,37.700,30.561,31.187,21.765,22.225,21.763,27.515,33.964,30.448,23.101,24.255,23.996,26.794,20.240,23.910,24.911,27.477,22.525,22.245,20.934,20.630,22.298,18.955,20.183,20.422,22.680,19.575,20.629,20.187
107,39.310,37.128,29.502,30.575,21.856,21.848,21.291,26.885,34.127,29.070,23.251,23.696,24.234,26.471,20.296,24.007,24.890,26.482,22.536,22.123,20.910,20.459,22.260,18.941,20.023,20.335,22.455,19.427,20.332,19.983
108,38.763,36.310,28.614,30.055,21.737,21.722,21.386,26.542,34.518,29.993,23.104,23.472,24.369,26.655,20.232,23.954,24.893,26.545,22.505,22.409,20.874,20.553,22.111,18.901,19.950,20.301,22.606,19.381,20.603,20.210
109,38.672,35.739,27.691,30.210,21.812,21.554,21.434,26.042,34.188,29.819,22.835,23.807,24.405,26.634,20.381,23.809,24.992,26.203,22.418,21.928,20.859,20.473,22.198,18.750,20.068,20.127,22.688,19.288,20.332,20.243
110,37.819,35.043,26.897,29.592,21.624,21.306,21.193,25.725,34.152,28.700,22.924,23.859,24.255,26.447,20.192,24.087,24.893,26.126,22.319,21.981,20.822,20.527,22.138,18.966,20.130,20.056,22.130,19.213,20.265,20.276
111,37.630,34.819,26.162,29.462,21.587,21.269,21.222,25.632,34.081,29.752,22.856,23.671,24.395,26.723,20.439,23.866,24.895,25.671,22.271,21.894,20.649,20.473,22.132,18.833,19.957,20.134,22.580,19.173,20.355,20.204
112,38.059,34.580,26.480,29.265,21.622,21.224,21.547,25.660,34.376,29.515,23.010,23.709,24.283,26.594,20.388,23.866,24.911,25.793,22.256,22.173,21.064,20.815,22.152,18.779,20.185,20.138,22.719,19.181,20.316,20.122
