 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
23,30.086,29.124,25.708,21.466,21.161,20.572,20.709,24.162,22.477,27.973,23.165,22.235,24.079,25.357,20.251,23.674,25.157,24.545,21.595,21.415,20.866,20.548,21.809,20.689,19.623,19.618,21.922,19.236,19.903,19.518
24,30.160,28.723,26.048,21.480,21.168,20.580,20.699,24.009,22.548,27.782,23.397,22.320,23.605,25.485,20.642,23.564,25.253,24.928,21.628,21.201,20.853,21.018,21.694,20.887,19.657,19.949,21.788,19.425,19.903,19.635
25,29.322,28.133,25.454,21.393,21.018,20.552,20.532,23.908,22.736,27.028,23.122,22.081,23.633,25.225,20.536,23.693,25.145,24.779,21.645,21.050,20.836,20.778,21.871,20.734,19.573,19.924,21.887,19.427,19.903,19.486
26,28.094,27.591,24.789,21.411,21.060,20.545,20.592,23.819,22.355,27.475,22.995,21.944,23.279,25.286,20.249,23.572,24.903,24.459,21.551,21.136,20.703,20.483,21.773,20.426,19.732,19.696,22.039,19.488,19.955,19.510
27,27.527,27.292,24.487,21.515,20.946,20.628,20.500,23.706,22.437,27.552,22.853,22.241,23.301,25.555,20.062,23.615,24.993,24.658,21.727,21.187,20.655,20.302,21.673,20.396,19.540,19.833,21.827,19.613,20.039,19.594
28,27.996,26.884,24.553,21.568,21.057,20.505,20.506,23.481,22.411,26.624,22.623,21.962,23.371,25.471,20.441,23.639,25.281,24.802,21.503,20.947,20.985,21.052,21.699,20.432,19.598,19.672,21.957,20.053,19.835,19.464
29,28.725,26.690,25.114,21.480,21.069,20.596,20.706,23.953,22.513,26.956,23.266,21.783,23.399,25.351,20.898,23.377,25.637,24.869,21.473,21.042,21.031,21.236,21.693,20.595,19.545,19.690,22.113,19.949,19.939,19.451
30,28.670,26.881,25.042,21.371,21.081,20.585,20.639,24.008,22.487,27.397,23.008,21.922,23.444,25.302,20.670,23.541,25.473,24.820,21.355,21.006,20.999,20.877,21.862,20.680,19.715,19.692,21.944,20.194,19.903,19.315
31,28.962,27.959,24.265,21.427,21.039,20.579,20.598,24.428,22.381,26.949,22.937,22.038,23.440,25.492,20.445,23.613,25.254,24.869,21.587,20.992,20.882,20.566,21.772,20.732,19.670,19.801,22.100,20.309,19.981,19.508
32,32.590,29.126,28.559,21.499,21.095,20.832,21.965,25.181,23.259,27.846,22.742,22.058,23.505,25.218,20.874,23.758,25.542,26.635,21.646,21.994,21.099,20.641,21.891,20.755,20.313,19.891,22.602,20.139,19.913,19.540
33,33.437,29.097,29.798,21.535,21.002,20.736,21.877,25.249,22.904,27.095,22.716,21.776,23.395,25.124,20.841,23.776,25.985,26.000,21.565,21.958,20.993,20.457,21.729,20.773,20.100,19.812,22.472,19.914,19.745,19.514
34,31.717,28.248,28.336,21.470,21.006,20.574,21.101,24.347,22.558,26.432,22.975,22.105,23.466,25.210,20.571,23.563,25.527,24.937,21.516,21.518,20.953,20.447,21.698,20.608,19.823,19.833,22.017,19.804,20.019,19.486
35,30.724,27.902,27.055,21.349,20.881,20.568,21.263,24.275,22.289,27.484,23.081,21.808,23.656,25.458,20.144,23.648,25.344,25.054,21.464,21.265,20.909,20.279,21.781,20.405,19.810,19.775,21.693,19.981,19.935,19.460
36,29.705,27.295,26.009,21.365,20.984,20.484,20.658,24.121,22.330,26.855,22.828,21.816,23.405,25.248,20.285,23.480,25.139,24.707,21.615,21.145,20.718,20.159,21.803,20.167,19.617,19.696,21.805,20.189,19.871,19.271
37,28.342,26.946,25.346,21.435,21.038,20.520,20.930,24.006,22.325,26.356,22.785,21.839,23.305,25.317,20.144,23.496,24.861,24.743,21.646,21.217,20.585,20.204,21.736,20.158,19.597,19.513,22.113,20.516,19.919,19.445
38,27.422,27.471,24.450,21.472,20.959,20.597,21.475,24.068,22.437,27.195,23.134,21.890,23.605,25.105,20.111,23.480,24.858,25.360,21.346,21.345,20.514,20.251,21.693,20.034,19.463,19.650,21.918,20.522,19.877,19.519
39,28.873,29.753,25.588,21.656,20.881,20.794,21.877,24.917,22.716,26.696,23.104,21.964,23.460,25.300,20.100,23.556,24.935,25.581,21.864,21.649,20.906,20.322,21.712,20.072,19.783,19.792,21.948,20.375,19.935,19.456
40,33.918,31.238,30.305,21.837,21.254,21.429,24.000,25.830,23.457,27.427,22.909,21.857,23.621,25.242,20.933,23.336,25.401,28.275,22.214,23.192,21.210,21.056,21.653,20.218,20.097,19.953,22.160,20.629,19.806,19.668
41,33.457,31.671,29.748,21.792,21.384,22.278,24.946,26.377,25.081,27.017,23.028,21.873,23.442,25.363,20.747,23.608,25.167,28.099,22.313,24.031,21.179,20.826,21.607,20.043,19.775,19.701,22.013,20.404,19.781,19.503
42,31.921,32.813,28.428,22.065,21.592,23.066,24.994,26.830,28.234,27.265,23.271,22.096,23.564,25.494,20.529,23.592,25.336,29.027,22.015,24.621,21.058,20.581,21.672,19.851,19.637,19.688,22.056,20.400,19.906,19.473
43,30.509,33.719,27.059,22.476,21.779,23.762,25.794,27.642,30.442,27.650,23.539,22.297,24.925,25.740,20.266,23.363,25.033,29.140,22.013,25.844,20.910,20.323,21.744,19.743,19.618,19.509,21.818,20.587,20.010,19.596
44,29.433,33.911,26.961,22.795,22.062,23.961,25.690,27.651,32.457,28.472,23.441,22.356,25.536,25.851,20.246,23.605,25.090,27.658,21.923,25.457,20.924,20.291,21.633,19.809,19.602,19.699,21.965,20.160,19.958,19.601
45,28.153,33.674,26.822,23.228,22.239,23.860,25.810,27.800,32.701,27.869,23.091,22.528,24.951,25.842,20.147,23.435,24.943,28.171,21.877,25.554,20.969,20.412,21.764,19.867,19.645,19.531,21.818,20.225,20.042,19.568
46,31.346,34.020,29.395,23.663,22.584,23.962,26.677,28.383,34.142,28.273,23.367,22.758,24.692,26.223,20.194,23.541,24.910,30.113,21.926,26.031,21.258,20.740,21.725,20.117,20.045,19.569,22.255,20.084,20.000,19.545
47,31.315,33.637,29.149,24.083,22.611,23.757,26.370,28.485,34.046,28.111,23.362,22.765,24.214,26.532,20.341,23.639,24.980,31.099,21.895,26.064,21.167,20.765,21.698,20.059,19.885,19.491,22.212,20.276,19.732,19.397
48,29.984,33.465,28.217,24.227,22.809,23.609,25.991,27.908,33.467,28.267,23.542,22.895,23.929,26.731,20.168,23.558,24.676,29.748,21.781,25.404,20.902,20.474,21.826,20.059,19.845,19.587,21.965,19.701,19.919,19.599
49,28.822,33.703,27.024,24.525,22.752,23.306,25.608,27.596,33.766,27.789,23.309,22.548,23.967,26.330,19.952,23.504,24.809,29.450,21.621,24.604,20.935,20.234,21.729,19.793,19.637,19.402,22.199,19.741,19.835,19.451
50,28.027,34.011,25.726,24.920,22.795,23.123,25.339,27.392,34.127,28.303,23.159,23.034,23.662,26.134,19.983,23.612,24.816,28.878,21.762,24.245,20.729,20.052,21.731,19.836,19.658,19.592,21.996,19.566,20.174,19.577
51,27.113,33.792,25.099,25.264,22.763,22.853,24.788,26.475,33.675,27.575,23.628,22.747,23.735,25.803,19.888,23.414,24.671,28.126,21.565,23.513,20.753,20.137,21.607,19.655,19.665,19.422,22.022,19.629,20.777,19.609
52,26.926,33.580,24.691,25.618,22.548,22.630,24.304,26.034,34.107,27.926,23.527,22.644,23.660,25.754,20.024,23.536,24.793,27.815,21.685,23.031,20.905,20.234,21.589,19.529,19.568,19.692,21.861,19.646,20.597,19.746
53,27.879,32.850,25.662,25.467,22.330,22.468,23.557,25.875,32.528,27.334,23.167,22.590,23.525,25.716,20.310,23.519,24.771,27.126,21.628,22.875,21.379,20.609,21.807,19.820,19.605,19.656,21.957,19.657,21.368,19.584
54,27.558,31.987,25.375,25.247,22.130,21.899,23.329,25.885,32.036,28.232,23.544,22.620,23.762,25.882,20.265,23.454,24.883,26.563,21.669,22.418,21.110,20.335,21.641,19.962,19.552,19.712,22.130,19.507,21.700,19.616
55,26.767,32.057,24.612,25.042,22.052,21.832,22.763,25.028,30.076,27.748,23.352,22.391,23.925,25.515,20.052,23.450,24.900,26.414,21.687,22.145,21.111,20.270,21.630,19.984,19.600,19.670,21.662,19.246,21.510,19.460
56,28.036,32.060,25.557,25.055,21.904,21.638,22.877,24.698,28.868,27.905,23.597,22.705,24.161,25.567,20.057,23.529,24.580,26.613,21.702,21.905,20.902,20.160,21.729,19.939,19.790,19.904,21.883,19.371,21.748,19.532
57,34.677,32.720,29.272,25.180,21.713,21.787,23.098,24.947,29.320,28.707,23.752,22.745,24.049,25.563,19.882,23.436,24.855,27.860,21.659,22.343,20.828,20.227,21.670,19.768,19.967,19.886,22.156,19.583,21.958,19.568
58,37.134,34.392,29.991,26.163,22.120,22.181,23.168,26.092,30.284,29.717,23.942,23.060,24.475,25.987,20.062,23.335,24.975,28.414,21.611,22.552,21.077,20.417,21.836,20.063,19.750,19.772,22.234,19.604,21.581,19.497
59,37.921,34.185,29.897,27.131,22.268,22.281,23.098,25.774,31.817,29.956,23.684,23.490,24.680,26.300,20.211,23.405,24.778,28.108,21.663,22.440,21.284,20.499,21.711,20.135,19.487,19.728,22.043,19.592,21.865,19.557
60,37.584,34.093,29.373,27.324,22.288,22.450,22.810,26.017,32.711,29.664,23.608,23.054,25.155,26.740,20.175,23.488,24.878,27.360,21.619,22.134,21.332,20.394,21.700,20.146,19.702,19.757,21.861,19.623,21.903,19.636
61,35.983,34.033,27.853,27.448,22.051,22.487,22.063,25.357,33.107,29.664,24.281,23.324,25.132,26.328,20.062,23.429,24.801,26.734,21.495,21.724,21.366,20.240,21.690,20.016,19.650,19.549,22.173,19.619,21.961,19.495
62,35.410,33.791,27.307,27.232,22.025,22.190,21.728,25.247,32.812,29.461,24.230,23.324,24.709,26.668,20.249,23.789,24.736,26.117,21.529,21.671,21.590,20.652,21.744,20.032,19.722,19.701,21.931,19.537,21.277,19.375
63,33.676,32.857,26.581,26.777,21.917,21.919,21.253,25.219,33.036,29.826,23.603,23.371,24.521,26.429,20.299,23.481,24.855,26.095,21.586,21.610,21.529,20.588,21.778,20.173,19.452,19.455,21.784,19.509,21.423,19.636
64,32.480,32.152,25.520,26.494,21.781,21.626,21.348,24.758,34.041,29.192,23.580,23.071,23.980,25.966,20.202,23.398,24.773,25.968,21.552,21.315,21.436,20.357,21.609,19.986,19.568,19.683,21.823,19.547,21.113,19.492
65,31.110,31.187,24.649,26.078,21.679,21.392,21.250,24.481,33.244,29.437,23.296,23.018,23.919,25.985,20.185,23.444,24.928,25.730,21.545,21.387,21.320,20.264,21.845,19.957,19.558,19.525,21.818,19.787,20.868,19.573
66,29.827,30.392,24.169,25.777,21.494,21.172,20.842,24.060,31.944,28.438,23.251,23.241,23.827,25.912,20.443,23.488,24.885,25.324,21.470,21.345,21.589,20.625,21.770,20.016,19.517,19.533,21.887,19.800,20.639,19.506
67,28.724,29.812,23.572,25.448,21.329,20.829,20.877,24.149,31.396,29.011,23.489,22.986,24.124,25.731,20.360,23.515,25.065,25.275,21.560,21.036,21.319,20.482,21.673,20.045,19.563,19.650,21.983,19.672,20.390,19.657
68,27.897,29.284,23.399,24.782,21.210,20.723,20.668,23.936,31.807,28.471,23.395,23.161,23.974,25.674,20.396,23.568,24.910,24.982,21.475,20.872,21.426,20.410,21.616,20.054,19.405,19.594,21.792,19.741,20.232,19.447
69,28.548,28.630,22.776,24.670,21.246,20.681,20.937,23.704,31.701,28.708,23.195,23.383,23.961,25.737,20.377,23.512,24.957,25.032,21.497,21.033,21.586,20.556,21.693,20.014,19.628,19.585,21.957,19.802,20.477,19.560
70,28.080,28.283,22.708,24.355,21.091,20.577,20.503,23.719,32.147,28.479,23.008,22.971,23.925,25.500,20.367,23.276,24.763,24.748,21.470,21.031,21.467,20.419,21.768,20.315,19.582,19.549,22.000,19.901,20.174,19.451
71,27.267,28.014,22.706,23.827,21.079,20.516,20.316,23.602,32.371,28.077,22.658,23.031,24.035,25.616,20.388,23.504,24.841,24.932,21.435,21.003,21.475,20.664,21.781,20.315,19.532,19.710,21.905,19.752,20.571,19.449
72,27.224,27.611,23.434,23.624,21.130,20.489,20.503,23.600,32.579,28.708,22.676,23.029,23.884,25.563,20.522,23.391,24.998,25.050,21.479,21.089,21.722,21.239,21.698,20.671,19.455,19.665,21.814,20.023,20.606,19.538
73,26.547,27.332,23.373,23.285,21.071,20.386,20.288,23.594,32.609,28.232,23.058,22.966,23.670,25.506,20.413,23.475,24.945,24.923,21.460,20.933,21.479,21.050,21.677,20.322,19.578,19.625,21.801,19.749,20.500,19.544
74,26.103,26.878,23.035,22.999,21.096,20.512,20.348,23.408,32.279,28.405,23.306,22.680,23.468,25.177,20.178,23.353,24.883,24.910,21.571,21.100,21.299,20.724,21.832,20.009,19.660,19.647,21.905,20.084,20.058,19.633
75,25.591,26.708,22.702,22.768,20.834,20.299,20.259,23.542,32.416,28.020,23.028,22.893,23.723,25.382,19.958,23.466,24.838,24.878,21.514,21.011,21.043,20.367,21.688,19.842,19.645,19.627,21.844,20.080,19.961,19.553
76,24.387,26.025,22.096,22.036,20.692,20.365,20.139,22.700,28.122,26.582,22.554,22.181,23.000,23.464,19.818,23.212,24.040,22.779,20.919,20.465,21.147,19.995,21.242,19.592,19.458,19.538,20.874,19.583,19.455,19.258
77,33.358,31.081,27.717,23.264,21.206,20.792,22.807,24.930,34.051,28.037,23.635,22.580,23.521,25.418,20.521,23.446,24.607,29.342,21.648,22.510,21.688,20.553,21.703,19.876,20.490,19.654,23.732,20.162,19.968,19.471
78,35.188,32.349,29.072,23.509,21.388,20.644,22.627,25.930,33.421,29.105,23.094,22.794,23.729,25.609,21.016,23.623,25.893,27.964,21.534,22.354,22.186,20.963,21.818,20.356,20.453,19.743,23.727,20.053,20.365,19.456
79,33.924,31.586,27.577,23.530,21.268,20.545,21.759,25.868,30.690,28.578,23.195,22.561,23.570,25.412,20.867,23.632,25.732,26.167,21.530,21.847,22.114,20.964,21.909,20.608,20.033,19.569,22.931,20.248,20.023,19.419
80,30.550,29.909,25.895,22.842,21.053,20.375,20.560,24.600,27.411,26.856,22.734,22.230,23.187,24.206,20.389,23.357,25.114,23.261,21.179,20.958,21.859,20.313,21.503,20.495,19.692,19.587,21.563,19.749,19.510,19.340
81,30.780,30.111,24.851,22.750,21.077,20.504,20.851,25.192,27.924,28.461,23.053,22.251,23.428,24.983,20.360,23.398,25.294,23.950,21.343,20.983,21.802,20.479,21.782,20.502,19.725,19.652,21.792,19.872,19.552,19.182
82,31.232,29.777,27.191,22.867,21.199,20.447,20.854,25.957,27.990,27.845,22.777,22.336,23.619,24.817,21.106,23.513,25.737,24.369,21.449,21.348,22.488,21.227,21.880,20.829,19.823,19.650,21.892,19.891,19.635,19.432
83,29.977,28.903,27.169,22.816,21.232,20.529,20.677,25.825,27.690,28.201,23.068,22.226,23.479,25.004,21.057,23.340,25.487,24.293,21.392,21.256,22.353,21.016,21.814,20.696,19.725,19.754,21.861,19.815,19.616,19.319
84,29.406,28.827,26.901,22.617,21.109,20.516,20.604,25.326,27.563,27.754,23.094,22.324,23.562,24.916,20.702,23.319,25.304,24.468,21.254,20.958,21.969,20.793,21.709,20.554,19.733,19.634,21.831,19.954,19.290,19.410
85,31.902,31.228,30.566,22.559,21.163,20.634,21.272,25.196,28.376,28.209,22.884,22.488,23.497,24.912,20.284,23.460,25.147,25.311,21.453,21.245,21.645,20.722,21.673,20.601,20.122,19.703,22.056,19.716,19.435,19.371
86,31.976,31.254,29.575,22.644,21.123,20.532,20.956,25.283,30.350,28.309,22.861,22.262,23.373,24.933,20.633,23.470,25.425,25.973,21.468,21.162,21.882,20.963,21.813,20.757,20.078,19.891,22.160,19.882,19.813,19.482
87,32.126,31.045,31.002,22.888,21.164,20.491,20.854,26.196,30.980,27.398,23.203,22.331,23.365,24.941,20.602,23.505,25.893,26.104,21.438,21.195,21.919,21.345,21.777,20.529,20.048,19.996,21.844,19.783,20.023,19.477
88,30.390,29.834,28.991,22.455,21.044,20.446,20.877,25.485,29.355,26.979,22.775,22.031,23.279,24.246,20.820,23.390,25.356,25.014,21.363,20.741,21.666,21.059,21.770,20.378,19.808,19.908,22.039,19.964,19.752,19.549
89,29.539,29.487,27.599,22.392,20.977,20.336,20.953,25.042,29.162,26.777,22.524,22.418,22.851,24.101,20.448,23.107,25.318,24.865,21.354,20.741,21.415,20.694,21.949,20.412,19.810,19.873,21.948,19.855,19.845,19.484
90,30.204,31.246,29.232,22.698,20.951,20.586,21.661,25.836,27.975,26.393,22.375,22.022,22.831,23.529,20.332,22.911,24.732,25.527,21.234,20.875,21.016,20.447,21.758,20.108,19.912,19.821,22.035,19.726,19.639,19.421
91,30.586,31.956,30.123,22.697,21.271,21.059,22.468,27.042,32.411,28.765,23.134,22.374,23.574,24.620,20.131,23.343,25.192,26.090,21.490,22.067,21.338,20.678,21.821,20.439,19.822,19.819,21.814,19.758,19.545,19.484
92,29.047,31.152,28.910,22.645,21.234,21.034,21.981,26.402,32.447,28.091,23.415,22.606,23.141,24.504,20.017,23.426,24.965,25.640,21.538,21.599,21.343,20.425,21.840,20.236,19.778,19.893,21.784,19.895,19.584,19.395
93,27.988,30.229,27.441,22.483,21.041,20.835,21.370,25.557,32.041,27.125,23.603,22.298,23.279,24.355,20.055,23.447,24.970,25.523,21.466,21.284,21.237,20.464,21.790,20.153,19.735,19.833,21.784,19.834,19.577,19.403
94,27.383,29.432,27.289,22.244,21.109,20.694,20.813,24.926,32.142,28.083,23.210,22.410,23.301,24.546,20.201,23.571,24.880,25.243,21.532,21.276,21.455,20.512,21.899,20.169,19.707,19.772,21.879,19.705,19.555,19.338
95,27.520,28.870,26.798,22.136,20.974,20.661,20.690,24.528,32.249,27.030,22.737,22.400,23.224,24.546,20.220,23.549,24.973,25.185,21.278,21.170,21.630,20.455,21.761,20.203,19.748,19.786,21.922,19.663,19.452,19.330
96,32.180,31.214,30.055,22.339,21.207,20.793,22.177,24.900,32.761,27.057,22.889,22.081,23.055,24.416,20.111,23.430,25.043,28.090,21.560,22.086,21.550,20.437,21.866,20.189,20.500,20.210,22.688,19.634,19.526,19.367
97,36.398,33.929,31.469,23.346,21.582,21.740,24.668,26.738,34.457,27.765,23.078,22.027,22.790,24.403,20.315,23.466,25.030,32.482,21.750,25.248,21.579,20.603,21.830,20.286,20.763,20.306,23.234,19.345,19.381,19.436
98,36.393,33.616,31.811,23.445,21.586,22.391,24.386,27.189,34.061,27.622,23.111,22.179,23.792,24.765,20.246,23.284,25.087,32.135,21.746,25.075,21.628,20.590,21.875,20.385,20.482,20.172,22.597,19.349,19.632,19.358
99,37.583,33.529,32.419,23.782,21.918,22.747,24.778,27.338,32.086,28.765,24.025,22.705,26.143,24.540,20.614,23.480,25.339,31.946,21.680,24.975,21.946,20.899,21.858,20.786,20.385,19.975,22.455,19.206,19.545,19.349
100,36.873,32.739,31.173,24.053,21.884,22.509,23.880,26.792,30.782,28.801,24.089,22.608,25.479,24.258,20.476,23.491,25.090,30.005,21.740,23.563,21.902,20.633,21.821,20.505,20.252,19.962,22.052,19.166,19.539,19.278
101,36.131,31.851,31.667,23.740,21.727,22.163,23.389,26.096,30.264,27.556,24.048,22.665,24.369,24.382,20.630,23.405,25.082,29.248,21.685,23.398,21.989,20.948,21.849,20.466,20.013,19.866,22.030,19.122,19.477,19.336
102,34.759,30.723,31.246,23.170,21.543,21.877,22.547,25.370,29.244,28.316,23.790,22.380,23.723,24.439,20.379,23.360,25.112,27.779,21.471,22.632,22.057,20.708,21.864,20.160,19.988,19.929,21.883,19.091,19.613,19.360
103,32.926,30.078,29.491,22.906,21.474,21.480,21.921,24.857,28.350,27.495,23.491,22.584,23.564,24.206,20.125,23.444,25.005,26.523,21.471,22.097,21.771,20.544,21.862,20.050,19.785,19.714,21.801,19.044,19.523,19.397
104,32.332,29.680,29.243,22.824,21.365,21.198,21.557,24.715,28.188,26.866,22.942,22.447,23.198,24.246,20.265,23.582,24.858,26.131,21.532,21.916,21.773,20.558,21.681,19.858,19.927,19.783,22.078,18.886,19.500,19.206
105,32.257,29.961,30.298,22.730,21.210,20.955,21.547,24.751,27.766,27.061,22.770,21.940,22.986,23.998,20.244,23.336,24.901,26.234,21.343,21.816,21.900,20.464,21.837,19.734,20.218,19.705,21.983,18.903,19.148,19.295
106,31.651,29.557,29.546,22.615,21.114,20.742,21.190,24.774,27.437,26.580,23.071,21.649,22.754,23.996,20.171,23.501,24.798,25.770,21.339,21.660,21.953,20.463,21.953,19.689,20.067,19.737,21.948,18.802,19.271,19.083
107,29.945,28.849,28.382,22.367,21.053,20.617,20.661,24.168,26.797,25.395,23.132,21.506,22.713,23.800,20.175,23.378,24.567,25.158,21.219,21.019,21.697,20.567,21.818,19.759,19.845,19.685,21.719,18.743,19.355,19.165
108,30.178,28.252,29.002,22.202,21.113,20.626,20.703,24.132,26.467,26.263,22.947,21.577,22.745,23.935,20.118,23.145,24.538,25.212,21.403,21.123,21.847,20.333,21.735,19.678,19.812,19.672,21.632,18.714,19.300,19.280
109,29.080,27.601,28.088,21.896,21.011,20.443,20.601,23.609,26.548,26.182,22.701,21.868,22.857,23.782,20.069,23.041,24.333,24.815,21.387,20.942,21.503,20.355,21.722,19.482,19.793,19.518,21.398,18.615,19.132,19.148
110,27.775,27.156,26.272,21.639,20.891,20.379,20.491,23.772,25.878,24.939,21.701,21.401,22.228,23.275,20.311,23.073,24.507,24.536,21.238,20.813,21.570,20.525,21.748,19.342,19.707,19.618,21.117,18.623,19.216,19.252
111,26.875,26.673,25.243,21.460,20.878,20.314,20.174,23.985,25.909,25.341,21.795,21.439,22.501,23.624,20.400,23.509,25.037,24.680,21.488,20.783,21.828,20.322,21.813,19.444,19.568,19.627,21.182,18.558,18.961,19.145
112,26.405,26.227,24.509,21.501,20.910,20.301,20.323,23.745,25.858,25.408,21.815,21.212,22.550,23.630,20.112,23.387,24.834,24.414,21.217,20.780,21.558,20.386,21.744,19.169,19.660,19.542,21.061,18.617,18.939,19.096
