 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
39,163.122,132.020,112.080,134.606,140.863,176.063,153.362,134.969,131.480,156.567,86.230,116.509,123.698
40,159.749,133.125,110.510,129.657,137.721,179.884,151.093,135.431,133.362,160.029,87.598,115.531,125.954
41,161.940,136.220,111.530,132.839,142.534,180.175,154.381,132.221,134.782,160.874,84.705,115.709,123.579
42,161.509,132.561,111.780,134.340,140.970,180.737,152.118,136.989,132.812,158.553,85.441,115.665,125.654
43,164.047,132.418,111.789,128.666,140.277,178.138,151.179,134.858,132.715,159.615,87.398,117.082,124.605
44,163.153,134.269,111.501,131.355,143.537,180.879,152.345,137.047,135.312,157.682,87.811,117.169,124.211
45,166.071,134.998,111.862,134.021,151.516,179.925,160.996,138.640,136.913,160.404,89.700,115.166,125.068
46,165.936,135.902,111.051,131.036,154.979,181.511,165.096,146.937,133.211,158.988,91.723,119.176,124.415
47,159.448,131.020,110.953,131.197,153.195,178.200,162.048,149.255,131.108,157.921,94.003,118.498,125.073
48,162.356,134.747,114.002,132.287,148.998,180.677,156.858,144.736,135.528,157.302,91.359,118.191,122.092
49,161.136,130.863,111.260,131.807,145.349,179.394,159.308,142.253,132.524,159.627,88.641,116.732,123.997
50,162.901,134.267,109.103,130.415,143.160,177.586,158.891,141.301,133.078,156.241,89.275,115.483,124.999
51,163.931,132.467,111.502,133.445,142.824,178.937,156.597,144.220,130.404,161.173,89.709,116.509,123.506
52,166.050,132.457,108.249,131.861,144.081,179.651,157.617,141.079,132.678,161.545,87.119,117.395,123.299
53,166.111,136.520,111.471,132.411,152.369,179.076,162.870,144.443,135.005,161.386,90.547,118.203,124.546
54,169.764,134.829,114.547,138.272,165.873,186.371,166.532,158.166,133.760,160.382,94.683,122.662,125.560
55,165.071,137.559,117.397,138.486,168.245,183.254,174.047,164.070,135.064,159.292,95.292,122.633,123.394
56,164.532,133.816,116.482,141.278,169.203,183.642,174.333,162.069,133.888,159.343,94.333,121.609,123.809
57,168.156,132.847,119.607,141.777,171.617,183.601,179.268,159.041,133.269,160.777,94.734,121.536,126.299
58,165.501,134.502,120.257,134.657,168.047,181.750,180.847,157.979,135.443,160.499,97.503,124.444,122.511
59,167.098,135.980,119.889,137.807,162.368,177.966,174.522,162.369,132.378,159.315,96.383,121.778,124.376
60,163.309,136.884,123.814,141.512,162.442,180.522,178.944,159.487,133.274,159.733,95.086,121.566,123.600
61,166.343,134.239,131.306,151.340,174.272,184.782,184.869,166.513,133.111,162.282,97.016,126.355,123.834
62,167.602,140.425,140.389,159.942,182.233,183.345,186.755,168.664,133.771,158.350,96.731,127.145,126.051
63,167.201,134.745,142.128,164.158,184.091,187.922,191.162,168.635,135.276,160.596,100.409,126.331,124.838
64,169.137,136.776,145.476,167.182,183.895,184.601,192.168,173.321,134.731,161.347,102.317,128.210,124.337
65,168.280,141.388,144.521,165.576,184.187,188.595,195.077,166.382,133.596,159.873,100.508,127.357,125.539
66,167.784,137.453,138.713,164.248,181.408,183.313,190.540,166.489,133.996,157.311,100.384,126.140,125.178
67,167.634,137.022,137.435,159.103,175.296,185.953,188.548,163.200,132.789,160.531,101.214,126.638,125.378
68,164.969,137.537,131.653,160.518,169.560,182.459,184.367,161.412,135.663,160.920,99.127,126.755,127.735
69,165.946,137.931,133.436,160.799,164.351,180.192,185.109,156.927,135.145,160.095,101.114,125.467,122.862
70,166.229,137.539,132.551,163.529,163.828,184.354,180.817,155.963,135.303,161.133,102.703,125.547,123.865
71,169.182,138.784,134.527,161.201,158.243,183.170,180.939,157.310,134.978,160.770,102.761,124.834,126.233
72,164.743,139.318,128.429,154.645,150.319,182.987,177.008,154.950,133.824,159.797,97.694,125.851,123.570
73,166.042,137.727,126.865,153.938,148.574,179.894,172.751,148.757,135.138,160.351,101.586,124.176,123.061
74,165.074,140.367,126.596,147.343,144.936,177.780,170.373,144.969,135.151,163.548,100.689,122.811,123.818
75,167.385,136.525,122.009,150.051,145.542,179.931,166.347,144.788,135.980,157.385,99.830,120.650,123.538
76,164.803,138.584,120.919,148.704,142.720,182.056,167.650,145.844,134.164,160.887,99.959,122.851,120.936
77,169.633,141.820,118.602,142.702,141.731,182.483,166.126,142.079,137.012,160.405,97.930,121.674,126.804
78,167.277,139.935,118.438,144.011,143.032,180.737,163.475,139.689,133.914,162.194,99.425,122.153,123.118
79,164.093,137.063,118.289,138.976,139.544,181.688,162.234,138.806,135.396,158.335,97.647,120.955,124.976
80,167.863,138.027,116.683,139.991,141.672,179.382,159.167,137.258,135.551,158.160,98.092,118.139,124.549
81,167.050,137.255,115.583,144.758,140.091,183.043,157.133,136.849,136.367,160.880,96.588,119.351,122.650
82,165.949,138.684,113.919,138.069,139.309,177.937,157.238,134.353,136.135,158.672,96.180,119.579,123.174
83,167.586,139.327,112.646,136.041,140.085,178.869,157.543,132.261,137.203,159.304,94.634,119.201,123.740
84,167.143,140.363,112.627,134.122,140.533,174.209,153.887,134.945,137.108,161.566,94.036,120.758,124.299
85,168.163,139.573,110.921,135.540,140.195,177.940,157.281,131.889,134.940,160.142,94.539,119.063,122.061
86,164.873,137.120,114.713,141.180,143.000,178.651,160.882,137.809,134.357,159.773,97.447,122.374,126.582
87,167.974,142.010,118.866,147.891,145.895,178.013,165.874,143.226,136.814,160.600,101.539,122.824,125.304
88,170.153,143.016,119.965,144.946,150.553,180.259,168.847,146.238,135.292,161.270,98.134,127.293,124.825
89,166.700,138.439,117.559,154.809,152.370,182.041,169.153,150.412,136.907,161.408,99.927,124.017,123.472
90,166.848,139.784,120.887,159.240,150.966,178.299,169.990,153.369,133.573,161.451,100.783,128.528,125.377
91,162.633,141.682,119.879,154.368,148.975,177.888,167.662,149.394,136.359,159.851,98.741,125.648,124.518
92,163.875,135.396,116.065,149.923,147.075,178.315,163.900,150.840,135.053,157.223,101.017,125.655,125.620
93,171.328,136.931,117.146,151.011,146.403,178.832,163.248,150.426,135.226,159.091,100.195,123.966,126.630
94,167.630,137.929,118.944,150.041,142.718,175.468,162.984,148.620,137.362,158.264,100.683,125.444,123.619
95,163.663,139.067,115.550,150.805,142.991,176.701,162.382,148.621,137.190,161.077,100.120,126.893,125.272
96,166.854,138.478,112.595,146.073,141.537,177.304,161.978,143.840,135.734,158.095,99.980,125.616,124.324
97,165.673,138.592,114.922,143.077,142.385,175.821,160.446,144.504,132.248,159.199,101.702,124.152,121.681
98,167.673,139.812,114.292,141.728,139.315,177.886,156.159,143.930,136.658,157.302,99.523,121.950,125.959
99,164.554,138.437,114.394,137.715,140.084,173.390,157.609,137.805,134.435,158.653,99.633,121.690,123.627
100,164.673,137.873,111.873,138.681,138.539,175.078,157.447,135.756,135.431,158.072,98.944,122.283,126.597
101,166.036,136.471,111.510,134.615,139.988,179.569,154.758,134.867,134.775,157.165,99.127,120.604,123.616
102,164.729,141.192,110.576,137.660,141.671,177.989,154.750,133.811,137.207,161.019,94.988,120.690,121.533
103,163.824,139.527,112.555,138.749,140.464,176.435,155.730,135.602,134.535,159.473,95.347,119.618,122.762
104,166.318,137.392,112.509,137.499,138.872,180.188,153.436,135.115,137.123,158.600,96.452,119.608,125.006
105,163.538,137.729,111.683,130.069,137.805,178.547,155.787,136.916,134.562,156.943,94.414,117.657,121.822
106,166.873,136.335,112.627,134.428,137.638,179.299,150.389,131.731,137.063,161.156,96.589,119.132,125.543
107,164.669,140.018,111.645,132.863,139.876,176.248,156.082,134.012,133.494,157.577,94.137,119.071,124.740
108,166.573,135.594,110.812,130.696,139.395,176.942,152.407,130.395,133.336,158.663,94.680,118.983,122.101
109,164.573,138.910,111.795,132.884,136.927,178.920,149.863,132.824,135.849,160.680,96.056,115.639,125.168
110,167.016,137.980,111.062,134.563,139.449,177.422,152.901,132.392,136.636,155.455,93.002,118.180,124.679
111,163.090,133.700,111.910,133.919,139.063,176.668,152.694,132.000,134.787,159.165,94.738,117.084,125.266
112,166.172,140.782,111.062,132.799,138.249,176.707,151.847,134.191,134.647,157.603,91.567,117.452,123.852
113,167.580,138.404,112.493,130.839,140.310,174.838,155.861,130.115,134.598,160.539,91.669,117.171,125.071
114,170.229,139.676,111.115,137.548,141.527,179.396,158.762,135.547,136.690,159.304,98.000,119.955,124.610
115,167.996,138.941,113.801,141.075,145.142,177.506,159.216,138.118,134.353,160.237,101.781,122.031,123.963
116,170.692,140.620,112.680,143.306,147.574,177.450,162.548,137.675,134.730,157.599,98.205,123.892,121.836
117,170.383,139.975,113.602,142.019,150.506,175.136,166.639,145.821,134.945,162.541,98.531,122.667,124.572
118,166.920,138.324,115.538,150.358,149.077,180.724,165.716,149.435,135.098,160.141,99.088,124.850,124.376
119,170.073,138.855,115.336,152.400,150.395,177.384,167.669,147.837,135.484,162.834,100.469,123.541,122.319
120,168.249,140.410,119.591,159.961,152.662,180.728,166.752,149.715,136.307,157.082,101.498,125.420,122.026
121,167.069,138.765,120.596,162.687,153.634,180.711,170.067,151.948,135.435,160.528,102.328,128.772,127.107
122,169.350,141.937,118.731,162.445,150.477,176.323,170.826,153.608,131.595,157.963,103.203,125.133,122.501
123,166.466,139.018,115.605,165.051,152.386,177.297,166.107,150.832,138.085,158.855,101.169,126.103,123.730
124,170.085,139.431,115.171,163.743,147.764,177.703,160.924,148.627,134.823,159.387,101.484,124.418,122.134
125,166.815,140.659,114.727,160.158,144.025,175.504,162.994,148.015,134.750,155.563,101.495,123.365,124.528
126,163.876,141.122,115.434,157.321,145.089,176.237,161.507,145.611,138.042,158.170,102.947,125.073,120.300
127,164.778,142.180,115.534,156.730,143.585,175.578,157.603,145.679,134.400,159.018,101.152,123.079,122.102
128,167.652,135.312,114.475,154.602,143.609,176.465,153.346,146.608,133.430,154.733,102.527,124.159,120.358
129,165.987,135.116,113.451,150.717,141.297,178.132,159.647,144.221,134.786,156.097,101.150,122.218,122.407
130,166.262,143.892,112.465,148.719,141.189,176.403,156.769,139.075,132.615,159.176,104.366,122.268,123.812
131,167.060,138.639,113.829,145.323,139.503,174.550,153.870,137.055,134.842,158.454,101.912,121.188,122.720
132,165.739,139.424,110.628,144.139,142.260,176.347,156.885,135.760,135.566,157.329,103.286,122.629,124.164
133,164.641,139.941,111.661,140.831,140.681,173.993,155.688,134.398,134.963,155.407,103.062,122.804,121.906
134,164.453,141.427,109.500,141.370,139.965,172.612,153.427,134.794,136.573,160.521,101.847,122.433,123.708
135,165.786,134.361,110.071,140.923,140.983,175.886,153.829,135.142,133.285,161.376,98.883,121.527,122.457
136,167.601,137.539,110.651,141.987,141.939,176.836,155.222,135.881,134.176,160.071,100.177,119.604,121.201
137,164.646,136.396,111.450,145.015,141.611,177.537,154.683,135.148,136.416,159.375,101.120,122.814,123.262
138,163.776,138.851,109.517,142.304,140.819,175.550,154.228,134.289,135.670,158.248,98.969,121.171,122.481
139,162.691,142.624,108.447,139.730,140.830,177.315,154.906,132.498,135.703,159.144,98.578,117.763,123.209
140,163.456,134.339,110.832,140.135,140.926,175.547,153.107,130.018,134.438,157.793,99.644,121.180,122.176
141,164.491,138.375,111.772,134.555,140.169,174.371,153.648,134.389,136.053,157.719,97.944,119.713,123.627
142,166.224,139.059,108.660,135.987,136.684,175.593,152.070,133.108,136.731,157.503,98.352,117.606,121.531
143,165.551,137.863,110.908,132.418,138.501,177.756,150.673,132.272,134.052,159.227,95.280,120.434,121.735
144,164.805,138.596,111.121,135.790,139.591,175.927,154.452,130.050,134.221,157.563,96.433,118.465,124.004
145,165.592,137.259,107.892,132.270,138.483,174.535,150.067,131.530,136.396,159.452,94.170,118.216,122.959
146,165.692,138.963,111.177,129.347,138.574,176.709,153.921,132.318,135.733,156.172,93.727,119.261,121.147
147,165.009,138.059,109.288,127.041,137.863,178.632,152.764,133.313,136.804,158.433,92.366,120.068,121.235
148,164.894,139.733,110.914,131.497,141.634,174.989,152.590,132.090,136.746,159.640,92.852,118.792,122.683
149,166.163,139.498,108.608,127.580,138.309,173.090,152.972,129.742,135.555,160.469,92.548,116.839,122.721
150,166.614,137.620,110.728,128.816,138.773,178.662,153.237,132.751,132.720,158.036,94.356,117.718,122.723
151,164.461,139.316,109.509,128.146,138.221,173.903,151.281,130.101,132.495,156.772,89.613,115.475,124.205
152,165.914,139.916,110.353,130.340,143.340,179.118,152.433,135.099,134.523,158.192,93.584,116.471,121.320
153,163.541,139.045,109.926,129.383,138.733,175.019,153.537,130.040,134.416,158.628,94.514,117.265,122.400
154,167.292,137.718,110.245,127.334,139.693,176.507,149.945,130.689,135.400,160.122,94.287,116.903,121.657
155,165.337,140.510,112.792,133.385,141.055,172.780,152.394,133.771,134.022,158.458,94.245,116.718,123.438
156,165.694,140.925,110.576,130.148,139.313,179.483,154.468,131.078,132.869,158.712,92.941,116.458,120.330
157,168.149,139.761,109.047,130.409,139.203,174.379,150.868,133.412,137.859,159.743,93.353,116.157,121.942
158,164.516,139.996,109.291,134.792,140.642,179.431,152.406,133.638,135.593,156.541,92.780,115.824,120.159
159,160.913,137.765,109.908,131.413,139.804,175.132,151.990,131.049,136.823,160.383,92.392,116.790,121.105
160,166.449,137.631,110.266,131.298,143.231,177.646,151.444,130.589,137.342,156.320,93.916,114.052,125.479
161,167.547,138.729,109.349,129.615,139.949,178.996,153.969,134.808,134.497,158.911,94.917,114.247,123.280
162,166.774,139.112,111.666,127.786,141.242,171.254,154.147,133.226,136.295,159.337,94.555,114.405,125.001
163,163.057,137.616,109.063,132.574,141.235,174.825,152.172,133.602,135.865,161.084,90.669,115.135,121.814
164,168.507,136.122,109.683,129.212,141.336,177.576,152.546,131.788,133.924,157.877,92.592,115.414,122.206
165,165.143,140.845,111.090,129.392,139.271,178.799,150.477,132.020,137.779,160.185,91.572,116.210,119.898
166,165.638,138.286,109.704,130.047,139.250,176.216,148.954,132.075,137.366,158.733,90.083,115.833,123.798
167,162.574,139.471,110.483,133.118,141.255,176.937,149.647,133.084,135.160,159.593,89.756,115.503,122.690
168,165.579,137.271,109.632,134.238,141.109,176.576,152.680,131.202,134.874,159.689,89.772,115.271,121.757
169,164.149,136.173,109.090,129.713,139.214,174.243,150.368,132.638,134.623,160.549,90.570,114.755,121.804
170,165.069,142.522,109.070,130.169,141.328,176.662,152.832,132.853,134.321,158.736,90.584,115.203,122.238
171,168.996,136.735,110.437,130.278,138.713,171.306,150.905,130.991,131.559,161.115,87.939,112.971,123.208
172,165.605,140.349,107.059,130.833,139.224,175.698,150.959,132.263,138.136,158.654,90.870,116.517,121.775
173,163.539,137.094,111.380,130.555,142.009,175.276,150.915,129.060,135.322,158.620,89.333,115.007,122.448
174,165.724,140.602,111.021,130.103,139.542,172.972,151.415,131.095,132.321,159.271,88.259,114.942,123.249
175,163.843,139.308,110.009,127.809,139.807,177.647,151.716,128.827,133.798,158.304,91.159,116.534,122.334
176,163.350,140.414,109.394,129.520,142.708,173.030,152.261,133.270,135.699,157.831,88.789,115.789,121.448
177,164.417,141.241,111.106,129.469,140.738,176.771,154.202,131.344,136.225,157.361,89.189,114.777,122.696
178,167.547,140.633,108.973,132.630,142.659,175.910,151.698,132.988,135.719,161.433,85.695,115.517,120.552
179,167.204,134.592,110.160,131.848,140.603,174.424,150.816,131.945,135.958,160.462,88.323,115.864,121.314
180,165.251,137.710,109.901,128.069,141.287,176.397,150.030,136.113,134.947,156.604,90.495,113.534,120.339
181,166.634,137.816,108.704,131.188,139.881,175.860,148.413,132.070,133.505,160.422,87.109,114.406,122.070
182,163.582,138.241,109.393,128.450,138.720,171.373,149.239,129.820,134.533,160.296,87.498,113.131,120.515
183,166.430,139.980,109.334,130.713,142.019,172.946,151.773,132.420,134.383,158.072,88.759,114.397,120.306
184,163.181,138.824,109.075,129.004,139.891,177.405,155.204,132.983,131.422,160.611,88.916,115.039,119.333
185,162.370,141.025,109.824,133.244,140.986,176.354,150.956,133.467,134.206,157.412,90.031,114.615,118.945
186,166.267,138.202,111.017,128.308,143.374,173.466,152.494,131.971,135.127,160.137,88.461,114.776,121.949
187,165.236,137.241,109.652,128.647,142.083,173.901,151.767,130.774,137.864,159.057,87.545,115.113,121.526
188,165.660,135.851,111.571,129.396,144.400,176.405,149.335,129.608,136.132,157.640,85.686,116.236,122.007
189,163.497,138.096,110.389,131.501,140.655,179.966,152.391,134.133,136.042,162.508,89.998,115.265,123.105
190,165.235,137.031,109.404,128.525,141.548,176.341,149.853,131.611,134.544,160.757,86.116,117.468,120.225
191,164.759,136.680,109.647,131.405,139.625,174.076,150.314,132.643,136.055,160.029,87.317,115.312,123.489
192,163.396,136.602,110.061,131.734,139.792,174.164,153.298,136.730,136.011,160.546,88.247,112.760,121.518
193,164.028,135.947,110.687,131.233,139.748,178.394,149.894,132.079,132.847,158.895,86.333,113.303,120.531
194,164.350,136.290,109.228,129.096,139.962,174.246,154.516,133.150,133.318,158.396,87.627,114.285,124.363
195,168.303,134.292,110.709,131.218,139.378,172.627,150.904,132.936,135.007,159.278,86.053,114.022,121.784
196,163.778,141.014,109.429,130.964,140.816,174.250,150.067,130.718,135.239,159.000,88.345,115.563,122.869
197,163.796,139.204,108.056,131.964,139.731,175.243,153.190,131.678,135.472,159.497,86.992,116.015,124.053
198,162.656,136.749,108.503,131.670,138.531,177.112,153.048,131.148,132.869,159.603,86.283,114.720,122.050
199,164.676,140.520,110.582,129.687,141.042,176.972,151.718,132.224,134.025,156.571,89.641,114.060,123.905
200,166.579,139.514,109.366,127.306,139.309,173.007,154.375,131.200,135.795,157.004,86.062,113.978,121.478
201,165.379,139.429,109.163,130.109,139.136,176.106,154.194,133.377,134.270,158.889,83.231,113.355,119.370
202,164.204,138.786,109.723,132.032,138.181,174.271,153.825,132.125,134.386,158.224,89.045,113.547,123.016
203,164.961,139.373,109.713,128.195,142.341,176.515,151.464,134.188,134.136,160.537,84.172,113.719,121.622
204,166.280,139.988,107.207,129.092,142.160,176.795,152.361,130.302,135.805,158.152,87.519,113.596,121.384
205,164.501,139.337,113.011,129.261,142.458,174.950,151.459,133.455,136.261,157.564,87.114,114.591,122.442
206,165.134,140.124,111.774,130.090,140.013,171.396,152.748,133.098,133.256,159.086,86.778,116.007,119.780
207,165.337,139.043,108.943,132.321,138.821,175.705,152.367,129.884,134.553,157.849,88.520,114.956,124.862
208,165.229,138.312,111.699,127.116,139.513,177.847,153.215,133.889,135.241,159.115,87.316,113.816,121.920
209,165.166,141.259,109.993,129.338,140.539,175.578,149.757,131.293,134.779,160.311,87.723,113.055,119.987
210,169.558,138.092,109.062,127.786,140.289,176.375,150.847,128.203,131.821,157.679,86.911,113.324,121.940
211,165.063,139.624,110.987,131.867,140.267,171.151,153.722,130.637,133.112,157.118,86.817,114.861,120.839
212,164.050,137.794,110.666,128.587,139.334,174.507,151.111,131.968,134.764,162.003,87.717,114.787,120.780
213,165.840,139.876,109.831,131.589,139.499,172.724,151.044,132.307,135.887,156.513,84.659,115.338,120.566
214,164.006,137.553,109.668,130.865,141.248,177.153,150.704,133.450,135.109,157.331,86.853,114.538,120.883
215,161.809,137.214,109.102,129.996,141.967,175.368,149.059,130.415,134.566,158.629,87.558,113.304,122.593
216,166.341,138.265,110.067,132.587,142.685,175.925,154.585,134.131,134.317,157.786,87.059,117.516,122.523
217,166.276,136.029,109.542,128.799,141.073,176.483,150.188,133.160,133.044,157.600,84.608,115.555,123.226
218,167.071,139.008,109.587,131.634,140.564,174.466,152.907,132.356,135.548,161.061,86.808,114.671,121.118
219,165.512,136.729,110.091,130.638,142.340,177.507,151.302,131.936,136.209,156.791,86.027,114.409,122.788
220,163.118,140.794,109.538,132.882,140.656,174.799,154.361,131.565,135.322,160.946,87.150,115.748,122.273
221,166.802,138.982,108.358,128.679,141.845,175.407,152.076,134.992,134.850,158.371,85.836,113.743,121.155
222,167.857,142.212,111.240,132.039,142.224,174.662,150.103,136.234,133.508,158.480,88.286,114.228,123.119
223,166.044,137.076,110.417,128.940,141.467,175.610,152.429,135.310,134.847,155.902,89.253,115.868,121.794
224,166.927,137.910,110.112,130.396,140.692,171.774,151.136,132.620,134.655,158.513,88.378,114.413,121.767
225,162.780,135.065,110.777,128.638,140.850,173.618,150.125,130.354,135.774,159.177,88.072,115.874,119.080
226,163.171,137.725,110.062,129.105,142.587,174.856,152.609,132.519,134.806,157.178,86.169,113.434,116.431
227,168.640,137.625,111.039,128.998,140.329,175.284,151.804,133.192,135.910,158.671,86.802,116.150,121.758
228,163.694,140.582,110.151,131.880,138.903,175.239,154.475,131.867,134.591,160.830,86.827,114.524,121.142
229,164.019,140.833,111.029,129.096,139.103,174.379,149.725,133.925,131.989,158.071,88.211,111.809,121.673
230,167.987,137.782,108.731,128.191,142.113,171.440,152.131,130.351,137.012,158.467,86.953,114.913,122.213
231,165.793,136.582,108.353,131.732,142.413,175.381,150.906,133.156,134.374,160.220,87.508,114.517,121.441
232,164.650,138.559,108.977,131.030,140.906,172.547,151.325,132.922,134.116,157.869,86.400,113.864,121.982
233,168.347,138.120,107.400,129.529,142.128,172.821,150.968,131.101,136.191,159.136,88.172,113.361,119.437
234,164.582,139.422,110.732,131.897,141.106,176.744,153.429,131.956,132.042,154.959,87.075,115.985,121.979
235,164.812,136.553,109.142,131.403,139.878,175.468,155.233,134.676,135.108,161.051,87.608,113.569,119.816
236,164.060,140.239,110.773,130.788,140.858,172.685,152.599,133.905,136.647,160.989,88.095,113.488,118.441
237,168.423,140.806,109.514,131.206,141.823,176.409,152.996,133.536,132.600,158.372,87.616,113.892,123.741
238,163.464,137.896,108.654,129.154,141.997,173.927,152.377,131.956,134.907,155.246,88.933,114.421,121.693
239,162.864,136.480,107.195,132.015,139.921,173.257,152.069,132.264,133.825,159.019,84.953,114.936,121.213
240,166.487,137.990,109.318,131.242,142.116,171.703,152.918,131.144,135.705,157.837,88.533,114.811,121.509
241,166.602,139.100,109.460,127.632,139.179,177.446,152.482,132.273,133.524,160.845,87.567,116.005,123.107
242,166.437,139.424,110.917,126.805,141.190,174.153,153.691,132.860,133.984,160.400,86.450,113.637,121.511
243,165.325,136.161,108.789,130.887,140.958,174.597,149.179,133.832,133.542,158.053,86.067,114.947,120.220
244,167.099,136.665,110.701,129.546,141.575,175.271,150.850,132.856,135.323,159.430,87.114,113.142,118.560
245,162.895,137.004,110.555,130.767,137.848,173.563,150.607,131.994,133.319,156.682,89.280,114.097,119.619
246,167.641,139.257,110.296,128.824,139.580,175.722,152.988,131.424,135.442,158.559,85.661,114.461,122.680
247,162.289,136.990,109.290,131.615,141.800,175.509,151.546,130.988,133.791,160.310,86.798,114.629,119.427
248,164.324,137.541,109.120,130.814,141.651,171.071,153.357,130.337,134.565,158.154,86.502,111.754,120.326
249,164.248,139.408,109.804,128.653,139.156,171.485,152.525,132.250,133.398,157.524,85.770,115.125,120.602
250,164.415,134.616,109.257,128.520,139.698,175.851,155.349,131.255,135.437,158.466,88.455,113.870,116.900
251,163.660,137.151,111.065,132.842,143.353,179.110,150.883,128.663,134.944,159.907,86.573,111.910,122.141
252,167.276,136.235,107.824,130.799,143.612,173.610,153.500,135.569,136.000,160.693,86.620,117.696,117.932
253,165.108,136.602,109.204,128.313,140.061,175.787,154.804,133.344,134.106,160.580,86.319,115.787,121.619
254,166.286,139.255,110.826,126.084,142.339,173.623,153.095,136.501,135.995,162.434,87.330,114.787,121.381
255,165.579,141.380,112.307,129.775,140.746,174.899,154.062,135.055,132.995,159.026,85.900,115.677,121.003
256,166.044,142.675,108.008,128.274,141.564,176.556,153.246,135.844,138.914,159.636,88.691,115.729,120.391
