 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36
15,39.523,32.437,36.549,67.816,27.223,24.319,36.439,22.704,22.852,21.202,21.258,21.138,18.016,19.592,18.463,21.033,49.616,34.589,23.293,21.390,20.975,23.521,22.491,24.852,23.760,22.504,20.082,17.982,16.569,18.223,21.879,19.604,16.020,15.289,17.304,53.964
16,39.798,32.790,36.815,66.372,26.771,24.504,36.136,22.827,22.618,21.064,21.363,21.128,18.072,19.484,18.499,20.949,49.139,36.357,23.428,21.044,20.776,23.039,22.320,24.709,23.721,22.279,20.027,18.052,16.529,18.218,21.931,19.604,15.895,15.269,17.242,53.092
17,39.260,32.759,36.340,65.197,26.440,24.298,36.223,22.664,22.473,21.024,21.221,21.185,17.911,19.592,18.458,21.059,49.107,34.664,23.415,21.273,20.618,23.128,22.223,24.766,24.064,22.455,20.113,17.764,16.487,18.117,21.974,19.668,15.921,15.285,17.143,52.745
18,39.148,32.814,36.504,63.947,26.076,24.028,35.905,22.790,22.005,21.074,21.221,21.067,18.035,19.465,18.530,21.116,48.786,33.276,23.385,21.052,20.595,22.868,22.162,24.793,23.805,22.313,19.994,17.694,16.516,18.176,21.836,19.687,15.895,15.414,17.292,52.329
19,39.049,32.652,36.314,62.719,26.050,24.226,35.719,22.715,21.781,20.979,21.273,20.945,17.890,19.490,18.486,21.037,48.245,31.944,23.369,21.157,20.532,22.603,22.015,24.729,23.591,22.465,19.918,17.626,16.564,18.140,21.754,19.735,15.980,15.344,17.283,51.919
20,39.038,32.606,36.406,61.690,26.475,24.361,35.937,22.774,21.557,21.009,21.172,21.128,17.781,19.407,18.492,21.053,48.149,31.153,23.300,21.298,20.412,22.644,21.882,24.660,23.938,22.465,19.927,17.666,16.675,18.168,21.780,19.638,15.855,15.285,17.279,51.678
21,38.635,32.643,36.476,61.035,26.238,24.156,36.056,22.681,21.309,20.964,21.194,21.049,18.030,19.505,18.492,21.174,48.121,30.499,23.090,21.075,20.274,22.228,21.903,24.510,24.048,22.450,20.063,17.564,16.346,18.039,21.978,19.765,15.919,15.365,17.186,51.126
22,38.661,32.575,36.132,60.274,26.356,24.165,35.883,22.717,21.188,20.842,21.236,21.093,17.890,19.529,18.531,20.980,48.043,29.705,23.234,21.170,20.211,22.212,21.847,24.667,24.162,22.351,19.948,17.658,16.583,18.104,21.733,19.684,15.913,15.266,17.169,50.908
23,39.724,32.652,36.146,59.473,26.420,24.136,35.998,22.865,21.069,20.901,21.317,21.065,17.865,19.315,18.441,21.033,48.049,29.269,23.254,21.140,20.122,21.918,21.783,24.539,24.153,22.315,19.929,17.636,16.389,18.179,21.849,19.799,15.930,15.359,17.197,50.459
24,70.353,33.862,37.056,62.141,26.636,24.182,50.279,24.726,26.829,21.365,22.150,25.010,18.040,19.542,18.399,22.182,58.158,29.845,23.353,21.084,19.956,21.849,21.863,24.796,24.053,22.276,19.933,17.594,16.465,20.329,27.582,20.437,15.998,15.215,17.153,50.559
25,73.878,33.707,37.444,66.555,27.034,24.142,57.119,25.000,32.425,21.977,22.341,26.006,18.126,19.628,18.553,23.288,61.152,30.606,23.198,20.958,20.115,21.715,21.914,24.670,24.020,22.238,19.901,17.564,16.439,20.308,27.526,20.386,15.971,15.380,17.212,50.651
26,69.363,33.546,37.429,68.119,26.936,24.441,55.665,24.365,33.258,22.205,22.277,24.986,18.047,19.547,18.677,23.338,60.741,33.167,23.203,21.371,19.951,21.509,21.758,24.635,23.977,22.437,20.115,17.642,16.554,19.477,25.707,20.152,15.866,15.290,17.166,50.782
27,69.536,33.233,37.326,72.953,26.989,24.706,53.193,23.912,32.784,22.380,22.137,23.730,17.883,19.538,18.537,22.514,62.790,36.928,23.282,21.491,20.275,21.354,22.528,24.567,24.121,22.388,20.270,18.256,16.474,18.902,24.203,19.898,15.912,15.362,17.287,50.644
28,64.275,32.816,37.556,73.536,26.874,24.765,49.976,23.571,31.842,22.512,21.877,22.821,18.049,19.627,18.499,22.484,61.219,37.619,23.313,21.455,20.375,21.936,22.685,24.406,23.922,22.411,20.027,18.504,16.561,18.705,23.478,19.881,15.945,15.385,17.320,50.099
29,59.313,32.771,37.469,70.599,26.413,24.770,47.567,23.305,30.631,22.222,21.669,22.154,17.830,19.631,18.591,21.899,59.226,36.350,23.245,21.361,20.445,21.591,22.637,24.470,23.906,22.413,20.195,18.416,16.444,18.378,22.694,19.869,15.902,15.357,17.203,49.757
30,55.269,32.742,37.386,68.575,26.087,24.719,45.264,23.095,29.715,22.021,21.361,21.748,17.930,19.581,18.599,21.760,57.995,35.986,23.223,21.335,20.832,21.619,22.816,24.419,23.801,22.258,20.136,18.690,16.492,18.231,22.517,19.701,15.860,15.301,17.285,49.901
31,52.229,32.926,37.030,68.909,25.963,24.488,43.968,23.128,28.581,21.650,21.582,21.837,17.839,19.516,18.545,22.112,56.542,34.262,23.324,21.438,20.580,21.934,22.608,24.547,23.805,22.256,20.092,18.432,16.665,18.451,22.349,19.635,15.779,15.336,17.359,49.541
32,49.837,32.839,37.370,67.898,26.349,24.405,42.788,23.022,27.787,21.620,21.555,22.073,17.951,19.568,18.613,22.393,55.312,32.907,23.119,21.229,20.535,22.080,22.463,24.697,23.691,22.344,20.069,18.122,16.460,18.422,22.638,19.739,15.932,15.249,17.162,49.336
33,48.238,32.645,37.314,68.597,26.107,24.257,41.924,22.704,26.836,21.410,21.528,21.880,18.000,19.512,18.649,22.233,54.741,34.084,23.209,21.212,20.488,21.708,22.312,24.672,24.039,22.413,20.029,17.982,16.457,18.316,22.448,19.591,15.930,15.344,17.140,49.142
34,46.502,32.493,37.243,67.834,25.934,24.299,41.141,22.695,26.200,21.312,21.415,21.321,17.855,19.480,18.574,21.868,53.844,33.882,23.081,21.134,20.478,21.584,22.176,24.498,23.723,22.258,20.038,17.798,16.614,18.199,22.198,19.851,15.777,15.269,17.156,49.173
35,45.600,32.507,37.019,70.036,25.676,24.375,40.344,22.923,25.599,21.324,21.354,21.657,18.002,19.452,18.599,21.943,53.123,34.387,23.237,21.256,20.464,21.826,22.552,24.584,23.719,22.349,19.992,17.886,16.508,18.236,22.237,19.712,15.834,15.292,17.190,49.203
36,44.527,32.398,37.305,74.622,25.737,24.413,39.470,22.715,25.074,21.179,21.115,21.411,18.047,19.516,18.553,21.787,52.779,34.397,23.133,21.277,20.446,21.968,22.459,24.594,23.730,22.284,20.040,17.916,16.458,18.088,22.017,19.530,15.842,15.400,17.304,48.689
37,44.009,32.460,36.899,76.526,25.541,24.217,39.132,22.819,24.386,21.313,21.282,21.276,17.788,19.509,18.537,21.457,52.292,35.213,23.191,21.296,20.491,21.566,22.229,24.404,23.751,22.421,20.015,17.710,16.429,18.062,21.966,19.638,15.924,15.348,17.266,49.014
38,43.213,32.757,37.185,76.000,25.636,24.533,38.829,22.867,23.892,21.023,21.411,21.411,17.951,19.459,18.506,21.121,51.792,37.325,23.558,21.635,20.784,21.781,22.781,24.522,23.902,22.320,20.075,18.140,16.603,18.098,21.953,19.612,15.853,15.431,17.391,50.770
39,42.649,32.495,36.836,74.197,25.703,24.610,38.561,22.735,23.372,21.204,21.307,21.429,18.133,19.394,18.453,21.233,51.364,36.944,23.527,21.755,20.835,21.993,23.062,24.557,23.597,22.222,20.073,18.234,16.527,18.073,21.918,19.571,15.888,15.276,17.203,52.099
40,42.150,32.334,36.561,73.568,25.750,24.479,38.286,22.830,22.897,21.144,21.143,21.203,17.970,19.364,18.389,21.119,50.853,34.984,23.358,21.698,20.890,22.546,22.880,24.369,23.789,22.269,20.059,18.174,16.668,18.228,21.892,19.626,15.910,15.319,17.283,51.529
41,65.437,34.419,36.806,76.675,25.760,24.464,44.708,23.790,26.290,21.476,21.691,21.439,17.923,19.865,18.930,21.297,60.759,33.587,23.406,21.354,21.009,22.568,22.847,24.734,23.826,22.163,19.958,18.206,16.574,19.435,24.664,19.836,15.829,15.301,17.266,52.957
42,93.905,38.584,37.462,77.648,26.091,24.551,69.909,27.352,31.008,23.574,22.661,22.067,18.065,21.140,21.779,21.545,75.620,35.002,24.041,21.463,21.061,22.721,23.059,24.510,23.874,22.230,20.145,18.328,16.562,21.057,27.504,20.267,15.891,15.354,17.149,57.011
43,87.271,37.390,37.296,77.624,25.689,24.302,71.418,26.951,30.787,23.901,22.836,21.726,18.219,20.685,21.486,21.556,73.417,34.984,23.590,21.465,20.990,22.783,22.906,24.579,23.703,22.341,20.021,18.090,16.540,20.187,25.013,20.148,15.956,15.275,17.389,58.872
44,78.803,36.297,36.951,76.009,25.960,24.808,66.996,25.690,29.519,23.413,22.450,21.486,18.023,20.242,20.642,21.193,69.886,36.893,23.507,21.415,20.874,22.694,23.248,24.369,23.924,22.333,20.088,18.204,16.574,19.262,23.629,19.893,15.980,15.319,17.292,58.993
45,71.739,35.198,36.616,73.684,26.252,24.819,61.481,25.020,28.570,22.948,21.889,21.291,17.853,20.020,19.888,21.029,66.859,36.374,23.433,21.231,20.889,22.628,23.522,24.628,23.655,22.059,20.138,18.676,16.511,18.580,22.767,19.693,15.996,15.356,17.114,56.869
46,65.893,34.439,36.617,71.547,26.431,24.583,57.736,24.491,27.643,22.681,21.916,21.031,17.974,19.843,19.436,21.105,64.208,34.912,23.264,21.231,21.029,22.272,23.335,24.505,23.533,22.452,20.015,18.414,16.510,18.363,22.099,19.775,15.855,15.287,17.214,55.171
47,61.363,33.955,36.642,70.962,26.128,24.353,54.716,23.752,26.758,22.397,21.723,21.014,17.925,19.715,19.183,21.303,62.377,33.193,23.379,21.059,20.904,22.285,23.000,24.631,23.702,22.181,19.992,18.154,16.487,18.246,21.953,19.743,15.816,15.360,17.251,53.863
48,57.857,33.678,36.524,69.246,25.990,24.197,51.957,23.622,25.863,22.052,21.378,21.150,17.895,19.673,19.029,21.075,60.717,32.211,23.115,21.055,20.847,22.256,22.515,24.527,23.826,22.235,19.807,18.140,16.683,18.114,21.914,19.622,15.818,15.249,17.153,53.054
49,54.822,33.571,36.402,69.443,25.682,24.381,49.855,23.381,25.142,21.916,21.556,21.041,17.828,19.549,18.747,20.923,59.473,31.142,23.282,21.092,20.657,22.281,22.388,24.433,23.677,22.160,20.015,17.980,16.532,18.223,22.116,19.595,15.845,15.282,17.043,52.698
50,52.358,33.225,36.501,72.849,25.643,24.171,48.221,22.934,24.556,21.596,21.209,21.102,17.981,19.620,18.817,21.055,58.223,30.761,23.248,21.075,20.518,21.936,22.358,24.732,23.918,22.220,20.168,17.724,16.514,18.067,22.159,19.569,15.899,15.432,17.231,51.905
51,50.247,33.173,36.233,71.370,25.984,24.558,47.126,22.931,24.016,21.638,21.484,21.049,18.014,19.555,18.762,20.943,57.554,31.791,23.306,21.245,20.564,21.756,22.882,24.562,23.998,22.147,20.010,17.902,16.503,17.972,21.879,19.635,15.884,15.287,17.238,52.110
52,48.771,32.833,36.289,69.907,25.711,25.048,45.418,23.040,23.440,21.720,21.411,21.041,17.755,19.605,18.681,21.064,55.913,34.522,23.939,21.275,20.677,21.482,23.767,24.475,23.952,22.245,20.099,18.412,16.532,18.003,21.802,19.557,15.941,15.195,17.255,55.340
53,47.593,32.951,36.259,68.750,25.627,25.100,43.991,22.896,22.911,21.477,21.417,21.039,18.042,19.547,18.508,21.226,55.533,34.223,23.534,21.268,20.614,21.591,23.965,24.424,23.851,22.036,19.937,18.564,16.522,17.984,21.647,19.550,15.871,15.342,17.196,56.806
54,46.181,32.831,36.111,67.201,26.030,25.384,43.095,22.790,22.533,21.403,21.287,20.982,17.904,19.465,18.655,20.826,54.795,34.872,23.529,21.394,20.880,21.660,24.939,24.443,23.808,22.264,19.881,18.804,16.562,17.863,21.953,19.481,15.847,15.333,17.261,57.439
55,45.248,33.249,36.436,66.578,26.848,26.027,42.067,22.894,22.385,21.289,21.440,21.093,17.816,19.551,18.635,20.969,54.379,49.919,28.153,21.931,21.792,22.507,26.139,24.436,23.847,22.395,20.126,19.308,16.620,18.091,21.819,19.501,16.285,15.482,17.287,76.662
56,44.260,33.062,36.307,65.781,27.287,26.152,41.701,22.889,21.845,21.356,21.325,20.955,18.128,19.500,18.486,20.877,53.893,55.998,27.809,22.168,22.629,23.477,26.672,24.330,23.927,22.235,19.979,19.454,16.768,18.052,21.905,19.589,16.676,15.499,17.263,93.840
57,44.057,32.965,36.621,64.945,27.736,25.942,40.892,22.947,21.415,21.228,21.379,21.035,17.809,19.550,18.504,20.905,53.524,55.283,26.333,22.029,23.473,23.432,27.034,24.507,24.133,22.109,20.208,19.322,16.691,18.145,21.957,19.606,16.530,15.589,17.218,92.214
58,54.577,34.565,36.718,65.872,29.209,26.182,43.344,24.241,25.998,21.818,21.779,21.624,17.795,20.171,19.012,21.147,58.212,57.304,26.570,21.954,24.277,23.671,27.433,24.544,23.975,22.235,20.197,19.648,16.744,19.785,24.668,19.853,16.392,15.853,17.158,91.806
59,60.446,38.810,37.882,67.270,29.386,25.911,54.206,26.856,31.105,24.226,22.766,22.941,18.086,22.643,22.355,21.490,63.616,55.399,26.068,21.996,25.185,25.205,27.493,24.335,23.954,22.256,20.044,19.974,16.769,21.168,27.125,20.243,16.346,15.998,17.214,90.782
60,57.457,37.763,38.171,65.832,28.827,25.375,54.024,26.223,31.246,24.330,22.693,22.453,18.072,22.047,21.986,21.299,63.009,57.056,27.203,22.111,25.821,27.285,26.826,24.369,23.920,22.276,20.229,19.848,16.761,20.220,25.134,20.073,16.315,16.388,17.236,92.761
61,53.721,36.685,38.055,64.553,28.653,25.893,51.314,25.462,30.213,24.430,22.516,21.878,18.005,21.239,20.934,21.233,61.230,67.172,29.013,22.379,27.061,27.936,27.373,24.645,23.968,22.274,19.994,19.932,16.784,19.324,23.224,19.907,16.495,16.421,17.324,104.982
62,50.820,35.538,37.949,63.838,28.551,25.905,48.723,24.770,29.190,24.067,21.976,21.433,17.904,20.703,20.098,21.125,59.913,64.381,27.784,22.440,27.357,28.333,27.830,24.677,23.803,22.207,20.132,20.064,16.881,18.565,22.409,19.753,16.460,16.368,17.274,106.932
63,48.414,34.616,37.552,63.122,28.445,25.949,46.894,24.027,28.235,23.389,21.828,21.030,17.860,20.351,19.642,21.116,58.603,62.258,27.809,22.447,27.309,28.452,28.042,24.527,23.764,22.297,20.029,19.832,16.865,18.402,22.065,19.606,16.392,16.348,17.106,106.149
64,46.880,34.258,37.346,62.464,28.721,26.092,45.284,23.869,27.182,23.035,21.567,20.915,17.872,20.046,19.436,21.057,57.437,62.571,27.982,22.331,27.108,29.256,28.167,24.404,23.837,22.199,20.189,19.782,17.019,18.150,21.940,19.643,16.258,16.455,17.134,106.300
65,45.326,33.889,37.035,61.949,28.859,26.400,44.063,23.308,26.266,22.488,21.573,21.012,17.998,19.845,19.053,20.963,56.589,67.613,29.606,22.287,27.507,29.370,28.962,24.360,23.853,22.186,20.195,19.806,16.946,18.054,21.966,19.647,16.122,16.423,17.304,113.520
66,44.191,33.728,36.848,61.376,28.855,26.370,43.011,23.069,25.401,22.391,21.430,20.951,17.730,19.868,18.902,21.015,55.529,63.568,28.374,22.266,27.169,29.187,29.272,24.325,24.014,22.300,20.203,19.756,16.939,18.047,21.836,19.464,16.120,16.249,17.210,116.527
67,43.573,33.202,36.667,60.440,29.018,26.374,41.842,23.080,24.849,22.321,21.445,20.980,18.023,19.700,18.961,20.905,54.830,61.791,28.112,22.407,27.348,28.696,30.079,24.419,23.991,22.134,20.159,19.664,17.054,18.130,21.991,19.612,15.989,16.336,17.298,114.577
68,42.867,33.210,36.734,60.321,29.449,26.104,41.134,22.737,24.802,22.000,21.550,21.224,18.033,19.678,18.739,20.708,53.931,58.944,27.856,22.222,26.810,29.016,29.925,24.581,23.922,22.385,20.101,19.932,16.934,18.057,22.009,19.724,15.998,16.272,17.246,113.538
69,42.586,33.115,36.354,59.830,29.860,26.231,40.385,22.858,24.224,22.146,21.499,21.285,17.769,19.704,18.683,20.771,53.446,59.747,27.531,21.987,26.685,28.381,30.296,24.352,23.778,22.261,19.954,19.820,16.912,18.262,21.772,19.844,15.884,16.292,17.242,110.459
70,41.991,33.136,36.339,59.144,29.363,26.318,39.998,22.973,23.667,22.094,21.191,21.236,18.166,19.530,18.579,20.943,52.676,57.005,26.243,22.057,26.328,28.194,30.408,24.054,23.719,22.279,20.136,19.536,16.801,17.824,21.763,19.619,15.917,16.299,17.250,108.151
71,41.605,32.882,36.434,58.693,29.560,26.357,39.723,22.832,23.106,21.842,21.545,21.067,17.977,19.552,18.691,20.851,52.654,56.768,25.478,22.229,26.032,28.192,30.248,24.335,23.812,22.034,20.168,19.608,16.756,18.119,21.711,19.800,16.013,16.180,17.229,101.041
72,41.117,32.689,36.157,58.327,29.718,26.442,39.134,22.737,22.568,21.936,21.295,21.018,17.867,19.443,18.604,21.048,51.842,54.879,24.840,22.180,25.538,27.758,30.011,24.687,23.687,22.152,20.088,19.580,16.747,18.114,21.586,19.581,15.897,16.095,17.207,95.475
73,40.735,32.899,36.236,58.029,30.144,26.563,38.610,22.615,22.209,21.579,21.268,21.171,17.937,19.502,18.739,20.989,51.275,52.791,25.379,22.310,25.436,27.726,30.361,24.379,23.769,22.207,20.000,19.672,16.774,18.122,21.625,19.726,15.965,16.153,17.182,93.079
74,40.440,32.816,36.369,57.555,30.288,26.261,38.517,22.785,21.884,21.652,21.062,21.150,17.921,19.542,18.421,20.809,51.045,51.466,25.570,22.117,25.537,27.934,29.334,24.362,23.584,22.349,20.036,19.532,16.724,17.977,21.565,19.681,15.882,16.023,17.220,93.926
75,40.185,32.713,36.051,57.159,30.055,26.115,38.277,22.571,21.593,21.325,21.256,21.053,17.986,19.446,18.428,20.787,50.690,50.754,24.899,22.348,25.812,28.105,29.213,24.347,23.558,22.057,20.031,19.504,16.840,18.215,21.750,19.767,15.941,16.156,17.207,92.090
76,40.155,32.757,36.123,56.547,29.762,25.703,38.045,22.752,21.211,21.421,21.359,20.872,17.790,19.453,18.655,20.912,50.313,47.879,24.245,21.933,25.707,27.963,28.420,24.362,23.707,22.109,19.910,19.234,16.848,18.054,21.543,19.601,15.742,16.256,17.233,87.628
77,39.555,32.895,35.875,56.184,28.884,25.602,37.682,22.759,20.879,21.184,21.467,21.065,17.888,19.391,18.513,20.807,49.962,44.840,23.878,21.795,25.195,27.575,28.180,24.394,23.522,22.078,20.019,19.176,16.780,18.119,21.832,19.566,15.884,16.087,17.199,84.705
78,39.692,32.689,35.864,56.122,28.701,25.574,37.615,22.584,20.699,21.155,21.312,20.945,17.860,19.386,18.530,20.699,49.728,42.374,23.867,21.807,25.255,27.183,28.057,24.251,23.771,22.264,20.107,19.238,16.724,18.054,21.888,19.545,15.908,16.015,17.175,81.477
79,39.339,32.408,36.153,57.297,28.844,25.635,37.097,22.591,20.279,21.138,21.020,20.894,17.888,19.356,18.443,20.971,49.607,40.506,23.700,21.990,25.160,27.114,27.676,24.436,23.638,22.085,19.887,19.206,16.582,18.034,21.556,19.434,15.924,15.936,17.210,78.455
80,39.248,32.538,35.783,59.146,29.272,25.808,37.115,22.582,20.206,21.087,21.395,20.856,17.909,19.420,18.560,20.741,49.315,38.508,23.516,21.629,25.148,27.674,27.692,24.414,23.677,22.147,19.786,19.358,16.596,18.028,21.724,19.487,15.866,16.099,17.136,75.698
81,38.956,32.662,35.977,57.954,29.040,25.808,36.799,22.686,19.961,21.029,21.019,20.837,17.988,19.404,18.559,20.613,49.484,38.773,23.624,21.625,25.289,27.906,28.205,24.325,23.687,22.199,20.006,19.194,16.785,18.085,21.517,19.356,15.785,16.040,17.147,73.439
82,39.004,32.443,36.145,57.066,28.643,25.394,36.671,22.690,19.903,20.947,21.083,21.024,17.921,19.496,18.664,20.998,48.775,38.773,23.214,21.312,24.968,27.696,27.366,24.325,23.679,22.318,19.868,19.054,16.728,18.137,21.819,19.365,15.744,15.913,17.115,71.117
83,38.724,32.590,35.684,56.500,27.987,25.312,36.604,22.759,19.787,20.883,21.164,21.018,17.804,19.453,18.477,20.864,48.882,37.016,23.299,21.310,24.623,27.267,26.817,24.232,23.654,22.217,19.799,18.950,16.704,17.847,21.621,19.392,15.849,15.817,16.991,69.482
84,38.856,32.435,35.755,55.493,27.454,25.122,36.548,22.518,19.575,21.009,21.211,20.904,17.718,19.462,18.528,20.679,48.538,35.896,23.182,21.161,24.290,27.007,26.649,24.505,23.604,22.080,19.759,18.808,16.611,18.028,21.509,19.431,15.941,15.757,17.019,67.980
85,38.600,32.676,35.802,54.724,27.089,24.931,36.671,22.624,19.494,20.962,21.029,21.012,18.009,19.415,18.528,20.914,48.348,37.462,23.187,21.195,24.175,26.619,25.887,24.224,23.638,22.096,20.115,18.584,16.550,18.041,21.659,19.394,15.853,15.623,17.164,66.394
86,38.546,32.596,35.762,54.925,26.973,25.199,36.338,22.538,19.454,20.933,21.189,21.071,17.834,19.441,18.424,20.785,48.125,37.125,23.016,21.096,23.871,26.788,25.856,24.579,23.602,22.245,19.883,18.584,16.691,18.054,21.586,19.484,15.915,15.655,17.158,65.248
87,38.554,32.348,35.806,53.894,28.407,25.795,36.383,22.527,19.432,20.777,21.153,20.996,17.855,19.447,18.443,20.916,47.752,56.912,27.045,21.602,24.453,27.005,26.956,24.333,23.789,22.367,20.312,19.168,17.218,18.337,21.655,19.401,16.269,15.687,17.304,76.372
88,38.436,32.497,35.915,53.496,29.718,26.078,36.297,22.739,19.275,20.982,21.118,21.059,17.953,19.408,18.599,20.747,47.781,69.898,27.406,21.753,26.033,27.772,27.575,24.315,23.734,22.460,20.161,19.522,17.763,18.210,21.526,19.529,17.260,15.998,17.199,93.860
89,38.275,32.495,35.868,53.367,29.862,25.461,36.381,22.531,19.256,20.764,21.012,20.874,17.816,19.396,18.482,20.697,47.723,66.420,25.937,21.520,26.340,27.767,26.836,24.409,23.890,22.328,20.013,19.442,17.530,17.927,21.543,19.509,17.230,15.951,17.201,93.273
90,38.229,32.264,35.707,52.719,29.213,24.995,36.210,22.527,19.145,20.699,21.105,20.673,17.790,19.490,18.458,20.787,47.495,62.993,24.808,21.396,26.511,27.687,25.840,24.266,23.854,22.088,20.153,18.986,17.409,18.078,21.724,19.390,17.122,15.690,17.317,90.865
91,38.550,32.274,35.409,52.075,28.433,24.823,36.089,22.715,18.973,20.731,21.155,20.795,17.823,19.482,18.470,20.780,47.348,61.592,24.333,21.400,26.342,27.600,25.447,24.222,23.760,22.207,20.193,18.828,17.207,18.161,21.871,19.487,16.928,15.634,17.218,87.214
92,52.896,35.538,36.972,55.770,29.446,24.950,53.258,26.931,21.839,21.702,21.938,25.124,17.970,20.829,19.024,21.695,56.460,60.896,23.550,21.509,26.021,27.162,25.345,24.426,23.787,22.196,20.358,18.506,16.896,20.557,26.720,20.393,16.639,15.493,17.268,82.741
93,55.280,37.544,38.670,60.460,34.802,25.443,66.842,30.248,25.588,22.438,22.577,27.116,17.993,21.324,19.355,22.255,59.768,58.582,23.493,21.224,26.136,26.701,24.480,24.470,23.744,22.240,20.153,18.388,16.907,20.790,27.224,20.729,16.427,15.516,17.283,78.225
