 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
117,85.575,140.263,69.569,149.416,70.390,62.142,63.844,66.527,82.804,88.956
118,85.715,134.652,68.431,148.059,68.630,61.171,63.570,66.437,82.338,88.241
119,85.607,133.937,67.565,154.769,67.083,61.142,64.717,65.689,82.574,90.233
120,84.195,133.088,66.582,155.833,67.207,59.313,63.912,65.915,81.714,87.205
121,83.117,127.365,65.173,146.035,65.809,58.847,63.556,66.377,80.990,87.048
122,83.933,122.906,64.986,147.513,65.630,58.779,63.265,65.571,80.593,86.767
123,83.609,120.315,64.639,147.019,65.388,58.940,62.498,65.768,80.026,85.048
124,82.966,119.472,64.322,148.478,64.766,58.911,62.571,65.443,79.350,85.229
125,82.283,116.727,63.790,141.007,64.693,59.025,62.134,65.101,79.054,85.112
126,81.630,114.828,64.090,141.866,64.091,58.762,62.026,65.604,78.894,85.349
127,82.522,110.281,63.624,143.802,63.000,58.975,61.733,66.068,77.799,83.257
128,82.005,110.942,63.241,139.504,64.154,59.566,62.442,65.814,78.914,86.012
129,82.064,127.873,64.671,154.824,65.073,61.110,64.772,66.743,79.975,87.916
130,81.444,133.458,65.704,157.200,64.370,60.384,64.493,65.429,79.703,88.867
131,82.069,134.281,65.241,158.791,63.849,59.498,65.300,66.336,80.054,89.510
132,81.913,140.683,66.476,160.758,63.169,59.274,65.258,65.773,79.750,90.775
133,81.336,138.818,66.333,159.520,62.804,59.007,64.028,65.732,79.921,89.671
134,80.529,132.373,64.812,151.464,63.882,58.769,64.447,65.598,79.558,89.803
135,81.455,127.025,64.447,152.240,62.395,58.359,63.144,65.549,79.276,85.928
136,82.308,125.845,64.098,147.588,63.083,58.754,62.493,66.372,78.975,85.747
137,80.841,120.925,63.433,146.551,62.839,58.214,62.692,65.314,78.568,82.554
138,80.915,116.732,62.720,139.929,62.781,57.993,61.834,66.339,78.750,82.851
139,80.572,110.495,63.273,138.264,62.340,58.762,62.219,66.519,78.283,81.064
140,81.232,106.937,62.924,135.812,62.330,58.146,61.685,65.765,78.755,81.048
141,80.549,102.528,62.516,130.052,62.275,57.028,61.094,65.068,77.669,80.193
142,80.143,100.519,62.510,130.560,62.622,58.801,61.301,65.781,77.798,81.341
143,81.018,96.955,62.647,128.365,61.690,57.840,61.114,65.749,77.122,78.586
144,80.680,94.542,62.212,126.447,62.665,58.093,60.470,65.915,77.800,79.257
145,79.782,91.729,62.384,125.489,61.889,58.587,60.260,65.710,77.537,77.839
146,78.120,89.751,61.671,121.247,61.539,57.861,60.187,65.128,77.404,77.908
147,78.506,87.083,61.943,119.920,61.864,58.235,60.167,64.702,77.637,75.635
148,78.501,85.730,61.282,117.845,61.650,58.032,60.162,65.448,76.452,76.715
149,79.405,85.138,61.904,116.235,61.758,57.932,60.377,65.445,77.639,75.618
150,79.956,83.625,62.110,115.311,62.116,59.032,59.695,65.391,77.414,75.900
151,80.018,83.462,61.424,114.009,62.479,58.320,60.002,65.503,77.145,75.345
152,79.556,82.227,61.992,112.384,62.194,58.356,59.820,64.710,77.411,75.052
153,79.292,81.133,61.831,111.739,62.222,59.285,59.472,65.536,77.146,75.618
154,79.428,79.671,61.696,110.847,61.574,58.270,59.742,65.639,76.574,74.261
155,79.246,79.741,62.229,110.948,61.660,57.641,59.752,65.691,77.990,74.920
156,79.011,82.229,62.251,114.301,61.947,58.178,59.825,66.093,78.243,76.594
157,82.053,81.398,62.724,114.934,62.010,58.064,59.450,65.705,79.029,75.325
158,82.228,80.914,62.218,114.701,62.322,58.132,59.490,65.997,78.737,76.610
159,81.002,79.727,61.910,116.329,61.987,58.167,59.551,66.109,78.828,77.084
160,81.207,79.354,61.741,117.155,61.763,58.082,59.573,65.317,78.261,74.827
161,80.772,78.092,61.118,111.506,61.927,58.708,59.530,65.587,78.102,76.924
162,80.510,78.771,62.104,110.842,62.184,58.466,59.642,65.107,78.090,73.317
163,81.343,78.036,61.751,110.562,62.242,58.032,59.106,65.689,78.106,73.719
164,80.241,77.171,61.602,105.911,62.406,58.687,59.399,66.191,78.257,75.494
165,80.124,76.586,61.802,104.186,63.055,58.374,59.439,66.563,77.918,73.960
166,80.198,76.125,61.786,101.967,62.169,58.587,59.659,66.279,77.387,74.337
167,79.474,76.455,61.990,100.786,62.247,58.566,59.429,66.451,77.824,73.345
168,79.195,75.541,61.565,99.885,62.504,58.811,59.694,65.328,77.315,73.574
169,80.005,75.809,62.022,97.871,61.776,58.399,58.825,65.574,76.810,72.534
170,78.740,75.133,61.973,96.144,62.053,58.331,60.075,65.415,76.660,72.361
171,80.087,74.466,62.365,96.115,62.695,58.167,59.401,66.541,77.091,73.048
172,79.823,75.158,61.443,95.038,62.076,58.495,59.159,65.874,77.353,73.052
173,79.182,75.434,61.469,93.904,62.486,58.068,59.070,65.874,77.144,72.249
174,79.506,74.335,62.078,91.847,62.534,58.957,59.868,66.161,77.172,71.984
175,80.915,75.506,61.584,90.544,61.710,58.993,58.964,65.566,76.979,71.542
176,82.237,74.531,61.322,89.374,62.000,58.730,58.959,65.784,76.976,71.855
177,82.237,74.354,61.796,88.598,62.113,58.395,59.281,66.926,77.260,71.506
178,80.959,73.666,61.284,87.127,62.181,57.847,59.455,65.811,77.082,72.100
179,78.940,74.191,61.798,85.367,61.693,59.032,59.348,66.003,77.235,72.153
180,79.887,73.774,61.473,85.424,61.554,58.299,58.520,66.276,76.634,71.345
181,80.267,73.489,61.602,84.127,62.262,58.007,59.445,65.281,77.177,70.486
182,80.246,74.038,61.529,83.047,61.967,58.242,59.220,65.402,77.050,72.080
183,79.687,73.859,61.204,81.739,60.987,58.886,59.180,65.740,76.233,70.598
184,79.609,73.288,61.665,80.875,61.854,58.651,59.306,65.874,76.559,71.835
185,79.391,72.771,61.198,80.332,62.045,57.936,59.308,65.921,77.036,71.498
186,80.198,73.296,60.814,79.988,61.955,58.374,59.384,66.074,76.894,71.956
187,79.644,73.288,61.459,79.708,61.222,57.665,58.901,65.762,76.668,69.799
188,80.005,73.298,61.569,78.480,61.700,57.975,58.921,65.484,76.860,71.064
189,80.469,72.945,61.553,79.181,60.531,57.776,59.616,65.866,76.094,70.277
190,78.853,73.271,61.551,77.993,61.338,57.883,59.132,65.795,76.614,72.177
191,79.159,73.121,61.216,76.687,62.015,58.331,58.887,66.388,76.718,70.880
192,78.736,72.889,60.649,76.141,61.904,58.196,58.859,65.672,77.136,70.972
193,80.032,73.005,61.902,75.409,61.610,57.370,59.209,66.202,76.604,71.321
194,79.166,72.914,60.886,74.675,62.494,57.833,58.272,65.801,76.903,71.177
195,79.326,72.624,61.473,74.826,61.602,57.989,59.339,65.049,76.854,70.157
196,78.931,72.160,61.059,75.101,62.166,57.302,59.066,65.538,76.099,70.052
197,78.690,73.006,61.876,74.958,61.466,58.100,59.129,65.533,76.839,71.518
198,79.246,72.456,61.527,72.866,61.889,57.996,59.306,65.484,76.577,70.602
199,80.131,73.006,61.376,73.386,61.393,57.516,59.003,65.667,76.355,70.185
200,82.625,72.309,61.384,74.339,61.526,58.324,58.917,66.016,76.011,69.506
201,85.184,72.406,61.749,73.456,61.521,57.712,59.397,65.836,76.251,70.900
202,86.492,73.357,61.822,73.598,62.093,58.847,58.788,66.352,76.085,70.076
203,84.662,72.042,61.241,73.162,61.456,58.445,58.712,66.199,76.627,70.161
204,83.264,72.575,61.659,73.146,61.793,57.391,59.172,65.560,76.526,69.241
205,82.232,72.232,61.745,72.562,61.516,58.548,59.573,65.391,75.782,69.635
206,81.115,72.196,61.578,72.459,61.267,58.363,59.318,65.456,76.342,70.289
207,81.034,73.030,61.157,72.866,61.902,57.491,59.397,65.434,76.041,70.100
208,81.246,72.197,61.265,73.219,61.632,57.929,59.829,65.579,76.216,69.787
209,79.625,72.893,61.298,70.871,61.678,57.665,59.035,65.503,77.024,70.141
210,80.494,72.472,60.924,72.318,61.909,58.651,58.762,65.806,77.404,70.791
211,80.641,72.542,61.702,72.722,61.030,58.278,59.257,66.317,76.594,70.092
212,79.595,72.776,61.065,71.845,61.224,57.861,58.927,65.970,76.849,70.265
213,79.331,72.092,61.588,71.866,61.778,57.544,58.813,65.383,76.737,69.735
214,80.028,71.950,61.400,71.962,60.929,58.288,58.825,65.601,76.361,69.582
215,80.570,72.049,61.841,72.122,61.446,57.961,59.579,65.667,76.653,69.823
216,79.184,72.641,61.259,71.911,61.708,57.904,59.384,64.809,76.519,69.265
217,78.324,72.603,61.182,70.174,61.766,58.253,59.662,65.571,76.938,69.900
218,80.223,72.596,61.488,70.887,61.554,57.865,58.978,65.593,76.458,70.165
219,79.377,73.138,61.710,71.614,61.849,58.192,59.081,66.049,75.775,69.217
220,79.405,72.876,61.443,71.087,61.380,58.082,58.969,65.432,76.436,70.510
221,79.731,72.315,61.461,71.299,61.791,57.836,58.993,65.533,76.603,69.659
222,79.600,72.423,61.549,72.075,60.763,57.413,59.036,65.306,76.928,69.815
223,79.366,73.157,61.202,70.779,61.537,57.733,59.483,66.178,76.066,69.988
224,80.057,71.961,61.369,72.501,61.428,58.541,59.543,65.721,76.323,69.622
225,79.487,72.409,61.394,70.838,61.723,57.940,58.770,66.156,76.683,70.116
226,80.016,71.603,60.773,71.659,61.693,58.060,58.765,65.790,76.908,69.827
227,80.515,72.118,60.996,71.694,61.431,57.662,58.861,65.986,76.055,69.466
228,80.278,72.323,61.192,71.541,61.821,57.719,59.732,66.167,76.277,70.124
229,79.901,72.505,61.482,71.082,61.579,57.961,59.429,65.784,76.755,70.209
230,79.851,72.053,61.402,71.386,60.642,57.972,58.833,65.560,76.816,69.285
231,79.306,72.663,61.520,71.849,62.136,57.950,59.096,65.557,77.014,69.976
232,79.823,72.867,61.347,71.047,62.015,58.217,59.480,65.970,76.835,69.827
233,79.200,72.268,61.304,70.346,61.809,58.053,58.874,65.623,76.333,69.450
234,78.993,72.246,61.761,71.327,60.864,58.242,59.169,66.451,76.441,69.751
235,80.492,72.528,60.963,71.158,61.378,58.263,58.369,66.721,76.278,69.120
236,79.538,72.661,61.588,71.019,61.746,57.694,59.214,65.637,76.050,69.598
237,78.874,72.331,62.096,71.136,61.854,58.214,59.184,65.292,76.703,69.402
238,79.883,72.092,60.900,71.139,61.191,58.142,59.377,65.079,76.434,70.072
239,78.931,72.318,61.949,70.544,62.388,58.438,59.373,65.303,76.186,69.177
240,79.462,72.221,61.602,71.678,61.861,57.491,59.346,65.246,77.031,70.357
241,79.354,72.113,61.106,70.939,62.285,57.907,58.528,66.407,76.639,69.771
242,78.931,71.777,61.384,70.847,61.295,57.854,59.276,66.607,76.630,69.470
243,78.423,71.981,61.912,71.536,61.390,57.872,58.912,66.126,76.708,69.908
244,78.940,72.431,61.596,70.981,61.811,57.587,59.149,65.432,76.297,69.968
245,80.166,72.834,62.214,70.242,61.698,58.320,59.579,65.325,76.226,69.542
246,78.929,72.600,61.427,70.791,61.849,57.883,59.276,65.705,76.903,70.004
247,79.209,72.183,61.929,71.755,61.733,58.530,59.477,65.631,76.794,69.871
248,79.533,72.016,61.308,70.266,61.227,58.936,58.985,66.385,76.211,69.570
249,79.322,71.915,61.547,70.313,60.975,57.370,58.988,65.806,76.395,69.880
250,79.349,71.583,60.696,70.228,61.587,57.922,58.667,65.440,76.482,69.398
251,79.030,72.629,61.220,71.315,61.395,57.897,59.046,65.492,76.634,70.265
252,80.154,72.071,61.080,70.435,61.413,57.673,59.285,65.530,75.983,69.767
253,79.145,72.848,61.114,71.167,61.514,58.217,59.417,65.694,76.714,69.510
254,79.699,71.929,61.318,70.518,61.824,57.964,59.071,65.907,76.670,70.100
255,79.595,72.536,61.345,70.087,61.801,57.836,59.272,65.773,76.467,69.727
256,79.271,71.762,61.218,71.421,61.154,57.840,58.873,65.432,76.729,69.353
257,79.745,72.768,61.561,70.626,61.708,58.470,58.677,65.415,76.342,70.100
258,78.993,72.086,61.531,71.424,61.844,57.484,58.790,65.997,76.471,69.237
259,79.690,72.024,61.273,70.951,61.242,57.989,58.916,65.858,76.788,69.169
260,79.540,72.348,61.441,71.129,61.736,58.722,59.093,65.852,76.477,70.036
261,78.970,72.105,61.529,70.920,61.443,58.071,59.124,65.484,76.603,70.281
262,79.223,72.359,60.861,70.529,61.385,58.032,58.916,65.948,76.722,69.667
263,81.632,72.002,61.353,70.845,61.771,57.840,58.841,65.612,76.675,69.703
264,83.338,71.873,61.204,70.642,61.587,57.488,59.065,65.978,77.301,69.402
265,83.046,72.146,61.341,70.605,61.725,57.883,59.002,65.579,76.624,69.863
266,80.933,71.707,62.114,71.315,60.806,57.740,58.583,65.388,76.172,70.333
267,81.584,72.118,61.520,70.405,62.030,57.833,59.280,66.186,76.722,69.494
268,80.844,72.237,60.778,71.049,61.866,57.687,58.983,65.683,76.245,69.068
269,80.644,72.508,60.965,70.774,60.922,57.783,59.300,65.617,76.367,69.839
270,79.660,71.578,60.898,69.525,61.340,58.160,59.265,66.036,76.276,70.145
271,79.257,71.732,61.459,71.522,61.474,57.819,58.901,65.402,76.793,69.783
272,79.543,72.683,62.027,70.682,61.610,57.577,58.540,66.352,76.472,68.960
273,79.834,71.434,61.012,71.016,60.985,58.406,59.387,65.363,76.235,69.643
274,79.193,72.011,61.102,71.351,61.393,57.865,58.949,65.634,76.443,69.301
275,79.547,71.818,61.041,69.431,61.836,57.598,59.263,66.068,75.951,70.024
276,79.274,72.353,61.222,71.071,61.544,57.335,59.204,65.760,76.273,69.631
277,79.759,71.495,61.214,70.598,61.136,58.096,58.715,64.836,76.393,68.968
278,79.499,72.133,60.800,70.115,61.312,58.100,59.078,65.333,76.506,68.418
279,80.556,72.047,61.498,70.859,60.887,58.117,59.030,66.374,76.151,70.064
280,79.138,72.022,60.755,69.788,61.940,57.943,59.017,65.066,76.381,70.341
281,79.485,72.157,60.912,70.958,61.252,57.174,58.892,66.038,76.243,68.855
282,80.087,71.973,60.935,70.748,61.584,58.310,58.530,65.066,76.702,68.406
283,79.455,72.150,61.733,70.612,60.824,57.470,59.156,65.393,75.598,69.345
284,79.411,72.114,61.269,70.802,61.060,57.591,59.101,65.560,75.988,68.831
285,79.844,71.890,61.935,71.016,61.564,57.463,58.793,65.536,76.029,69.610
286,79.184,72.274,61.241,70.755,60.675,58.043,59.119,65.134,76.220,68.839
287,78.802,71.862,60.665,69.871,61.544,57.377,58.805,65.699,76.635,69.273
288,79.103,72.017,61.122,70.659,61.486,57.484,59.219,65.320,75.808,68.406
289,79.271,72.262,61.159,70.134,60.967,57.587,58.964,65.495,76.829,69.197
290,80.457,71.219,61.784,70.035,61.126,57.189,58.907,65.276,76.385,69.402
291,80.087,72.415,61.304,70.859,61.307,58.192,58.929,65.358,76.879,69.052
292,79.149,71.959,61.847,70.341,60.945,56.911,59.518,65.320,75.929,69.181
293,80.395,72.259,61.216,70.574,61.055,57.840,58.925,65.025,76.186,69.157
294,79.333,72.064,60.855,70.755,61.295,57.299,58.796,65.891,76.104,68.948
295,79.290,72.326,61.471,71.254,61.416,57.730,58.992,64.820,76.797,68.928
296,78.743,71.486,60.729,68.880,61.300,57.940,59.425,65.385,76.818,69.478
297,79.632,71.784,60.894,70.024,61.081,57.815,59.536,65.238,76.084,68.916
298,80.839,71.495,60.822,70.856,61.282,58.053,58.803,65.713,76.268,69.333
299,79.191,71.702,61.373,70.459,60.977,58.132,59.440,65.546,76.248,68.365
300,79.531,71.751,61.363,70.656,61.542,57.420,59.185,65.546,76.424,69.333
301,79.198,71.914,61.053,69.562,61.030,58.448,59.232,65.036,75.989,69.398
302,79.777,71.757,61.588,71.266,61.471,57.754,59.255,64.959,76.720,69.378
303,79.133,72.320,61.400,70.318,61.204,57.342,58.841,65.246,76.618,68.438
304,79.409,71.268,60.800,70.532,61.446,57.285,58.902,65.451,75.719,69.217
305,78.566,71.506,61.347,70.527,61.048,58.174,59.126,65.224,76.243,68.884
306,78.800,72.185,61.049,70.405,61.322,57.463,58.637,64.937,75.883,68.566
307,79.207,72.224,60.661,70.920,61.922,57.836,58.919,65.415,76.296,68.562
308,78.943,71.959,61.100,70.391,62.058,57.886,58.836,65.415,76.841,69.072
309,80.011,71.840,60.986,70.748,62.050,56.915,58.886,64.801,76.281,69.647
310,79.361,72.191,60.937,71.049,61.063,57.285,58.834,64.954,76.175,68.743
311,79.545,71.713,60.671,69.965,60.431,57.665,59.046,64.989,77.036,68.598
312,80.007,71.939,60.763,70.626,61.380,57.185,58.578,64.995,76.558,68.735
313,79.494,72.248,60.998,70.638,61.423,57.833,58.985,64.811,76.277,68.747
314,79.517,71.680,60.894,70.619,61.423,57.456,58.578,65.596,77.164,67.807
315,79.418,72.000,60.637,71.085,60.690,57.267,58.618,65.866,76.216,69.032
316,79.179,72.080,61.333,71.325,61.020,58.167,58.849,65.246,76.583,68.888
317,79.133,71.638,61.261,70.605,61.219,57.676,58.568,65.260,75.674,69.277
318,79.559,71.745,61.337,70.628,60.602,57.911,59.113,65.448,76.257,69.631
319,79.848,71.268,60.776,70.736,61.244,57.676,58.763,65.653,76.046,68.936
320,78.777,72.089,61.318,71.231,60.443,57.712,58.919,65.057,76.047,68.502
321,80.034,71.367,60.735,70.456,61.375,58.395,58.825,65.117,76.185,68.984
322,79.644,72.433,60.765,70.487,61.111,57.733,59.475,65.576,76.177,68.458
323,79.336,71.190,61.037,71.049,60.534,57.505,58.639,65.817,76.035,68.442
324,80.113,71.799,61.351,71.040,60.806,56.957,58.863,65.951,76.411,68.976
325,78.853,71.643,60.792,69.628,61.073,57.651,59.123,65.134,76.715,69.394
326,79.177,71.911,61.051,70.725,60.748,57.384,58.447,65.393,76.064,69.478
327,79.023,71.978,61.120,70.471,61.272,57.875,58.618,65.516,76.054,69.173
328,79.825,71.969,60.773,71.035,60.773,57.708,58.960,65.631,76.698,69.446
329,79.703,71.704,60.927,70.819,61.640,57.744,58.695,65.205,75.920,69.120
330,79.722,71.770,60.720,70.506,61.181,57.801,58.627,64.689,76.039,68.667
